#,Text,LogKind,DisplayFlags,Unknown1,Duration,Unknown2
191, 의 뺨을 때립니다.,29,1,0,0,False
192,  포옹합니다.,29,1,0,0,False
193, 애정을 담아  껴안습니다.,29,1,0,0,False
194,  에게 사건해결사 포즈를 취해 보입니다.,29,1,0,0,False
195, 에게 주먹을 맞대듯 내밉니다.,29,1,0,0,False
196, 에게 큰절을 올립니다.,29,1,0,0,False
197,  앞에서 사베네어의 춤을 춥니다.,29,1,0,0,False
198,  앞에서 황금의 춤을 춥니다.,29,1,0,0,False
199,  앞에서 태양의 춤을 춥니다.,29,1,0,0,False
200, 놀랍니다.,29,1,0,0,False
201, 불만스러워합니다.,29,1,0,0,False
202, 화를 냅니다.,29,1,0,0,False
203, 수줍어합니다.,29,1,0,0,False
204, 공손하게 인사합니다.,29,1,0,0,False
205, 응원합니다.,29,1,0,0,False
206, 박수를 칩니다.,29,1,0,0,False
207, 손짓합니다.,29,1,0,0,False
208, 위로합니다.,29,1,0,0,False
209, 엉엉 웁니다.,29,1,0,0,False
210, 춤을 춥니다.,29,1,0,0,False
211, 추궁합니다.,29,1,0,0,False
212, 꾸벅꾸벅 좁니다.,29,1,0,0,False
213, 분개합니다.,29,1,0,0,False
214, 작별 인사를 합니다.,29,1,0,0,False
215, 손을 흔듭니다.,29,1,0,0,False
216, 어이없어합니다.,29,1,0,0,False
217, 기뻐합니다.,29,1,0,0,False
218, 무릎을 꿇습니다.,29,1,0,0,False
219, 웃습니다.,29,1,0,0,False
220, 폭소를 터뜨립니다.,29,1,0,0,False
221, 주위를 둘러봅니다.,29,1,0,0,False
222, 자신을 가리킵니다.,29,1,0,0,False
223, 고개를 젓습니다.,29,1,0,0,False
224, 부정합니다.,29,1,0,0,False
225, 당황합니다.,29,1,0,0,False
226, 손가락으로 가리킵니다.,29,1,0,0,False
227, 쿡쿡 찌릅니다.,29,1,0,0,False
228, 칭찬합니다.,29,1,0,0,False
229, 힘을 불어넣습니다.,29,1,0,0,False
230, 경례합니다.,29,1,0,0,False
231, 기겁합니다.,29,1,0,0,False
232, 어깨를 으쓱합니다.,29,1,0,0,False
233, 격려합니다.,29,1,0,0,False
234, 진정시킵니다.,29,1,0,0,False
235, 비틀거립니다.,29,1,0,0,False
236, 기지개를 켭니다.,29,1,0,0,False
237, 삐칩니다.,29,1,0,0,False
238, 생각에 잠깁니다.,29,1,0,0,False
239, 실망합니다.,29,1,0,0,False
240, 환영합니다.,29,1,0,0,False
241, 고개를 끄덕입니다.,29,1,0,0,False
242, 엄지손가락을 추켜세웁니다.,29,1,0,0,False
243, 자기 모습을 확인합니다.,29,1,0,0,False
244, 멋진 자세를 취합니다.,29,1,0,0,False
245, 흑와단식으로 경례합니다.,29,1,0,0,False
246, 쌍사당식으로 경례합니다.,29,1,0,0,False
247, 불멸대식으로 경례합니다.,29,1,0,0,False
248, 손키스를 날립니다.,29,1,0,0,False
249, 눈덩이를 던집니다.,29,1,0,0,False
250, 무릎 꿇고 사죄합니다.,29,1,0,0,False
251, 행복해합니다.,29,1,0,0,False
252, 좌절합니다.,29,1,0,0,False
253, 전투태세를 취합니다.,29,1,0,0,False
254, 승리의 기쁨을 누립니다.,29,1,0,0,False
255, 공중제비를 돕니다.,29,1,0,0,False
256, 포권의 예를 취합니다.,29,1,0,0,False
257, 번뜩이는 생각을 떠올립니다.,29,1,0,0,False
258,,0,0,0,0,False
259,,0,0,0,0,False
260,,0,0,0,0,False
261, 정색합니다.,29,1,0,0,False
262, 미소를 짓습니다.,29,1,0,0,False
263, 웃는 얼굴을 보입니다.,29,1,0,0,False
264, 자신감 넘치는 표정을 짓습니다.,29,1,0,0,False
265, 음흉하게 웃습니다.,29,1,0,0,False
266, 눈을 감습니다.,29,1,0,0,False
267, 울상을 짓습니다.,29,1,0,0,False
268, 공포에 질립니다.,29,1,0,0,False
269, 어리둥절한 표정을 짓습니다.,29,1,0,0,False
270, 아픈 표정을 짓습니다.,29,1,0,0,False
271, 불쾌한 표정을 짓습니다.,29,1,0,0,False
272, 무언가 깨달은 표정을 짓습니다.,29,1,0,0,False
273, 걱정스러운 표정을 짓습니다.,29,1,0,0,False
274, 싱글벙글 웃습니다.,29,1,0,0,False
275, 화난 표정을 짓습니다.,29,1,0,0,False
276, 미안한 표정을 짓습니다.,29,1,0,0,False
277, 놀란 표정을 짓습니다.,29,1,0,0,False
278, 기도합니다.,29,1,0,0,False
279, 제국식으로 경례합니다.,29,1,0,0,False
280, 무언가를 던집니다.,29,1,0,0,False
281,"라라펠족이 아니므로, 안전한 위치로 이동합니다.",60,8,0,0,False
282, 탭댄스를 춥니다.,29,1,0,0,False
283, 풍요의 춤을 춥니다.,29,1,0,0,False
284, 궁중 무용을 춥니다.,29,1,0,0,False
285, 신사의 춤을 춥니다.,29,1,0,0,False
286, 쓰다듬습니다.,29,1,0,0,False
287, 무언가를 건넵니다.,29,1,0,0,False
288, 축제의 춤을 춥니다.,29,1,0,0,False
289, 승리의 함성을 지릅니다!,29,1,0,0,False
290, 뺨을 때립니다.,29,1,0,0,False
291, 포옹합니다.,29,1,0,0,False
292, 껴안습니다.,29,1,0,0,False
293, 사건해결사 포즈를 취합니다.,29,1,0,0,False
294, 주먹을 내밉니다.,29,1,0,0,False
295, 큰절을 올립니다.,29,1,0,0,False
296, 사베네어의 춤을 춥니다.,29,1,0,0,False
297, 황금의 춤을 춥니다.,29,1,0,0,False
298, 태양의 춤을 춥니다.,29,1,0,0,False
299,,0,0,0,0,False
300,명령을 실행하지 못했습니다.,60,8,0,0,False
301,차단 목록에 추가하지 못했습니다.,60,8,0,0,False
302,차단 목록에서 제외하지 못했습니다.,60,8,0,0,False
303,차단 목록이 가득 차서 추가할 수 없습니다.,60,8,0,0,False
304,이미 차단된 플레이어입니다.,60,8,0,0,False
305,친구는 차단 목록에 추가할 수 없습니다. 먼저 친구 목록에서 제외하십시오.,60,8,0,0,False
306,친구 신청은 하루에 7회까지만 가능합니다.,60,8,0,0,False
307,캠페인 기간 내에 초대 가능한 최대 횟수(5회)를 초과했습니다.,60,8,0,0,False
308,복귀 초대를 실행했습니다. 앞으로 UNKNOWN번 더 실행 가능합니다.,57,33,0,0,False
309,이 기능은 정해진 기간에만 사용할 수 있습니다.,60,8,0,0,False
310,명령을 실행하지 못했습니다.,60,8,0,0,False
311,친구 신청에 실패했습니다.,60,8,0,0,False
312,이미 친구 신청을 보냈습니다.,60,8,0,0,False
313,친구 목록이 가득 차서 신청할 수 없습니다.,60,8,0,0,False
314,상대방의 친구 목록이 가득 차서 친구 신청에 실패했습니다.,60,8,0,0,False
315,차단 목록에 등록된 캐릭터에게는 친구 신청을 할 수 없습니다.,60,8,0,0,False
316,상대방이 '다른 용무 중'이므로 친구 신청을 할 수 없습니다.,60,8,0,0,False
317,UNKNOWN UNKNOWN 설정했습니다.,57,32,0,0,False
318,그룹 이름을 변경했습니다.,57,32,0,0,False
319,대상 지정이 잘못되었습니다. 대명사를 써서 다시 시도하십시오.,60,8,0,0,False
320,명령을 실행하지 못했습니다.,60,8,0,0,False
321,파티에 초대하지 못했습니다.,60,8,0,0,False
322,파티에서 추방하지 못했습니다.,60,8,0,0,False
323,파티장을 변경하지 못했습니다.,60,8,0,0,False
324,파티에서 탈퇴하지 못했습니다.,60,8,0,0,False
325,파티를 해체하지 못했습니다.,60,8,0,0,False
326,이미 파티에 참가 중인 플레이어입니다.,60,8,0,0,False
327,이미 다른 파티에 초대받은 플레이어입니다. 초대할 수 없습니다.,60,8,0,0,False
328,이미 파티에 초대했습니다.,60,8,0,0,False
329,파티에 자리가 없어 초대할 수 없습니다.,60,8,0,0,False
330,캐릭터 상세 정보를 편집할 수 없습니다.,60,8,0,0,False
331,상대방이 임무 참가 중이거나 다른 지역에 있어 초대할 수 없습니다.,60,8,0,0,False
332,접속이 종료된 플레이어이므로 파티장을 위임할 수 없습니다.,60,8,0,0,False
333,참가할 클래스/직업을 지정해야 합니다.,60,8,0,0,False
334,상대방이 '다른 용무 중'이므로 파티에 초대할 수 없습니다.,60,8,0,0,False
335,"이미 임무 참가 중이거나, 파티장과 다른 지역에 있어 참가할 수 없습니다.",60,8,0,0,False
336,파티에 초대할 수 없습니다. 상대방이 이벤트 중이므로 잠시 후 다시 시도하십시오.,60,8,0,0,False
337,접속이 종료되었거나 임무 중인 플레이어이므로 파티장을 위임할 수 없습니다.,60,8,0,0,False
338,링크셸 이름은 기호만으로 만들 수 없습니다.,60,8,0,0,False
339,링크셸에 초대하지 못했습니다.,60,8,0,0,False
340,링크셸을 생성하지 못했습니다.,60,8,0,0,False
341,링크셸 이름은 1글자 이상 9글자 이하로 입력하십시오.,60,8,0,0,False
342,링크셸 이름에 잘못된 공백이 사용되었습니다.,60,8,0,0,False
343,링크셸 이름에 사용할 수 없는 문자가 포함되었습니다.,60,8,0,0,False
344,링크셸 이름에 연속으로 사용할 수 없는 문자가 포함되었습니다.,60,8,0,0,False
345,링크셸 이름 첫 글자에는 소문자를 사용할 수 없습니다.,60,8,0,0,False
346,이미 있는 링크셸 이름입니다. 다른 이름을 사용하십시오.,60,8,0,0,False
347,규정에 어긋난 이름입니다. 다른 이름을 사용하십시오.,60,8,0,0,False
348,링크셸을 더는 생성할 수 없습니다.,60,8,0,0,False
349,링크셸에 참가하지 못했습니다.,60,8,0,0,False
350,상대방이 링크셸을 더는 보유할 수 없습니다.,60,8,0,0,False
351,이미 링크셸에 가입한 플레이어입니다.,60,8,0,0,False
352,링크셸 인원이 최대 한도에 도달하여 더는 초대할 수 없습니다.,60,8,0,0,False
353,링크셸 가입 처리가 실패했습니다.,60,8,0,0,False
354,링크셸에서 탈퇴하지 못했습니다.,60,8,0,0,False
355,링크셸 마스터는 탈퇴할 수 없습니다. 마스터 권한을 양도한 후 탈퇴하십시오.,60,8,0,0,False
356,링크셸에서 추방하지 못했습니다.,60,8,0,0,False
357,링크셸 관리자 설정에 실패했습니다.,60,8,0,0,False
358,임시 가입 멤버는 관리자로 설정할 수 없습니다.,60,8,0,0,False
359,링크셸을 해체하지 못했습니다.,60,8,0,0,False
360,링크셸 마스터 권한을 양도하지 못했습니다.,60,8,0,0,False
361,임시 가입 멤버에게는 마스터 권한을 양도할 수 없습니다.,60,8,0,0,False
362,링크셸 이름에 사용할 수 없는 단어가 포함되었습니다.,60,8,0,0,False
363,상대방이 '다른 용무 중'이므로 초대할 수 없습니다.,60,8,0,0,False
364,링크셸 이름을 변경하지 못했습니다.,60,8,0,0,False
365,"링크셸 이름에 사용할 수 없는 문자가 포함되어, 이름 변경에 실패했습니다.",60,8,0,0,False
366,캐릭터를 찾을 수 없습니다.,60,8,0,0,False
367,[UNKNOWN] 링크셸의 관리자를 사퇴했습니다.,57,33,0,0,False
368,링크셸 이름을 [UNKNOWN] 변경했습니다.,57,33,0,0,False
369,링크셸 이름이 [UNKNOWN] 변경되었습니다.,57,33,1,0,False
370,우편 처리에 실패했습니다.,60,9,0,0,False
371,에게 편지를 보내지 못했습니다.,60,9,0,0,False
372,내용을 입력하지 않으면 보낼 수 없습니다.,60,8,0,0,False
373,편지 내용이 제한된 길이를 초과했습니다.,60,8,0,0,False
374,아이템을 첨부할 수 없습니다. 편지를 보내지 못했습니다.,60,9,0,0,False
375,길을 첨부할 수 없습니다. 편지를 보내지 못했습니다.,60,9,0,0,False
376,편지를 삭제하지 못했습니다.,60,8,0,0,False
377,첨부된 아이템이 있어 편지를 삭제하지 못했습니다.,60,8,0,0,False
378,첨부된 길이 있어 편지를 삭제하지 못했습니다.,60,8,0,0,False
379,소지품에 공간이 부족하여 첨부된 아이템을 받을 수 없습니다.,60,9,0,0,False
380,첨부된 길을 받을 수 없습니다.,60,8,0,0,False
381,소지품에 공간이 부족하거나 2개 이상 가질 수 없는 아이템이므로 첨부된 아이템을 받을 수 없습니다. ,60,8,0,0,False
382,고향 서버가 같은 친구가 없어 편지를 쓸 수 없습니다.,60,8,0,0,False
383, 님이 [UNKNOWN] 링크셸의 관리자를 사퇴했습니다.,57,33,1,0,False
384, 장터에 출품한 아이템이 모두 판매되었습니다.,71,33,1,0,False
385,장터 게시판 검색에 실패했습니다.,60,8,0,0,False
386,구매에 실패했습니다.,60,8,0,0,False
387,구매에 실패했습니다. 잠시 후에 다시 시도하십시오.,60,8,0,0,False
388,소지품에 공간이 부족하여 아이템을 구매할 수 없습니다.,60,8,0,0,False
389,1개만 소지할 수 있는 고유 아이템입니다. 이미 소지하고 있어 구매할 수 없습니다.,60,8,0,0,False
390,아이템을 구매하지 못했습니다.,60,8,0,0,False
391,구매에 실패했습니다. 잠시 후 다시 시도하십시오.,60,8,0,0,False
392,길이 부족합니다.,60,8,0,0,False
393,집사가 응답하지 않습니다.,60,8,0,0,False
394,집사 UNKNOWN 고용했습니다.,57,33,0,0,False
395,집사 UNKNOWN 해고했습니다.,57,33,0,0,False
396,집사 UNKNOWN  장터에 등록되었습니다.,57,33,0,0,False
397,집사 UNKNOWN  장터에서 철수했습니다.,57,33,0,0,False
398, 장터에 아이템을 출품했습니다.,57,33,0,0,False
399, 장터에서 출품이 정지되었습니다.,57,33,1,0,False
400,무료 체험판에서는 이용할 수 없는 기능입니다.,60,8,0,0,False
401,무료 체험판 이용자 대상으로는 실행할 수 없는 기능입니다.,60,9,0,0,False
402,"무료 체험판에서 소지할 수 있는 길의 최고 한도에 다다랐습니다.
한도를 초과한 금액은 자동으로 소멸됩니다.",57,1,0,0,False
403,합계 금액이 한도를 넘지 않도록 단가가 자동으로 조정되었습니다.,57,32,0,0,False
404,집사 설정 변경권을 이미 가지고 있어  사용할 수 없습니다.,60,9,0,0,False
405,집사 설정 변경권을 획득했습니다. 집사의 방어구 및 장신구를 모두 해제한 다음 집사 고용창구를 방문하십시오.,57,33,0,0,False
406,집사 UNKNOWN의 설정이 변경되었습니다.,57,33,0,0,False
407,공백은 2개 이상 사용할 수 없습니다.,60,9,0,0,False
408,한글 또는 알파벳 한쪽만 사용하실 수 있습니다.,60,9,0,0,False
409,"게임을 시작한 지 1500시간 이상 지났습니다.
지나친 게임 이용은 일상생활에 영향을 줄 우려가 있습니다.",57,1,0,0,False
410,"다음 클래스/잡 퀘스트를 받을 수 있는 레벨이 되었습니다.
퀘스트를 완료하면 새로운 기술을 배우거나 해당 직업에 적합한 아이템을 획득할 수 있습니다.
길드마스터 또는 잡 퀘스트를 주는 NPC를 찾아가십시오.",57,33,0,0,False
411,화면 크기가 조건에 맞지 않게 되어 UI 크기를 변경했습니다.,57,33,0,0,False
412,경관 카메라를 일시정지했습니다.,57,33,0,0,False
413,경관 카메라를 다시 움직입니다.,57,33,0,0,False
414,"신고를 접수하지 못했습니다.
다시 시도하십시오.",60,9,0,0,False
415,전투 중입니다! 남은 HP에 주의하십시오!,60,17,0,0,False
416,조작 불가 상태이므로 실행을 중단했습니다.,60,9,0,0,False
417,"경험치 증가 효과로 인해, UNKNOWN레벨이 되기까지 얻는 경험치가 증가합니다.",57,33,0,0,False
418,모든 직업이 UNKNOWN레벨 이상 또는 최대 레벨이 되어 경험치 증가 효과가 사라졌습니다.,57,33,0,0,False
419,무료 체험판에서는 신청할 수 없습니다.,60,9,0,0,False
420,집사가 더는 길을 소지할 수 없어 판매에 실패했습니다.,60,8,0,0,False
421,이 임무에 참가하려면 확장팩 이용권을 등록해야 합니다.,60,9,0,0,False
422,청소년 보호법에 따라 게임 이용이 제한되어 게임 종료까지 1시간 남았습니다.,60,129,0,0,False
423,청소년 보호법에 따라 게임 이용이 제한되어 게임 종료까지 30분 남았습니다.,60,129,0,0,False
424,청소년 보호법에 따라 게임 이용이 제한되어 게임 종료까지 15분 남았습니다.,60,129,0,0,False
