key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
8,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"안녕하세요.
저는 이 주변 주민들에게 들어온 일감을
길드 의뢰로 발행하고 있습니다.","안녕하세요.
저는 이 주변 주민들에게 들어온 일감을
길드 의뢰로 발행하고 있습니다.
하지만, <Switch(IntegerParameter(1))><Case(1)>차모크리 님</Case><Case(2)>공트랑 님</Case><Case(3)>유스태스 님</Case></Switch>께
일을 받을 수 있을 정도의 역량은 필요하죠.
그래야 저도 믿고 일을 맡길 수 있으니까요.","그럼 멋진 활약 기대하겠습니다.","안녕하세요.
저는 이 주변 주민들에게 들어온 의뢰를
길드 의뢰로 발행하고 있습니다.
하지만 이 주변 마물을
쉽게 퇴치할 수 있을 정도의 역량은 필요하죠.
그래야 저도 믿고 일을 맡길 수 있으니까요.","의뢰를 달성하고 오셨군요.
이걸로 의뢰인도 만족하시겠죠.
자, 그럼 가장 중요한 보상을 드리겠습니다.","0","0","현상수배범까지 토벌하셨다고요? 정말 대단하시군요!
그렇다면 보상을 더 얹어 드려야겠네요.
축하합니다."
9,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"마른뼈 황야 일대에서 들어오는 각종 일감을
길드 의뢰로 발행하고 있습니다.","모험가 길드 동지시군요?
저희는 경험 많은 모험가 대상으로 '길드 의뢰'를
발행하고 있습니다.
하지만 길드 운영을 책임지시는
<Switch(IntegerParameter(1))><Case(1)>바데론</Case><Case(2)>뮨</Case><Case(3)>모모디</Case></Switch> 님 소개가 필요하죠.
그래야 믿고 맡길 수 있으니까요.","그럼 다녀오세요.
아무쪼록 조심하시고요.","모험가 길드 동지시군요?
저희는 경험 많은 모험가 대상으로 '길드 의뢰'를
발행하고 있습니다.
하지만 우선 마른뼈 황야 주변 마물에게
지지 않을 실력을 기르셔야 하죠.
그래야 믿고 맡길 수 있으니까요.","달성 보고 때문에 오셨군요?
수고하셨습니다, 바로 보상을 드릴게요.
의뢰인은 물론 길드 입장에서도 만족스러운 결과네요.","0","0","수배 중이던 현상범까지 토벌하시다니…….
정말 생각지 못한 성과를 올리고 오셨군요!
보상을 더 드려야겠어요!"
10,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"주변 주민들이 모험가 길드에 맡긴 일감을
길드 의뢰로 발행하고 있습니다.","실력 좋은 모험가님들 대상으로
'길드 의뢰'를 발행하고 있습니다.
돈이 필요한 분들께 안성맞춤이죠.
우선 <Switch(IntegerParameter(1))><Case(1)>차모크리 님</Case><Case(2)>공트랑 님</Case><Case(3)>유스태스 님</Case></Switch>께서
부담 없이 의뢰하실 정도로 신용을 얻어주세요.
그러면 저희도 당신에게 일감을 드릴게요.","다녀오세요.
멋진 모험담을 가지고 돌아오시길.","실력있는 모험가분에게
'길드 의뢰'를 발행하고 있습니다.
돈이 필요한 분에겐 안성맞춤이죠.
우선 이 주변 마물을
간단하게 쓰러뜨릴 수 있을 정도로 실력을 기르세요.
그럼 당신에게 일을 소개해 드리죠.","돌아오셨군요! 수고하셨습니다.
의뢰인도 무척 기뻐하실 겁니다.
자, 보상을 받으세요.","0","0","예? 현상수배범을 토벌하고 오셨다고요?
후후후, 보상을 아주 듬뿍 드려야겠네요."
11,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"맥주 항구 주민을 비롯해
주변 지역에서 들어온 일감을
길드 의뢰로 발행하고 있습니다.","실력 좋은 모험가님 대상으로
'길드 의뢰'를 발행하고 있습니다.
하지만 누구나 일감을 받을 수 있는 건 아니에요.
길드를 대표하는
<Switch(IntegerParameter(1))><Case(1)>바데론</Case><Case(2)>뮨</Case><Case(3)>모모디</Case></Switch> 님의 소개가 필요하죠.
그게 가장 기본적인 조건이거든요.","무사히 달성하고 오시길 기원합니다.","실력 좋은 모험가님 대상으로
'길드 의뢰'를 발행하고 있습니다.
하지만 누구나 일감을 받을 수 있는 건 아니에요.
우선 이 주변에 있는 무서운 마물에게
지지 않을 정도로 강해지셔야 하죠.
그게 가장 기본적인 조건이거든요.","임무를 무사히 마치고 오신 것 같군요.
수고하셨습니다, 보상을 지급해 드릴게요.
의뢰인도 분명 만족하실 거예요.","0","0","음? 수배 중이던 현상범 토벌에 성공하셨군요!
대단한 활약입니다…… 보상을 더 드려야겠네요.
정말 수고 많으셨습니다."
12,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"너도 이제 제법 모험가 태가 나는걸.
길드 의뢰로 한몫 잡아볼 생각 없어?
너한테 딱 맞는 일이 들어왔거든.","난 모험가 길드의 '길드 의뢰' 담당관이지.
보아하니 넌 아직 새내기 모험가 같은데.
<Unknown17/>길드 운영을 맡고 있는 <Switch(IntegerParameter(1))><Case(1)>바데론</Case><Case(2)>뮨</Case><Case(3)>모모디</Case></Switch>에게 네 실력을 인정받아서
'길드 의뢰'를 소개해달라고 해.
그 뒤에 다시 오면 일자리를 줄 테니까.","그럼 믿고 맡길게.
너한테 거는 기대가 크니까 실수하지 마!","난 모험가 길드의 '길드 의뢰' 담당관이지.
보아하니 넌 아직 새내기 모험가 같은데.
<Unknown17/>길드 운영을 맡고 있는 <Switch(IntegerParameter(1))><Case(1)>바데론</Case><Case(2)>뮨</Case><Case(3)>모모디</Case></Switch>에게 네 실력을 인정받아서
'길드 의뢰'를 소개해달라고 해.
그 뒤에 다시 오면 일자리를 줄 테니까.","오, 그 의기양양한 표정. 잘 풀린 모양이지?
제법 실력이 괜찮은걸.
자 받아, 약속했던 보상이야!","0","0","현상수배범까지 토벌했다고?
생각보다 더 실력이 좋은 모양이군.
자, 추가 보상도 넣었으니 받아가!"
13,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"이 근처 사는 녀석들이 맡긴 일감을
길드 의뢰로 발행하고 있지.","흠, 일감을 찾는 모양인데
지금 실력으로는 힘들겠어.
<Unknown17/>우선 모험가 길드를 대표하는 
<Switch(IntegerParameter(1))><Case(1)>바데론이</Case><Case(2)>뮨이</Case><Case(3)>모모디가</Case></Switch> 인정할 정도로
강해져야 할 것 같군.","무운을 빈다.","흠, 일감을 찾는 모양인데
지금 실력으로는 힘들겠어.
<Unknown17/>네가 이 주변에서 어슬렁대는 마물에게
지지 않을 정도로 강해지면
내가 얼마든지 일을 소개해주지.","오, 수고했어.
깔끔하게 해결했군……
자, 약속했던 보상이야. 받아.","0","0","뭐? 수배 중이던 현상범 토벌에 성공했다고!?
정말 대단한 녀석이군, 보상을 듬뿍 줘야겠어!"
14,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"포도주 항구 부근에서 들어온 일감을
길드 의뢰로 발행하고 있어.","난 이 주변에서 들어오는 일감을
모험가에게 '길드 의뢰'로 발행하고 있어.

하지만 모험가 길드 대표인
<Switch(IntegerParameter(1))><Case(1)>바데론</Case><Case(2)>뮨</Case><Case(3)>모모디</Case></Switch> 씨의 소개가 필요하지.
검증된 실력자에게 맡기고 싶은 일만 잔뜩 있거든.","그래, 그럼 잘 부탁해.
기대하고 있을게.","난 이 주변에서 들어오는 일감을
모험가에게 '길드 의뢰'로 발행하고 있어.

하지만 넌 아직 실력이 부족한 것 같군.
좀 더 각지에서 경험을 쌓은 다음에 와줘.
그때는 얼마든지 일을 소개해줄 테니까.","어서 와, 임무는 무사히 마치고 온 것 같구나.
자, 여기. 기다리던 보상이야.
의뢰인이 보내는 감사의 표시지.","0","0","뭐? 수배 중이던 현상범까지 토벌했다고?
그렇다면 보상을 더 줘야겠네."
15,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"저는 이 아도넬 점성대 부근에서 들어오는 일감을
'길드 의뢰'로 발행하고 있습니다.","일을 찾고 계시는군요……
예, 제가 '길드 의뢰' 발행을
담당하고 있습니다.
하지만 먼저 모험가 길드 대표인
<Switch(IntegerParameter(1))><Case(1)>바데론</Case><Case(2)>뮨</Case><Case(3)>모모디</Case></Switch> 님 소개가 필요하죠.
마땅한 실력이 있어야 하는 일이라서요…….","무사히 마치고 돌아오시길 기다리겠습니다.
무운을 빕니다…….","일을 찾고 계시는군요……
예, 제가 '길드 의뢰' 발행을
담당하고 있습니다.
하지만 좀 더 경험을 쌓고 오셔야겠군요.
마땅한 실력이 필요한 일이라서요…….","훌륭히 완수하시리라 믿었습니다.
활약에 걸맞은 보상을 드리지요…….
의뢰하신 분도 아주 기뻐하실 겁니다.","0","0","현상수배범까지 토벌하시다니! 정말 대단하십니다!
보상을 더 드려야겠군요."
16,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"난 모험가 길드 일원이지.
하얀테 전초지 부근에서 들어오는
'길드 의뢰' 발행 업무를 담당하고 있다네.","난 모험가 길드 일원이지.
하얀테 전초지 부근에서 들어오는
'길드 의뢰' 발행업무를 담당하고 있다네.
하지만 그전에 길드 대표인
<Switch(IntegerParameter(1))><Case(1)>바데론 씨</Case><Case(2)>뮨 님</Case><Case(3)>모모디 님</Case></Switch>의 소개가 필요하다네.
임무는 신뢰할 수 있는 자에게 맡기고 싶으니 말일세.","성공을 기원하겠네.
자네에게 전쟁신 할로네의 가호가 함께하길…….","난 모험가 길드 일원이지.
하얀테 전초지 부근에서 들어오는
'길드 의뢰' 발행업무를 담당하고 있다네.
하지만 유감스럽게도 자네에겐
'길드 의뢰'를 발행해 줄 수 없겠군.
좀 더 경험을 쌓은 다음에 찾아오게나.","역시 숙련된 모험가는 다르군.
자네의 훌륭한 활약에 걸맞은 보상을 지급하겠네.
의뢰인들도 분명 만족할 걸세.","0","0","아니, 임무 달성에 그치지 않고
현상수배범까지 토벌했나! 정말 큰 공을 세웠군.
활약에는 마땅히 보답해야지. 추가 보상을 주겠네."
17,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"당신은 정말 볼 때마다 강해지시는 것 같군요.
그 실력에 걸맞은 '길드 의뢰'가 들어왔습니다.
이야기라도 들어보고 가세요.","저는 메르틀랑이라고 합니다.
모험가 길드의 일원으로서
'길드 의뢰' 발행을 담당하고 있죠.
하지만 당신은 아직 경험이 부족하신 것 같군요…….
운영을 맡고 계신 <Switch(IntegerParameter(1))><Case(1)>바데론</Case><Case(2)>뮨</Case><Case(3)>모모디</Case></Switch> 님이 인정하실 정도로
경험을 쌓으시거든 다시 찾아주십시오.","준비를 마치면 바로 시작해주십시오.
그럼 잘 부탁합니다.","저는 메르틀랑이라고 합니다.
모험가 길드의 일원으로서
'길드 의뢰' 발행을 담당하고 있죠.
하지만 당신은 아직 경험이 부족하신 것 같군요…….
이 주변 마물을 쓰러뜨릴 수 있을 정도로
경험을 쌓으시거든 다시 찾아주십시오.","정말 눈부신 활약이셨습니다.
자, 약속했던 보상을 드리지요.
앞으로도 당신만 믿겠습니다.","0","0","이런, 현상수배범까지 토벌하실 줄이야!
정말 실력이 대단하시군요, 감동했습니다.
당연히 보상도 더 얹어 드려야지요."
18,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"푸른안개 야영지 주변에서 들어온 일감을
'길드 의뢰'로 발행하는 게 내 역할이지.","푸른안개 야영지 주변에서 들어온 일감을
'길드 의뢰'로 발행하는 게 내 역할이지.

하지만 먼저 모험가 길드 대표인
<Switch(IntegerParameter(1))><Case(1)>바데론</Case><Case(2)>뮨</Case><Case(3)>모모디</Case></Switch> 씨 소개를 받고 다시 와줄래?
그 정도는 되어야 믿고 맡길 수 있거든.","그럼 잘하고 와.
보상을 준비해둘 테니까.","푸른안개 야영지 주변에서 들어온 일감을
'길드 의뢰'로 발행하는 게 내 역할이지.

하지만 넌 경험이 좀 부족한 것 같군.
이 주변 마물을 가볍게 쓰러뜨릴
실력 정도는 있어야 믿고 맡길 수 있거든.","이번 임무는 성공이군…….
모험가 길드에 제출할 기록도 다 작성했고
가장 중요한 보상을 줘야겠군.","0","0","이번 임무는 대성공이군…….
임무 달성에 현상수배범까지 토벌하다니.
길드 규정대로 보너스를 지급할게."
19,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"전갈 교역소 주변에서 들어온 일감을
길드 의뢰로 발행하고 있어.","혹시 일거리가 필요해서 왔어?
잘 찾아왔군, 우린 이 근처에서 들어온 일감을
'길드 의뢰'로 발행하고 있거든.
하지만 모험가 길드 대표인
<Switch(IntegerParameter(1))><Case(1)>바데론</Case><Case(2)>뮨</Case><Case(3)>모모디</Case></Switch> 씨 소개가 필요해.
누구나 할 수 있는 일이 아니라서 말이야.","성공하고 돌아오리라 믿어.
그럼 조심해서 다녀와!","혹시 일거리가 필요해서 왔어?
잘 찾아왔군, 우린 이 근처에서 들어온 일감을
'길드 의뢰'로 발행하고 있거든.
하지만 실력도 없는 녀석에게 맡길 일은 없어.
부족하지 않을 만큼 실력을 갖추고 다시 오면
그때 좋은 일자리를 소개해줄게.","잘했어! 아주 대단하던걸.
자, 여기 보상이야. 사양 말고 받아.
의뢰인도 분명 고맙게 생각할 거야.","0","0","잘했어. 임무를 완수한 데다가
수배 중이던 현상범까지 토벌하다니!
추가 보상을 넣어뒀으니까 확인해봐."
20,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"이 부근 주민들이 모험가 길드에 맡긴 일감을
길드 의뢰로 발행하고 있어…….","음…… 일을 찾고 있는 모양이군…….
하지만 '길드 의뢰'를 받으려면
길드 대표, <Switch(IntegerParameter(1))><Case(1)>바데론</Case><Case(2)>뮨</Case><Case(3)>모모디</Case></Switch>의 소개가 필요하지.
즉…… 합당한 실력과 신뢰가 필요하다는 뜻이야.
꾸준히 노력해봐…….","그래, 임무를 시작하려고……
성공을 빈다…….","음…… 일을 찾고 있는 모양이군…….
하지만 '길드 의뢰'를 받으려면
이 주변 마물에게 지지 않을 '힘'이 필요하지.
즉…… 합당한 실력과 신뢰가 필요하다는 뜻이야.
꾸준히 노력해봐…….","그래, 임무를 달성했군……
그렇다면 보상을 줘야지.
자, 의뢰주가 보내는 감사의 표시야……","0","0","호오, 임무 달성에 현상수배범까지……?
그렇다면 보상을 더 얹어줘야겠군.
정말 잘했어……."
21,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"코스타 델 솔 주변에서 들어온 일감을
길드 의뢰로 발행하고 있지.
의욕과 실력을 겸비한 모험가라면 누구나 환영해.","'길드 의뢰'를 받고 싶다고?
이거 미안하군, 이 일은 실력이 검증된 사람에게만
맡기고 있거든.
우선 모험가 길드 대표인
<Switch(IntegerParameter(1))><Case(1)>바데론 나리</Case><Case(2)>뮨 누님</Case><Case(3)>모모디 씨</Case></Switch>의 소개를
받고 다시 와주겠어?","좋아, 그럼 열심히 해봐.
잘 부탁해!","'길드 의뢰'를 받고 싶다고?
이거 미안하군, 이 일은 실력이 검증된 사람에게만
맡기고 있어서.
이 주변에 어슬렁대는 마물을
가볍게 처리할 수 있을 만큼
실력이 붙거든 다시 와주겠어?","오, 벌써 일을 끝냈어?
고마워, 덕분에 큰일을 처리했군.
여기 약속했던 보상이야, 받아! ","0","0","일은 물론이고 현상수배범까지 토벌했다고?
이거 정말 놀랍군…… 덕분에 큰일을 처리했어.
약속했던 보상에 보너스도 얹었으니 받아!"
22,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"'모라비 조선소' 부근에서 들어온 임무를
길드 의뢰로 발행하고 있다.","'길드 의뢰'를 받고 싶다고?
그렇다면 먼저 해야 할 일이 있다.
<Unknown17/>모험가 길드 대표인 <Switch(IntegerParameter(1))><Case(1)>바데론</Case><Case(2)>뮨</Case><Case(3)>모모디</Case></Switch>의
소개를 받는 것이지…….
그래야 우리도 믿고 맡길 수 있거든.","명심해, 막무가내로 돌진하지 마라.
냉정하고 확실하게 임무를 달성해야 한다.","'길드 의뢰'를 받고 싶다고?
그렇다면 먼저 해야 할 일이 있다.
<Unknown17/>이 주변에 있는 흉포한 마물을 한주먹에
날려버릴 수 있을 만큼 실력을 기르는 것이지…….
그래야 우리도 믿고 맡길 수 있거든.","음, 임무를 무사히 달성한 모양이군.
수고했다…… 의뢰인도 분명 감사하고 있을 거야.
자, 보상을 받아라.","0","0","아니, 임무 중에 현상수배범까지 토벌했다고?
아주 잘했다. 보상을 더 얹어주도록 하지."
23,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"난 크레이타이라고 해.
모험가 길드가 내게 이 주변을 무대로 한
'길드 의뢰' 발행을 맡겼지.","응? 일자리를 찾고 있는 모양이지?
그럼 잘 찾아왔네.
내가 바로 '길드 의뢰' 발행인이니까.
하지만 지금은 네게 일감을 주기 어렵겠는걸.
우선 <Switch(IntegerParameter(1))><Case(1)>바데론</Case><Case(2)>뮨</Case><Case(3)>모모디</Case></Switch> 님의 소개가 있어야 하거든.
우리도 아무한테나 의뢰할 순 없으니까.","열심히 해.
무사히 돌아오길 빌고 있을게.","응? 일자리를 찾고 있는 모양이지?
그럼 잘 찾아왔네.
내가 바로 '길드 의뢰' 발행인이니까.
하지만 지금은 네게 일감을 주기 어렵겠는걸.
이 부근 마물에게 지지 않을 정도로 강해지면
다시 찾아와 줘.","어서 와.
의뢰인도 분명 네 활약에 만족할 거야.
그럼 약속했던 보상을 지급할까?","0","0","앗, 임무만 해결한 게 아니라 현상수배범까지 처리했다고?
이거 보상을 안 올려줄 수가 없네."
24,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"나는 흑와단 상사 유진이라고 한다.
'총사령부 의뢰' 발행을 담당하고 있지.","'길드 의뢰' 경험이 있는 자가 있다면
이 임무를 맡길 수 있을 텐데…….
군령부에 병사를 파견해달라고 요청해야겠군!","<Highlight>ObjectParameter(1)</Highlight> <If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>, 무운을 빈다!","'길드 의뢰' 경험이 있는 자가 있다면
이 임무를 맡길 수 있을 텐데…….
군령부에 병사를 파견해달라고 요청해야겠군!","임무달성 확인!
규정에 따라 <Highlight>ObjectParameter(1)</Highlight> <If(GreaterThan(PlayerParameter(52),0))><Sheet(GCRankLimsaMaleText,PlayerParameter(52),0)/><Else/></If><If(GreaterThan(PlayerParameter(53),0))><Sheet(GCRankGridaniaMaleText,PlayerParameter(53),0)/><Else/></If><If(GreaterThan(PlayerParameter(54),0))><Sheet(GCRankUldahMaleText,PlayerParameter(54),0)/><Else/></If>에게
군표를 지급한다!","나는 '총사령부 의뢰' 발행담당이다.
어디라도 좋으니 총사령부에 들어간 뒤에
다시 찾아와라.","0","0"
