#,Name,Image,Icon,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown0,SortKey,Category
126,아이템 희귀도 2,190026,82091,1,0,0,0,901,1
127,아이템 희귀도 3,190027,82091,1,0,0,0,902,1
128,아이템 희귀도 4,190028,82091,1,0,0,0,903,1
129,아이템 희귀도 5,190029,82091,1,0,0,0,904,1
130,림사 로민사 국기,190601,82091,346,0,0,0,1010,9
131,그리다니아 국기,190602,82091,346,0,0,0,1011,9
132,울다하 국기,190603,82091,346,0,0,0,1012,9
133,크리스탈라인 컨플릭트: 제왕(시즌 4),190432,82091,409,0,0,0,3227,5
134,크리스탈라인 컨플릭트: 용자(시즌 4),190433,82091,410,0,0,0,3228,5
135,크리스탈라인 컨플릭트: 입상자(시즌 4),190434,82091,411,0,0,0,3229,5
136,크리스탈라인 컨플릭트: 크리스탈(시즌 4),190440,82091,412,0,0,0,3230,5
137,크리스탈라인 컨플릭트: 다이아몬드(시즌 4),190439,82091,413,0,0,0,3231,5
138,크리스탈라인 컨플릭트: 플래티넘(시즌 4),190438,82091,414,0,0,0,3232,5
139,크리스탈라인 컨플릭트: 골드(시즌 4),190437,82091,415,0,0,0,3233,5
140,크리스탈라인 컨플릭트: 실버(시즌 4),190436,82091,416,0,0,0,3234,5
141,크리스탈라인 컨플릭트: 브론즈(시즌 4),190435,82091,417,0,0,0,3235,5
142,크리스탈라인 컨플릭트: 제왕(시즌 5),190441,82091,418,0,0,0,3236,5
143,크리스탈라인 컨플릭트: 용자(시즌 5),190442,82091,419,0,0,0,3237,5
144,크리스탈라인 컨플릭트: 입상자(시즌 5),190443,82091,420,0,0,0,3238,5
145,크리스탈라인 컨플릭트: 크리스탈(시즌 5),190449,82091,421,0,0,0,3239,5
146,크리스탈라인 컨플릭트: 다이아몬드(시즌 5),190448,82091,422,0,0,0,3240,5
147,크리스탈라인 컨플릭트: 플래티넘(시즌 5),190447,82091,423,0,0,0,3241,5
148,크리스탈라인 컨플릭트: 골드(시즌 5),190446,82091,424,0,0,0,3242,5
149,크리스탈라인 컨플릭트: 실버(시즌 5),190445,82091,425,0,0,0,3243,5
150,크리스탈라인 컨플릭트: 브론즈(시즌 5),190444,82091,426,0,0,0,3244,5
151,보라매 팀,190450,82091,427,0,0,0,3004,10
152,까마귀 팀,190451,82091,428,0,0,0,3005,10
153,픽시족 '꿈나라 요정',190962,82091,429,0,0,0,2311,3
154,키타리족 '루리 발굴대',190963,82091,430,0,0,0,2312,3
155,드워프족 '와츠의 망치 작업장',190964,82091,431,0,0,0,2313,3
156,아르카소다라족 '하마운송',190965,82091,432,0,0,0,2314,3
157,레포릿족 '꿈꾸는 체험관',190967,82091,433,0,0,0,2316,3
158,절 오메가 검증전,190706,82091,434,0,0,0,2504,4
159,딥 던전: 에우레카 오르토스 1,190711,82091,465,0,0,0,2358,4
160,딥 던전: 에우레카 오르토스 2,190712,82091,466,0,0,0,2359,4
161,연대기 퀘스트: 사성수기담,190713,82091,467,0,0,0,2251,3
162,무인도 개척 1,190714,82091,468,0,0,0,2340,8
163,무인도 개척 2,190715,82091,469,0,0,0,2341,8
164,크리스탈라인 컨플릭트: 제왕(시즌 6),190452,82091,502,0,0,0,3245,5
165,크리스탈라인 컨플릭트: 용자(시즌 6),190453,82091,503,0,0,0,3246,5
166,크리스탈라인 컨플릭트: 입상자(시즌 6),190454,82091,504,0,0,0,3247,5
167,크리스탈라인 컨플릭트: 크리스탈(시즌 6),190460,82091,505,0,0,0,3248,5
168,크리스탈라인 컨플릭트: 다이아몬드(시즌 6),190459,82091,506,0,0,0,3249,5
169,크리스탈라인 컨플릭트: 플래티넘(시즌 6),190458,82091,507,0,0,0,3250,5
170,크리스탈라인 컨플릭트: 골드(시즌 6),190457,82091,508,0,0,0,3251,5
171,크리스탈라인 컨플릭트: 실버(시즌 6),190456,82091,509,0,0,0,3252,5
172,크리스탈라인 컨플릭트: 브론즈(시즌 6),190455,82091,510,0,0,0,3253,5
173,크리스탈라인 컨플릭트: 제왕(시즌 7),190461,82091,511,0,0,0,3254,5
174,크리스탈라인 컨플릭트: 용자(시즌 7),190462,82091,512,0,0,0,3255,5
175,크리스탈라인 컨플릭트: 입상자(시즌 7),190463,82091,513,0,0,0,3256,5
176,크리스탈라인 컨플릭트: 크리스탈(시즌 7),190469,82091,514,0,0,0,3257,5
177,크리스탈라인 컨플릭트: 다이아몬드(시즌 7),190468,82091,515,0,0,0,3258,5
178,크리스탈라인 컨플릭트: 플래티넘(시즌 7),190467,82091,516,0,0,0,3259,5
179,크리스탈라인 컨플릭트: 골드(시즌 7),190466,82091,517,0,0,0,3260,5
180,크리스탈라인 컨플릭트: 실버(시즌 7),190465,82091,518,0,0,0,3261,5
181,크리스탈라인 컨플릭트: 브론즈(시즌 7),190464,82091,519,0,0,0,3262,5
182,동방풍 파도무늬 1,190470,82091,520,0,0,0,3006,10
183,동방풍 파도무늬 2,190471,82091,521,0,0,0,3007,10
184,코우진족 '푸른등 보물찾기단',190960,82091,524,0,0,0,2308,3
185,아난타족 '아르파 국경경비대',190959,82091,525,0,0,0,2309,3
186,나마즈오족 '큰메기 대제전 실행위원회',190961,82091,526,0,0,0,2310,3
187,청마도사(역동적),190320,82091,522,0,0,0,2171,2
188,시대의 종언,190716,82091,527,0,0,0,2250,3
189,10주년 기념,190717,82091,523,0,0,0,3950,7
190,변형 던전: 육근산,190718,82091,528,0,0,0,2404,4
191,세계를 낚는 자,190719,82091,529,0,0,0,2345,8
192,강태공이 되는 길,190720,82091,530,0,0,0,2346,8
193,월하의 작패꾼,190721,82091,531,0,0,0,2350,8
194,팔라이스트라,190490,82091,578,0,0,0,3008,10
195,절정의 구름,190491,82091,579,0,0,0,3009,10
196,크리스탈라인 컨플릭트: 제왕(시즌 8),190472,82091,580,0,0,0,3263,5
197,크리스탈라인 컨플릭트: 용자(시즌 8),190473,82091,581,0,0,0,3264,5
198,크리스탈라인 컨플릭트: 입상자(시즌 8),190474,82091,582,0,0,0,3265,5
199,크리스탈라인 컨플릭트: 크리스탈(시즌 8),190480,82091,583,0,0,0,3266,5
200,크리스탈라인 컨플릭트: 다이아몬드(시즌 8),190479,82091,584,0,0,0,3267,5
201,크리스탈라인 컨플릭트: 플래티넘(시즌 8),190478,82091,585,0,0,0,3268,5
202,크리스탈라인 컨플릭트: 골드(시즌 8),190477,82091,586,0,0,0,3269,5
203,크리스탈라인 컨플릭트: 실버(시즌 8),190476,82091,587,0,0,0,3270,5
204,크리스탈라인 컨플릭트: 브론즈(시즌 8),190475,82091,588,0,0,0,3271,5
205,크리스탈라인 컨플릭트: 제왕(시즌 9),190481,82091,589,0,0,0,3272,5
206,크리스탈라인 컨플릭트: 용자(시즌 9),190482,82091,590,0,0,0,3273,5
207,크리스탈라인 컨플릭트: 입상자(시즌 9),190483,82091,591,0,0,0,3274,5
208,크리스탈라인 컨플릭트: 크리스탈(시즌 9),190489,82091,592,0,0,0,3275,5
209,크리스탈라인 컨플릭트: 다이아몬드(시즌 9),190488,82091,593,0,0,0,3276,5
210,크리스탈라인 컨플릭트: 플래티넘(시즌 9),190487,82091,594,0,0,0,3277,5
211,크리스탈라인 컨플릭트: 골드(시즌 9),190486,82091,595,0,0,0,3278,5
212,크리스탈라인 컨플릭트: 실버(시즌 9),190485,82091,596,0,0,0,3279,5
213,크리스탈라인 컨플릭트: 브론즈(시즌 9),190484,82091,597,0,0,0,3280,5
214,크리스탈라인 컨플릭트: 제왕(시즌 10),190492,82091,598,0,0,0,3281,5
215,크리스탈라인 컨플릭트: 용자(시즌 10),190493,82091,599,0,0,0,3282,5
216,크리스탈라인 컨플릭트: 입상자(시즌 10),190494,82091,600,0,0,0,3283,5
217,크리스탈라인 컨플릭트: 크리스탈(시즌 10),190500,82091,601,0,0,0,3284,5
218,크리스탈라인 컨플릭트: 다이아몬드(시즌 10),190499,82091,602,0,0,0,3285,5
219,크리스탈라인 컨플릭트: 플래티넘(시즌 10),190498,82091,603,0,0,0,3286,5
220,크리스탈라인 컨플릭트: 골드(시즌 10),190497,82091,604,0,0,0,3287,5
221,크리스탈라인 컨플릭트: 실버(시즌 10),190496,82091,605,0,0,0,3288,5
222,크리스탈라인 컨플릭트: 브론즈(시즌 10),190495,82091,606,0,0,0,3289,5
223,바누바누족 '유려한 군두',190956,82091,567,0,0,0,2305,3
224,그나스족 '끊어진 자들',190957,82091,568,0,0,0,2306,3
225,모그리족 '모그모그 복원단',190958,82091,569,0,0,0,2307,3
226,에오르제아의 신화,190724,82091,572,0,0,0,2252,3
227,변형 던전: 알로알로 섬,190725,82091,574,0,0,0,2405,4
228,쿠로의 공상 수첩,190722,82091,570,0,0,0,2351,8
229,총당님의 환상반,190723,82091,571,0,0,0,2352,8
230,블런더빌 1,190726,82091,575,0,0,0,3951,7
231,블런더빌 2,190727,82091,576,0,0,0,3952,7
232,블런더빌 3,190728,82091,577,0,0,0,3953,7
233,요괴워치 뿌니뿌니,190729,82091,607,0,0,0,3954,7
234,바이퍼(단순),190241,82091,703,0,0,0,2063,2
235,바이퍼(역동적),190321,82091,681,0,0,0,2163,2
236,픽토맨서(단순),190242,82091,704,0,0,0,2070,2
237,픽토맨서(역동적),190322,82091,682,0,0,0,2170,2
238,화산심장,190501,82091,683,0,0,0,3010,10
239,동방 꼭두각시 어전,190502,82091,684,0,0,0,3011,10
240,크리스탈라인 컨플릭트: 제왕(시즌 11),190503,82091,685,0,0,0,3290,5
241,크리스탈라인 컨플릭트: 용자(시즌 11),190504,82091,686,0,0,0,3291,5
242,크리스탈라인 컨플릭트: 입상자(시즌 11),190505,82091,687,0,0,0,3292,5
243,크리스탈라인 컨플릭트: 크리스탈(시즌 11),190511,82091,688,0,0,0,3293,5
244,크리스탈라인 컨플릭트: 다이아몬드(시즌 11),190510,82091,689,0,0,0,3294,5
245,크리스탈라인 컨플릭트: 플래티넘(시즌 11),190509,82091,690,0,0,0,3295,5
246,크리스탈라인 컨플릭트: 골드(시즌 11),190508,82091,691,0,0,0,3296,5
247,크리스탈라인 컨플릭트: 실버(시즌 11),190507,82091,692,0,0,0,3297,5
248,크리스탈라인 컨플릭트: 브론즈(시즌 11),190506,82091,693,0,0,0,3298,5
249,코볼드족 '제789땅굴단',190954,82091,694,0,0,0,2302,3
250,실프족 '임시 주거지 실프',190952,82091,695,0,0,0,2301,3
251,아말쟈족 '잿빛 일당',190951,82091,696,0,0,0,2300,3
252,사하긴족 '노부 일족',190955,82091,697,0,0,0,2303,3
253,이크살족 '에카틀 비행단',190953,82091,698,0,0,0,2304,3
254,툴라이욜라 1,190662,82091,701,0,0,0,1036,9
255,툴라이욜라 2,190663,82091,702,0,0,0,1037,9
256,솔루션 나인 1,190664,82091,699,0,0,0,1038,9
257,솔루션 나인 2,190665,82091,700,0,0,0,1039,9
258,봉인된 바위섬,190512,82091,756,0,0,0,3013,10
259,붉은 사막,190513,82091,757,0,0,0,3012,10
260,크리스탈라인 컨플릭트: 제왕(시즌 12),190514,82091,758,0,0,0,3299,5
261,크리스탈라인 컨플릭트: 용자(시즌 12),190515,82091,759,0,0,0,3300,5
262,크리스탈라인 컨플릭트: 입상자(시즌 12),190516,82091,760,0,0,0,3301,5
263,크리스탈라인 컨플릭트: 크리스탈(시즌 12),190522,82091,761,0,0,0,3302,5
264,크리스탈라인 컨플릭트: 다이아몬드(시즌 12),190521,82091,762,0,0,0,3303,5
265,크리스탈라인 컨플릭트: 플래티넘(시즌 12),190520,82091,763,0,0,0,3304,5
266,크리스탈라인 컨플릭트: 골드(시즌 12),190519,82091,764,0,0,0,3305,5
267,크리스탈라인 컨플릭트: 실버(시즌 12),190518,82091,765,0,0,0,3306,5
268,크리스탈라인 컨플릭트: 브론즈(시즌 12),190517,82091,766,0,0,0,3307,5
269,펠루펠루족 '투랄 여행사',190968,82091,767,0,0,0,2317,3
270,이슈가르드 1,190654,82091,768,0,0,0,1020,9
271,이슈가르드 2,190672,82091,769,0,0,0,1021,9
272,이딜샤이어 1,190655,82091,770,0,0,0,1022,9
273,이딜샤이어 2,190673,82091,771,0,0,0,1023,9
274,쿠가네 1,190656,82091,772,0,0,0,1024,9
275,쿠가네 2,190668,82091,773,0,0,0,1025,9
276,랄거의 손길 1,190657,82091,774,0,0,0,1026,9
277,랄거의 손길 2,190669,82091,775,0,0,0,1027,9
278,크리스타리움 1,190658,82091,776,0,0,0,1028,9
279,크리스타리움 2,190670,82091,777,0,0,0,1029,9
280,율모어 1,190659,82091,778,0,0,0,1030,9
281,율모어 2,190671,82091,779,0,0,0,1031,9
282,올드 샬레이안 1,190660,82091,780,0,0,0,1032,9
283,올드 샬레이안 2,190666,82091,781,0,0,0,1033,9
284,라자한 1,190661,82091,782,0,0,0,1034,9
285,라자한 2,190667,82091,783,0,0,0,1035,9
286,영광의 평원,190523,82091,852,0,0,0,3014,10
287,온살 하카이르,190524,82091,853,0,0,0,3015,10
288,크리스탈라인 컨플릭트: 제왕(시즌 13),190525,82091,854,0,0,0,3308,5
289,크리스탈라인 컨플릭트: 용자(시즌 13),190526,82091,855,0,0,0,3309,5
290,크리스탈라인 컨플릭트: 입상자(시즌 13),190527,82091,856,0,0,0,3310,5
291,크리스탈라인 컨플릭트: 크리스탈(시즌 13),190533,82091,857,0,0,0,3311,5
292,크리스탈라인 컨플릭트: 다이아몬드(시즌 13),190532,82091,858,0,0,0,3312,5
293,크리스탈라인 컨플릭트: 플래티넘(시즌 13),190531,82091,859,0,0,0,3313,5
294,크리스탈라인 컨플릭트: 골드(시즌 13),190530,82091,860,0,0,0,3314,5
295,크리스탈라인 컨플릭트: 실버(시즌 13),190529,82091,861,0,0,0,3315,5
296,크리스탈라인 컨플릭트: 브론즈(시즌 13),190528,82091,862,0,0,0,3316,5
297,크리스탈라인 컨플릭트: 제왕(시즌 14),190534,82091,863,0,0,0,3317,5
298,크리스탈라인 컨플릭트: 용자(시즌 14),190535,82091,864,0,0,0,3318,5
299,크리스탈라인 컨플릭트: 입상자(시즌 14),190536,82091,865,0,0,0,3319,5
300,크리스탈라인 컨플릭트: 크리스탈(시즌 14),190542,82091,866,0,0,0,3320,5
301,크리스탈라인 컨플릭트: 다이아몬드(시즌 14),190541,82091,867,0,0,0,3321,5
302,크리스탈라인 컨플릭트: 플래티넘(시즌 14),190540,82091,868,0,0,0,3322,5
303,크리스탈라인 컨플릭트: 골드(시즌 14),190539,82091,869,0,0,0,3323,5
304,크리스탈라인 컨플릭트: 실버(시즌 14),190538,82091,870,0,0,0,3324,5
305,크리스탈라인 컨플릭트: 브론즈(시즌 14),190537,82091,871,0,0,0,3325,5
306,절 또 하나의 미래,190730,82091,872,0,0,0,2505,4
307,마무쟈족 '고크골마 농원',190969,82091,873,0,0,0,2318,3
308,딥 던전: 망자의 궁전 1,190707,82091,874,0,0,0,2354,4
309,딥 던전: 망자의 궁전 2,190708,82091,875,0,0,0,2355,4
310,딥 던전: 천궁탑 1,190709,82091,876,0,0,0,2356,4
311,딥 던전: 천궁탑 2,190710,82091,877,0,0,0,2357,4
312,초승달 섬,190731,82091,879,0,0,0,2406,4
313,우주 개척 1,190732,82091,878,0,0,0,2343,8
314,,0,0,0,0,0,0,0,0
315,,0,0,0,0,0,0,0,0
316,숨겨진 보루,190543,82091,916,0,0,0,3016,10
317,외곽 유적지대(제압전),190544,82091,917,0,0,0,3017,10
318,크리스탈라인 컨플릭트: 제왕(시즌 15),190545,82091,918,0,0,0,3326,5
319,크리스탈라인 컨플릭트: 용자(시즌 15),190546,82091,919,0,0,0,3327,5
320,크리스탈라인 컨플릭트: 입상자(시즌 15),190547,82091,920,0,0,0,3328,5
321,크리스탈라인 컨플릭트: 크리스탈(시즌 15),190553,82091,921,0,0,0,3329,5
322,크리스탈라인 컨플릭트: 다이아몬드(시즌 15),190552,82091,922,0,0,0,3330,5
323,크리스탈라인 컨플릭트: 플래티넘(시즌 15),190551,82091,923,0,0,0,3331,5
324,크리스탈라인 컨플릭트: 골드(시즌 15),190550,82091,924,0,0,0,3332,5
325,크리스탈라인 컨플릭트: 실버(시즌 15),190549,82091,925,0,0,0,3333,5
326,크리스탈라인 컨플릭트: 브론즈(시즌 15),190548,82091,926,0,0,0,3334,5
327,크리스탈라인 컨플릭트: 제왕(시즌 16),190554,82091,927,0,0,0,3335,5
328,크리스탈라인 컨플릭트: 용자(시즌 16),190555,82091,928,0,0,0,3336,5
329,크리스탈라인 컨플릭트: 입상자(시즌 16),190556,82091,929,0,0,0,3337,5
330,크리스탈라인 컨플릭트: 알테마(시즌 16),190564,82091,930,0,0,0,3338,5
331,크리스탈라인 컨플릭트: 오메가(시즌 16),190563,82091,931,0,0,0,3339,5
332,크리스탈라인 컨플릭트: 크리스탈(시즌 16),190562,82091,932,0,0,0,3340,5
333,크리스탈라인 컨플릭트: 다이아몬드(시즌 16),190561,82091,933,0,0,0,3341,5
334,크리스탈라인 컨플릭트: 플래티넘(시즌 16),190560,82091,934,0,0,0,3342,5
335,크리스탈라인 컨플릭트: 골드(시즌 16),190559,82091,935,0,0,0,3343,5
336,크리스탈라인 컨플릭트: 실버(시즌 16),190558,82091,936,0,0,0,3344,5
337,크리스탈라인 컨플릭트: 브론즈(시즌 16),190557,82091,937,0,0,0,3345,5
338,,0,0,0,0,0,0,0,0
339,,0,0,0,0,0,0,0,0
340,,0,0,0,0,0,0,0,0
341,우주 개척 2,190737,82091,940,0,0,0,2344,8
342,무인도 개척 3,190738,82091,939,0,0,0,2342,8
343,,0,0,0,0,0,0,0,0
344,,0,0,0,0,0,0,0,0
345,,0,0,0,0,0,0,0,0
346,,0,0,0,0,0,0,0,0
347,,0,0,0,0,0,0,0,0
348,,0,0,0,0,0,0,0,0
349,,0,0,0,0,0,0,0,0
350,,0,0,0,0,0,0,0,0
351,,0,0,0,0,0,0,0,0
352,,0,0,0,0,0,0,0,0
353,,0,0,0,0,0,0,0,0
354,,0,0,0,0,0,0,0,0
355,,0,0,0,0,0,0,0,0
356,,0,0,0,0,0,0,0,0
357,,0,0,0,0,0,0,0,0
358,,0,0,0,0,0,0,0,0
359,,0,0,0,0,0,0,0,0
360,,0,0,0,0,0,0,0,0
