key,0,1,2,3,4,5,6,7,8
54,6255960,7,12,52254,0,"금강거북색","금강거북색",False,True
55,3886396,7,13,52254,0,"노피카의 녹색","노피카의 녹색",False,True
56,1976865,7,14,52254,0,"밀림 녹색","밀림 녹색",False,True
57,9878969,7,15,52254,0,"옅은 청록색","옅은 청록색",False,True
58,4420210,7,16,52254,0,"터키석색","터키석색",False,True
59,2049606,7,17,52254,0,"몰볼색","몰볼색",False,True
60,11715790,8,1,52254,0,"옅은 하늘색","옅은 하늘색",False,True
61,8630482,8,2,52254,0,"하늘색","하늘색",False,True
62,6586784,8,3,52254,0,"바다안개색","바다안개색",False,True
63,3893382,8,4,52254,0,"공작깃 파란색","공작깃 파란색",False,True
64,1850708,8,5,52254,0,"로타노 바다색","로타노 바다색",False,True
65,9345964,8,6,52254,0,"좀비의 얼굴색","좀비의 얼굴색",False,True
66,5199718,8,7,52254,0,"청린수색","청린수색",False,True
67,3094609,8,8,52254,0,"쪽빛 파란색","쪽빛 파란색",False,True
68,1711911,8,9,52254,0,"검푸른색","검푸른색",False,True
69,5996480,8,10,52254,0,"랍토르색","랍토르색",False,True
70,3102857,8,11,52254,0,"오사드 바다색","오사드 바다색",False,True
71,2310514,8,12,52254,0,"선명한 파란색","선명한 파란색",False,True
72,1124676,8,13,52254,0,"보이드의 파란색","보이드의 파란색",False,True
73,2568295,8,14,52254,0,"감청색","감청색",False,True
74,1579319,8,15,52254,0,"밤하늘색","밤하늘색",False,True
75,3618631,8,16,52254,0,"청회색","청회색",False,True
76,3222871,8,17,52254,0,"청보라색","청보라색",False,True
77,8880046,9,1,52254,0,"라벤더색","라벤더색",False,True
78,5326176,9,2,52254,0,"어두운 보라색","어두운 보라색",False,True
79,3288123,9,3,52254,0,"머루색","머루색",False,True
80,12033724,9,4,52254,0,"붓꽃색","붓꽃색",False,True
81,3877437,9,5,52254,0,"포도색","포도색",False,True
82,16699125,9,6,52254,0,"연꽃색","연꽃색",False,True
83,14457802,9,7,52254,0,"콜리브리색","콜리브리색",False,True
84,7950956,9,8,52254,0,"매화색","매화색",False,True
85,6697038,9,9,52254,0,"자주색","자주색",False,True
86,14942225,4,10,52255,0,"홍옥색","홍옥색",False,True
87,16070555,4,11,52255,0,"꽃분홍색","꽃분홍색",False,True
88,16709732,6,10,52255,0,"카나리아색","카나리아색",False,True
89,16511412,6,11,52255,0,"바닐라색","바닐라색",False,True
90,3746,8,18,52255,0,"새파란색","새파란색",False,True
91,307149,8,19,52255,0,"담청색","담청색",False,True
92,6316136,10,21,52255,0,"건메탈색","건메탈색",True,False
93,15328218,10,22,52255,0,"진주색","진주색",True,False
94,15192471,10,23,52255,0,"황동색","황동색",True,False
95,14551830,4,12,52256,0,"연지색","연지색",False,True
96,15536526,4,13,52256,0,"형광 분홍색","형광 분홍색",False,True
97,16011281,5,19,52256,0,"밝은 주황색","밝은 주황색",False,True
98,14674440,6,12,52256,0,"형광 노란색","형광 노란색",False,True
99,11925264,7,18,52256,0,"형광 녹색","형광 녹색",False,True
100,3820688,8,20,52256,0,"짙은 하늘색","짙은 하늘색",False,True
101,16382196,10,1,13114,8732,"순백색","순백색",False,True
102,1973790,10,2,13115,8733,"칠흑색","칠흑색",False,True
103,16632006,10,3,13708,8734,"부드러운 연분홍","부드러운 연분홍",False,True
104,3283225,10,4,13709,8735,"짙은 빨강","짙은 빨강",False,True
105,2629916,10,5,13710,8736,"짙은 갈색","짙은 갈색",False,True
106,12242858,10,6,13711,8737,"부드러운 연녹색","부드러운 연녹색",False,True
107,1387564,10,7,13712,8738,"짙은 녹색","짙은 녹색",False,True
108,9872601,10,8,13713,8739,"부드러운 연파랑","부드러운 연파랑",False,True
109,1187629,10,9,13714,8740,"짙은 파랑","짙은 파랑",False,True
110,12301786,10,10,13715,8741,"부드러운 연보라","부드러운 연보라",False,True
111,2301990,10,11,13716,8742,"짙은 자주색","짙은 자주색",False,True
112,10987431,10,12,13116,8743,"반짝이는 은색","반짝이는 은색",True,False
113,15590973,10,13,13117,8744,"반짝이는 금색","반짝이는 금색",True,False
114,11935051,10,14,13717,8745,"금속질 빨간색","금속질 빨간색",True,False
115,14978095,10,15,13718,8746,"금속질 주황색","금속질 주황색",True,False
116,16046662,10,16,13719,8747,"금속질 노란색","금속질 노란색",True,False
117,2271063,10,17,13720,8748,"금속질 녹색","금속질 녹색",True,False
118,6214886,10,18,13721,8749,"금속질 하늘색","금속질 하늘색",True,False
119,5264089,10,19,13722,8750,"금속질 파란색","금속질 파란색",True,False
120,10708674,10,20,13723,8751,"금속질 보라색","금속질 보라색",True,False
121,6443151,9,10,52256,0,"제비꽃색","제비꽃색",False,True
122,10639723,10,24,52256,0,"금속질 분홍색","금속질 분홍색",True,False
123,2031616,10,25,52256,0,"금속질 홍옥색","금속질 홍옥색",True,False
124,1393215,10,26,52256,0,"금속질 푸른 녹색","금속질 푸른 녹색",True,False
125,524831,10,27,52256,0,"금속질 짙은 파랑","금속질 짙은 파랑",True,False
126,0,0,0,0,0,"","",False,False
127,0,0,0,0,0,"","",False,False
128,0,0,0,0,0,"","",False,False
