key,0,1,2,3,4,5,6,7
1037,"원예가 우주 데이터 1",0,"0",0,0,1,0,0
1038,"원예가 우주 데이터 2",0,"0",0,0,1,0,0
1039,"원예가 우주 데이터 3",0,"0",0,0,1,0,0
1040,"원예가 우주 데이터 4",0,"0",0,0,1,0,0
1041,"어부 우주 데이터 1",0,"0",0,0,1,0,0
1042,"어부 우주 데이터 2",0,"0",0,0,1,0,0
1043,"어부 우주 데이터 3",0,"0",0,0,1,0,0
1044,"어부 우주 데이터 4",0,"0",0,0,1,0,0
2000,"",0,"",0,0,0,0,0
2001,"목수 초급 계획 공헌 N-1",0,"0",0,0,1,0,0
2002,"목수 초급 계획 공헌 N-2",0,"0",0,0,1,0,0
2003,"목수 초급 계획 공헌 N-3",0,"0",0,0,1,0,0
2004,"목수 초급 계획 공헌 N-4",0,"0",0,0,1,0,0
2005,"목수 초급 계획 공헌 N-5",0,"0",0,0,1,0,0
2006,"목수 초급 계획 공헌 N-6",0,"0",0,0,1,0,0
2007,"목수 초급 계획 공헌 N-7",0,"0",0,0,1,0,0
2008,"목수 초급 계획 공헌 N-8",0,"0",0,0,1,0,0
2009,"대장장이 초급 계획 공헌 N-1",0,"0",0,0,1,0,0
2010,"대장장이 초급 계획 공헌 N-2",0,"0",0,0,1,0,0
2011,"대장장이 초급 계획 공헌 N-3",0,"0",0,0,1,0,0
2012,"대장장이 초급 계획 공헌 N-4",0,"0",0,0,1,0,0
2013,"대장장이 초급 계획 공헌 N-5",0,"0",0,0,1,0,0
2014,"대장장이 초급 계획 공헌 N-6",0,"0",0,0,1,0,0
2015,"대장장이 초급 계획 공헌 N-7",0,"0",0,0,1,0,0
2016,"대장장이 초급 계획 공헌 N-8",0,"0",0,0,1,0,0
2017,"갑주제작사 초급 계획 공헌 N-1",0,"0",0,0,1,0,0
2018,"갑주제작사 초급 계획 공헌 N-2",0,"0",0,0,1,0,0
2019,"갑주제작사 초급 계획 공헌 N-3",0,"0",0,0,1,0,0
2020,"갑주제작사 초급 계획 공헌 N-4",0,"0",0,0,1,0,0
2021,"갑주제작사 초급 계획 공헌 N-5",0,"0",0,0,1,0,0
2022,"갑주제작사 초급 계획 공헌 N-6",0,"0",0,0,1,0,0
2023,"갑주제작사 초급 계획 공헌 N-7",0,"0",0,0,1,0,0
2024,"갑주제작사 초급 계획 공헌 N-8",0,"0",0,0,1,0,0
2025,"보석공예가 초급 계획 공헌 N-1",0,"0",0,0,1,0,0
2026,"보석공예가 초급 계획 공헌 N-2",0,"0",0,0,1,0,0
2027,"보석공예가 초급 계획 공헌 N-3",0,"0",0,0,1,0,0
2028,"보석공예가 초급 계획 공헌 N-4",0,"0",0,0,1,0,0
2029,"보석공예가 초급 계획 공헌 N-5",0,"0",0,0,1,0,0
2030,"보석공예가 초급 계획 공헌 N-6",0,"0",0,0,1,0,0
2031,"보석공예가 초급 계획 공헌 N-7",0,"0",0,0,1,0,0
2032,"보석공예가 초급 계획 공헌 N-8",0,"0",0,0,1,0,0
2033,"가죽공예가 초급 계획 공헌 N-1",0,"0",0,0,1,0,0
2034,"가죽공예가 초급 계획 공헌 N-2",0,"0",0,0,1,0,0
2035,"가죽공예가 초급 계획 공헌 N-3",0,"0",0,0,1,0,0
2036,"가죽공예가 초급 계획 공헌 N-4",0,"0",0,0,1,0,0
2037,"가죽공예가 초급 계획 공헌 N-5",0,"0",0,0,1,0,0
2038,"가죽공예가 초급 계획 공헌 N-6",0,"0",0,0,1,0,0
2039,"가죽공예가 초급 계획 공헌 N-7",0,"0",0,0,1,0,0
2040,"가죽공예가 초급 계획 공헌 N-8",0,"0",0,0,1,0,0
2041,"재봉사 초급 계획 공헌 N-1",0,"0",0,0,1,0,0
2042,"재봉사 초급 계획 공헌 N-2",0,"0",0,0,1,0,0
2043,"재봉사 초급 계획 공헌 N-3",0,"0",0,0,1,0,0
2044,"재봉사 초급 계획 공헌 N-4",0,"0",0,0,1,0,0
2045,"재봉사 초급 계획 공헌 N-5",0,"0",0,0,1,0,0
2046,"재봉사 초급 계획 공헌 N-6",0,"0",0,0,1,0,0
2047,"재봉사 초급 계획 공헌 N-7",0,"0",0,0,1,0,0
2048,"재봉사 초급 계획 공헌 N-8",0,"0",0,0,1,0,0
2049,"연금술사 초급 계획 공헌 N-1",0,"0",0,0,1,0,0
2050,"연금술사 초급 계획 공헌 N-2",0,"0",0,0,1,0,0
2051,"연금술사 초급 계획 공헌 N-3",0,"0",0,0,1,0,0
2052,"연금술사 초급 계획 공헌 N-4",0,"0",0,0,1,0,0
2053,"연금술사 초급 계획 공헌 N-5",0,"0",0,0,1,0,0
2054,"연금술사 초급 계획 공헌 N-6",0,"0",0,0,1,0,0
2055,"연금술사 초급 계획 공헌 N-7",0,"0",0,0,1,0,0
2056,"연금술사 초급 계획 공헌 N-8",0,"0",0,0,1,0,0
2057,"요리사 초급 계획 공헌 N-1",0,"0",0,0,1,0,0
2058,"요리사 초급 계획 공헌 N-2",0,"0",0,0,1,0,0
2059,"요리사 초급 계획 공헌 N-3",0,"0",0,0,1,0,0
2060,"요리사 초급 계획 공헌 N-4",0,"0",0,0,1,0,0
2061,"요리사 초급 계획 공헌 N-5",0,"0",0,0,1,0,0
2062,"요리사 초급 계획 공헌 N-6",0,"0",0,0,1,0,0
2063,"요리사 초급 계획 공헌 N-7",0,"0",0,0,1,0,0
2064,"요리사 초급 계획 공헌 N-8",0,"0",0,0,1,0,0
2065,"광부 초급 계획 공헌 N-1",0,"0",0,0,1,0,0
2066,"광부 초급 계획 공헌 N-2",0,"0",0,0,1,0,0
2067,"광부 초급 계획 공헌 N-3",0,"0",0,0,1,0,0
2068,"광부 초급 계획 공헌 N-4",0,"0",0,0,1,0,0
2069,"광부 초급 계획 공헌 N-5",0,"0",0,0,1,0,0
2070,"광부 초급 계획 공헌 N-6",0,"0",0,0,1,0,0
2071,"광부 초급 계획 공헌 N-7",0,"0",0,0,1,0,0
2072,"광부 초급 계획 공헌 N-8",0,"0",0,0,1,0,0
2073,"원예가 초급 계획 공헌 N-1",0,"0",0,0,1,0,0
2074,"원예가 초급 계획 공헌 N-2",0,"0",0,0,1,0,0
2075,"원예가 초급 계획 공헌 N-3",0,"0",0,0,1,0,0
2076,"원예가 초급 계획 공헌 N-4",0,"0",0,0,1,0,0
2077,"원예가 초급 계획 공헌 N-5",0,"0",0,0,1,0,0
2078,"원예가 초급 계획 공헌 N-6",0,"0",0,0,1,0,0
2079,"원예가 초급 계획 공헌 N-7",0,"0",0,0,1,0,0
2080,"원예가 초급 계획 공헌 N-8",0,"0",0,0,1,0,0
2081,"어부 초급 계획 공헌 N-1",0,"0",0,0,1,0,0
2082,"어부 초급 계획 공헌 N-2",0,"0",0,0,1,0,0
2083,"어부 초급 계획 공헌 N-3",0,"0",0,0,1,0,0
2084,"어부 초급 계획 공헌 N-4",0,"0",0,0,1,0,0
2085,"어부 초급 계획 공헌 N-5",0,"0",0,0,1,0,0
2086,"어부 초급 계획 공헌 N-6",0,"0",0,0,1,0,0
2087,"어부 초급 계획 공헌 N-7",0,"0",0,0,1,0,0
2088,"어부 초급 계획 공헌 N-8",0,"0",0,0,1,0,0
3000,"",0,"",0,0,0,0,0
3001,"목공도구",0,"0",0,0,1,0,0
3002,"대장장이도구",0,"0",0,0,1,0,0
3003,"갑주제작도구",0,"0",0,0,1,0,0
3004,"보석공예도구",0,"0",0,0,1,0,0
3005,"가죽공예도구",0,"0",0,0,1,0,0
3006,"재봉도구",0,"0",0,0,1,0,0
3007,"연금도구",0,"0",0,0,1,0,0
3008,"요리도구",0,"0",0,0,1,0,0
3009,"채굴도구",0,"0",0,0,1,0,0
3010,"원예도구",0,"0",0,0,1,0,0
3011,"낚시도구",0,"0",0,0,1,0,0
4000,"",0,"",0,0,0,0,0
4001,"목수 데이터 1",0,"0",0,0,1,0,0
4002,"목수 데이터 2",0,"0",0,0,1,0,0
4003,"목수 데이터 3",0,"0",0,0,1,0,0
4004,"목수 데이터 4",0,"0",0,0,1,0,0
4005,"대장장이 데이터 1",0,"0",0,0,1,0,0
4006,"대장장이 데이터 2",0,"0",0,0,1,0,0
4007,"대장장이 데이터 3",0,"0",0,0,1,0,0
4008,"대장장이 데이터 4",0,"0",0,0,1,0,0
4009,"갑주제작사 데이터 1",0,"0",0,0,1,0,0
4010,"갑주제작사 데이터 2",0,"0",0,0,1,0,0
4011,"갑주제작사 데이터 3",0,"0",0,0,1,0,0
4012,"갑주제작사 데이터 4",0,"0",0,0,1,0,0
4013,"보석공예가 데이터 1",0,"0",0,0,1,0,0
4014,"보석공예가 데이터 2",0,"0",0,0,1,0,0
4015,"보석공예가 데이터 3",0,"0",0,0,1,0,0
4016,"보석공예가 데이터 4",0,"0",0,0,1,0,0
4017,"가죽공예가 데이터 1",0,"0",0,0,1,0,0
4018,"가죽공예가 데이터 2",0,"0",0,0,1,0,0
4019,"가죽공예가 데이터 3",0,"0",0,0,1,0,0
4020,"가죽공예가 데이터 4",0,"0",0,0,1,0,0
4021,"재봉사 데이터 1",0,"0",0,0,1,0,0
4022,"재봉사 데이터 2",0,"0",0,0,1,0,0
4023,"재봉사 데이터 3",0,"0",0,0,1,0,0
4024,"재봉사 데이터 4",0,"0",0,0,1,0,0
4025,"연금술사 데이터 1",0,"0",0,0,1,0,0
4026,"연금술사 데이터 2",0,"0",0,0,1,0,0
4027,"연금술사 데이터 3",0,"0",0,0,1,0,0
4028,"연금술사 데이터 4",0,"0",0,0,1,0,0
4029,"요리사 데이터 1",0,"0",0,0,1,0,0
4030,"요리사 데이터 2",0,"0",0,0,1,0,0
4031,"요리사 데이터 3",0,"0",0,0,1,0,0
4032,"요리사 데이터 4",0,"0",0,0,1,0,0
4033,"광부 데이터 1",0,"0",0,0,1,0,0
4034,"광부 데이터 2",0,"0",0,0,1,0,0
4035,"광부 데이터 3",0,"0",0,0,1,0,0
4036,"광부 데이터 4",0,"0",0,0,1,0,0
4037,"원예가 데이터 1",0,"0",0,0,1,0,0
4038,"원예가 데이터 2",0,"0",0,0,1,0,0
4039,"원예가 데이터 3",0,"0",0,0,1,0,0
4040,"원예가 데이터 4",0,"0",0,0,1,0,0
4041,"어부 데이터 1",0,"0",0,0,1,0,0
4042,"어부 데이터 2",0,"0",0,0,1,0,0
4043,"어부 데이터 3",0,"0",0,0,1,0,0
4044,"어부 데이터 4",0,"0",0,0,1,0,0
