key,0,1,2,3,4,5,6,7,8,9,10,11
13,27913,"",0,"",0,0,1,0,0,"마토기: 서큐버스 변신","서큐버스로 변신합니다.",6272
14,27916,"",0,"",0,0,1,0,0,"마토기: 보물 탐지","보물이 묻혀있는 장소를 알려줍니다. 이 효과는 묻혀있는 보물을 발견할 때까지 지속됩니다.",6870
15,27914,"",0,"",0,0,1,0,0,"마토기: 리레이즈","가장 먼저 전투불능 상태에 빠진 파티원을 부활시킵니다.",6868
16,27915,"",0,"",0,0,1,0,0,"마토기: 쿠리부 변신","쿠리부로 변신합니다.",6869
17,27919,"",0,"",0,0,1,0,0,"마토기: 적 약화","현재 <Switch(PlayerParameter(109))><Case(1)>층</Case><Case(2)>층</Case><Case(3)>층</Case><Case(4)>순례길</Case></Switch>에 있는 적의 공격력과 방어력을 낮춥니다.",11275
18,27917,"",0,"",0,0,1,0,0,"마토기: 배니시","자신과 파티원이 배니시 상태가 됩니다.",11276
19,27918,"",0,"",0,0,1,0,0,"마토기: 적 석화","현재 <Switch(PlayerParameter(109))><Case(1)>층</Case><Case(2)>층</Case><Case(3)>층</Case><Case(4)>순례길</Case></Switch>에 있는 적을 석화 상태로 만듭니다.",11277
20,27920,"",0,"",0,0,1,0,0,"마과학기: 슬로우가","현재 <Switch(PlayerParameter(109))><Case(1)>층</Case><Case(2)>층</Case><Case(3)>층</Case><Case(4)>순례길</Case></Switch>에 있는 적을 슬로우가 상태로 만듭니다.",32144
21,27921,"",0,"",0,0,1,0,0,"마과학기: 대소용돌이","현재 <Switch(PlayerParameter(109))><Case(1)>층</Case><Case(2)>층</Case><Case(3)>층</Case><Case(4)>순례길</Case></Switch>에 있는 적의 HP를 한 자릿수로 만듭니다.",32145
22,27922,"",0,"",0,0,1,0,0,"마과학기: 드레드노트 변신","드레드노트로 변신합니다.",32146
23,27901,"",0,"",0,0,1,0,0,"마과학기: 함정 해제","현재 <Switch(PlayerParameter(109))><Case(1)>층</Case><Case(2)>층</Case><Case(3)>층</Case><Case(4)>순례길</Case></Switch>의 함정을 모두 제거합니다.",6259
24,27902,"",0,"",0,0,1,0,0,"마과학기: 사이트로","현재 <Switch(PlayerParameter(109))><Case(1)>층</Case><Case(2)>층</Case><Case(3)>층</Case><Case(4)>순례길</Case></Switch>의 모든 지역을 발견하고, 숨겨진 함정을 표시합니다.",6260
25,27903,"",0,"",0,0,1,0,0,"마과학기: 자기 강화","자신이 주는 피해량과 회복마법 회복량이 30% 향상됩니다.",6262
26,27904,"",0,"",0,0,1,0,0,"마과학기: 방어 강화","자신이 받는 피해량이 40% 감소합니다.",6263
27,27905,"",0,"",0,0,1,0,0,"마과학기: 보물상자 증가","다음 <Switch(PlayerParameter(109))><Case(1)>층</Case><Case(2)>층</Case><Case(3)>층</Case><Case(4)>순례길</Case></Switch>에 출현하는 보물상자 수가 증가합니다.",6264
28,27906,"",0,"",0,0,1,0,0,"마과학기: 적 감소","다음 <Switch(PlayerParameter(109))><Case(1)>층</Case><Case(2)>층</Case><Case(3)>층</Case><Case(4)>순례길</Case></Switch>에 출현하는 적 수가 감소합니다.",6265
29,27907,"",0,"",0,0,1,0,0,"마과학기: 적 대체","다음 <Switch(PlayerParameter(109))><Case(1)>층</Case><Case(2)>층</Case><Case(3)>층</Case><Case(4)>순례길</Case></Switch>에서 특정 방의 적을 미믹 또는 만드라고라로 바꿉니다.",6266
30,27908,"",0,"",0,0,1,0,0,"마과학기: 저주 해제","'저주' 상태를 해제합니다.",6267
31,27909,"",0,"",0,0,1,0,0,"마과학기: 운 상승","현재 <Switch(PlayerParameter(109))><Case(1)>층</Case><Case(2)>층</Case><Case(3)>층</Case><Case(4)>순례길</Case></Switch>에서 적을 처치했을 때 보물상자가 출현할 확률이 증가합니다.",6268
32,27910,"",0,"",0,0,1,0,0,"마과학기: 적 변형","자신을 중심으로 주위 적을 개구리, 물요정, 닭으로 만듭니다.",6269
33,27911,"",0,"",0,0,1,0,0,"마과학기: 마법 효과 해제","현재 <Switch(PlayerParameter(109))><Case(1)>층</Case><Case(2)>층</Case><Case(3)>층</Case><Case(4)>순례길</Case></Switch>의 마법 효과를 모두 제거합니다.",6270
34,27916,"",0,"",0,0,1,0,0,"마과학기: 보물 탐지","보물이 묻혀있는 장소를 알려줍니다. 이 효과는 묻혀있는 보물을 발견할 때까지 지속됩니다.",6870
35,27914,"",0,"",0,0,1,0,0,"마과학기: 리레이즈","가장 먼저 전투불능 상태에 빠진 파티원을 부활시킵니다.",6868
36,27923,"",0,"",0,0,1,0,0,"마토기: 헤이스트","자신과 파티원을 헤이스트 상태로 만듭니다.",44616
37,27924,"",0,"",0,0,1,0,0,"마토기: 정화의 부적","자신과 파티원의 해제 가능한 상태 이상을 모두 해제하고, 다음에 받는 상태 이상을 1회 막아주는 보호막을 칩니다.",44617
38,27925,"",0,"",0,0,1,0,0,"마토기: 순례의 인도","다음 <Switch(PlayerParameter(109))><Case(1)>층</Case><Case(2)>층</Case><Case(3)>층</Case><Case(4)>순례길</Case></Switch>에 반드시 '광요 촛대'가 나타납니다.",44618
