#,Name,Icon,Quest,AcceptTalk,FailTalk,FestivalId,FestivalPhase,Unknown2
262247,전투용 방어구 구입,0,0,0,0,0,0,True
262248,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262249,도구 구입,0,0,0,0,0,0,True
262250,무기 구입,0,0,0,0,0,0,True
262251,전투용 방어구 구입,0,0,0,0,0,0,True
262252,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262253,도구 구입,0,0,0,0,0,0,True
262254,무기 구입,0,0,0,0,0,0,True
262255,전투용 방어구 구입,0,0,0,0,0,0,True
262256,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262257,,0,0,0,0,0,0,True
262258,도구 구입,0,0,0,0,0,0,True
262259,무기 구입,0,0,0,0,0,0,True
262260,전투용 방어구 구입,0,0,0,0,0,0,True
262261,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262262,도구 구입,0,0,0,0,0,0,True
262263,무기 구입,0,0,0,0,0,0,True
262264,전투용 방어구 구입,0,0,0,0,0,0,True
262265,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262266,도구 구입,0,0,0,0,0,0,True
262267,무기 구입,0,0,0,0,0,0,True
262268,전투용 방어구 구입,0,0,0,0,0,0,True
262269,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262270,무기 구입,0,0,0,0,0,0,True
262271,도구 구입,0,0,0,0,0,0,True
262272,전투용 방어구 구입,0,0,0,0,0,0,True
262273,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262274,도구 구입,0,0,0,0,0,0,True
262275,무기 구입,0,0,0,0,0,0,True
262276,전투용 방어구 구입,0,0,0,0,0,0,True
262277,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262278,무기 구입,0,0,0,0,0,0,True
262279,도구 구입,0,0,0,0,0,0,True
262280,전투용 방어구 구입,0,0,0,0,0,0,True
262281,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262282,도구 구입,0,0,0,0,0,0,True
262283,무기 구입,0,0,0,0,0,0,True
262284,전투용 방어구 구입,0,0,0,0,0,0,True
262285,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262286,무기 구입,0,0,0,0,0,0,True
262287,도구 구입,0,0,0,0,0,0,True
262288,전투용 방어구 구입,0,0,0,0,0,0,True
262289,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262290,도구 구입,0,0,0,0,0,0,True
262291,무기 구입,0,0,0,0,0,0,True
262292,전투용 방어구 구입,0,0,0,0,0,0,True
262293,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262294,도구 구입,0,0,0,0,0,0,True
262295,무기 구입,0,0,0,0,0,0,True
262296,전투용 방어구 구입,0,0,0,0,0,0,True
262297,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262298,도구 구입,0,0,0,0,0,0,True
262299,무기 구입,0,0,0,0,0,0,True
262300,전투용 방어구 구입,0,0,0,0,0,0,True
262301,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262302,도구 구입,0,0,0,0,0,0,True
262303,무기 구입,0,0,0,0,0,0,True
262304,전투용 방어구 구입,0,0,0,0,0,0,True
262305,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262306,도구 구입,0,0,0,0,0,0,True
262307,무기 구입,0,0,0,0,0,0,True
262308,전투용 방어구 구입,0,0,0,0,0,0,True
262309,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262310,도구 구입,0,0,0,0,0,0,True
262311,무기 구입,0,0,0,0,0,0,True
262312,전투용 방어구 구입,0,0,0,0,0,0,True
262313,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262314,도구 구입,0,0,0,0,0,0,True
262315,무기 구입,0,0,0,0,0,0,True
262316,전투용 방어구 구입,0,0,0,0,0,0,True
262317,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262318,도구 구입,0,0,0,0,0,0,True
262319,무기 구입,0,0,0,0,0,0,True
262320,전투용 방어구 구입,0,0,0,0,0,0,True
262321,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262322,도구 구입,0,0,0,0,0,0,True
262323,무기 구입,0,0,0,0,0,0,True
262324,전투용 방어구 구입,0,0,0,0,0,0,True
262325,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262326,도구 구입,0,0,0,0,0,0,True
262327,무기 구입,0,0,0,0,0,0,True
262328,전투용 방어구 구입,0,0,0,0,0,0,True
262329,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262330,도구 구입,0,0,0,0,0,0,True
262331,무기 구입,0,0,0,0,0,0,True
262332,전투용 방어구 구입,0,0,0,0,0,0,True
262333,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262334,도구 구입,0,0,0,0,0,0,True
262335,무기 구입,0,0,0,0,0,0,True
262336,전투용 방어구 구입,0,0,0,0,0,0,True
262337,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262338,도구 구입,0,0,0,0,0,0,True
262339,무기 구입,0,0,0,0,0,0,True
262340,전투용 방어구 구입,0,0,0,0,0,0,True
262341,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262342,도구 구입,0,0,0,0,0,0,True
262343,무기 구입,0,0,0,0,0,0,True
262344,전투용 방어구 구입,0,0,0,0,0,0,True
262345,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262346,무기 구입,0,0,0,0,0,0,True
262347,도구 구입,0,0,0,0,0,0,True
262348,전투용 방어구 구입,0,0,0,0,0,0,True
262349,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262350,,0,0,0,0,0,0,True
262351,도구 구입,0,0,0,0,0,0,True
262352,무기 구입,0,0,0,0,0,0,True
262353,전투용 방어구 구입,0,0,0,0,0,0,True
262354,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262355,도구 구입,0,0,0,0,0,0,True
262356,무기 구입,0,0,0,0,0,0,True
262357,전투용 방어구 구입,0,0,0,0,0,0,True
262358,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262359,도구 구입,0,0,0,0,0,0,True
262360,무기 구입,0,0,0,0,0,0,True
262361,전투용 방어구 구입,0,0,0,0,0,0,True
262362,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262363,도구 구입,0,0,0,0,0,0,True
262364,무기 구입,0,0,0,0,0,0,True
262365,전투용 방어구 구입,0,0,0,0,0,0,True
262366,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262367,도구 구입,0,0,0,0,0,0,True
262368,무기 구입,0,0,0,0,0,0,True
262369,전투용 방어구 구입,0,0,0,0,0,0,True
262370,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262371,도구 구입,0,0,0,0,0,0,True
262372,도구 구입,0,0,0,0,0,0,True
262373,무기 구입,0,0,0,0,0,0,True
262374,전투용 방어구 구입,0,0,0,0,0,0,True
262375,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262376,,0,0,0,0,0,0,True
262377,,0,0,0,0,0,0,True
262378,도구 구입,0,0,0,0,0,0,True
262379,무기 구입,0,0,0,0,0,0,True
262380,전투용 방어구 구입,0,0,0,0,0,0,True
262381,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262382,도구 구입,0,0,0,0,0,0,True
262383,무기 구입,0,0,0,0,0,0,True
262384,전투용 방어구 구입,0,0,0,0,0,0,True
262385,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262386,도구 구입,0,0,0,0,0,0,True
262387,무기 구입,0,0,0,0,0,0,True
262388,전투용 방어구 구입,0,0,0,0,0,0,True
262389,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262390,도구 구입,0,0,0,0,0,0,True
262391,도구 구입,0,0,0,0,0,0,True
262392,도구 구입,0,0,0,0,0,0,True
262393,무기 구입,0,0,0,0,0,0,True
262394,전투용 방어구 구입,0,0,0,0,0,0,True
262395,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262396,도구 구입,0,0,0,0,0,0,True
262397,무기 구입,0,0,0,0,0,0,True
262398,전투용 방어구 구입,0,0,0,0,0,0,True
262399,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262400,도구 구입,0,0,0,0,0,0,True
262401,무기 구입,0,0,0,0,0,0,True
262402,전투용 방어구 구입,0,0,0,0,0,0,True
262403,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262404,,0,0,0,0,0,0,True
262405,,0,0,0,0,0,0,True
262406,,0,0,0,0,0,0,True
262407,,0,0,0,0,0,0,True
262408,무기 구입,0,0,0,0,0,0,True
262409,전투용 방어구 구입,0,0,0,0,0,0,True
262410,무기 구입,0,0,0,0,0,0,True
262411,전투용 방어구 구입,0,0,0,0,0,0,True
262412,무기 구입,0,0,0,0,0,0,True
262413,전투용 방어구 구입,0,0,0,0,0,0,True
262414,,0,0,0,0,13,0,True
262415,,0,0,0,0,2,0,True
262419,아이템 구입(외장 건축재/조경물/악보),0,0,0,0,0,0,True
262420,아이템 구입(외장 건축재/조경물/악보),0,0,0,0,0,0,True
262421,아이템 구입(외장 건축재/조경물/악보),0,0,0,0,0,0,True
262422,아이템 거래,0,0,0,0,0,0,True
262423,,0,0,0,0,5,0,True
262424,,0,0,0,0,8,0,True
262425,,0,0,0,0,9,0,True
262426,,0,0,0,0,0,0,False
262427,,0,0,0,0,0,0,False
262428,,0,0,0,0,0,0,False
262429,,0,0,0,0,0,0,False
262430,,0,0,0,0,0,0,False
262431,,0,0,0,0,0,0,False
262432,,0,0,0,0,0,0,False
262433,,0,0,0,0,0,0,False
262434,,0,0,0,0,0,0,True
262435,,0,0,0,0,0,0,True
262436,,0,0,0,0,0,0,True
262437,,0,0,0,0,0,0,True
262438,,0,0,0,0,0,0,True
262439,,0,0,0,0,0,0,True
262440,,0,0,0,0,0,0,True
262441,,0,0,0,0,0,0,True
262442,,0,0,0,0,0,0,True
262443,레벨 50 방어구 재구입(투사),0,0,0,0,0,0,True
262444,레벨 50 방어구 재구입(마법사),0,0,0,0,0,0,True
262445,레벨 50 무기/방어구 재구입,0,0,0,0,0,0,True
262446,퀘스트 보상 재구입(1),0,0,0,0,0,0,True
262449,업적 달성 보상 재구입(1),0,0,0,0,0,0,True
262450,업적 달성 보상 재구입(2),0,0,0,0,0,0,True
262451,,0,0,0,0,0,0,False
262452,,0,0,0,0,0,0,False
262453,,0,0,0,0,0,0,False
262454,,0,0,0,0,0,0,False
262455,,0,0,0,0,0,0,False
262456,,0,0,0,0,0,0,False
262457,,0,0,0,0,0,0,False
262458,,0,0,0,0,0,0,False
262459,아이템 거래(장비 투영 관련),0,66958,0,0,0,0,True
262460,아이템 구입,0,0,0,0,10,0,True
262461,아이템 구입(목재/금속재/석재/골재/가죽재),60412,0,0,0,0,0,True
262462,아이템 구입(옷감/연금재),60412,0,0,0,0,0,True
262463,아이템 구입(밭/염료),60412,0,0,0,0,0,True
262464,,0,0,0,0,0,0,True
262466,,0,0,0,0,0,0,False
262468,아이템 구입(남성용),0,0,0,0,11,0,True
262469,아이템 구입(여성용),0,0,0,0,11,0,True
262470,아이템 구입,0,0,0,0,11,0,True
262471,아이템 구입(촉매),60412,0,0,0,0,0,True
262472,아이템 구입(식재료),60412,0,0,0,0,0,True
262473,,0,0,0,0,0,0,False
262474,,0,0,0,0,0,0,False
262475,,0,0,0,0,0,0,False
262476,,0,0,0,0,0,0,False
262477,,0,0,0,0,0,0,False
262478,,0,0,0,0,0,0,False
262479,,0,0,0,0,0,0,False
262480,,0,0,0,0,0,0,False
262481,,0,0,0,0,0,0,False
262482,,0,0,0,0,0,0,False
262483,,0,0,0,0,0,0,False
262484,,0,0,0,0,0,0,False
262485,,0,0,0,0,7,0,True
262486,,0,0,0,0,0,0,True
262488,방어구 구입(기타),0,0,0,0,0,0,True
262489,아이템 구입,0,0,0,0,16,0,True
262491,경주 초코보 구입,0,0,0,592240,0,0,True
262492,아이템 구입,0,0,0,0,0,0,True
262493,아이템 구입,0,0,0,0,19,0,True
262494,아이템 구입,0,0,0,0,0,0,True
262495,아이템 구입,0,0,0,592222,20,0,True
262496,아이템 구입,0,0,0,0,0,0,True
262497,엑스칼리버: 제타 복제하기,0,291,0,0,0,0,True
262498,라그나로크: 제타 복제하기,0,294,0,0,0,0,True
262499,카이저 너클: 제타 복제하기,0,293,0,0,0,0,True
262500,롱기누스: 제타 복제하기,0,295,0,0,0,0,True
262501,사스케의 칼: 제타 복제하기,0,297,0,0,0,0,True
262502,요이치의 활: 제타 복제하기,0,296,0,0,0,0,True
262503,릴리스의 지팡이: 제타 복제하기,0,299,0,0,0,0,True
262504,아포칼립스: 제타 복제하기,0,300,0,0,0,0,True
262505,니르바나: 제타 복제하기,0,298,0,0,0,0,True
262506,라스트 리조트: 제타 복제하기,0,301,0,0,0,0,True
262507,이지스: 제타 복제하기,0,292,0,0,0,0,True
262508,,0,0,0,0,0,0,False
262509,아이템 구입,0,0,0,0,0,0,True
262510,,0,0,0,0,0,0,False
262511,,0,0,0,0,0,0,False
262512,,0,0,0,0,0,0,False
262513,아이템 구입,0,0,0,0,0,0,True
262514,,0,0,0,0,0,0,False
262515,아이템 구입,0,0,0,0,0,0,True
262516,아이템 구입,0,0,0,0,0,0,True
262517,무기 구입,0,0,0,0,0,0,True
262518,무기 구입,0,0,0,0,0,0,True
262519,도구 구입,0,0,0,0,0,0,True
262520,무기 구입,0,0,0,0,0,0,True
262521,투사용 방어구 구입,0,0,0,0,0,0,True
262522,마법사용 방어구 구입,0,0,0,0,0,0,True
262523,도구 구입,0,0,0,0,0,0,True
262524,무기 구입,0,0,0,0,0,0,True
262525,투사용 방어구 구입,0,0,0,0,0,0,True
262526,마법사용 방어구 구입,0,0,0,0,0,0,True
262527,도구 구입,0,0,0,0,0,0,True
262528,무기 구입,0,0,0,0,0,0,True
262529,투사용 방어구 구입,0,0,0,0,0,0,True
262530,마법사용 방어구 구입,0,0,0,0,0,0,True
262531,도구 구입,0,0,0,0,0,0,True
262532,무기 구입,0,0,0,0,0,0,True
262533,투사용 방어구 구입,0,0,0,0,0,0,True
262534,마법사용 방어구 구입,0,0,0,0,0,0,True
262536,도구 구입,0,0,0,0,0,0,True
262537,무기 구입,0,0,0,0,0,0,True
262538,투사용 방어구 구입,0,0,0,0,0,0,True
262539,마법사용 방어구 구입,0,0,0,0,0,0,True
262540,도구 구입,0,0,0,0,0,0,True
262541,무기 구입,0,0,0,0,0,0,True
262542,투사용 방어구 구입,0,0,0,0,0,0,True
262543,마법사용 방어구 구입,0,0,0,0,0,0,True
262544,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262545,도구 구입,0,0,0,0,0,0,True
262546,무기 구입,0,0,0,0,0,0,True
262547,투사용 방어구 구입,0,0,0,0,0,0,True
262548,마법사용 방어구 구입,0,0,0,0,0,0,True
262549,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262550,도구 구입,0,0,0,0,0,0,True
262551,무기 구입,0,0,0,0,0,0,True
262552,투사용 방어구 구입,0,0,0,0,0,0,True
262553,마법사용 방어구 구입,0,0,0,0,0,0,True
262554,도구 구입,0,0,0,0,0,0,True
262555,무기 구입,0,0,0,0,0,0,True
262556,투사용 방어구 구입,0,0,0,0,0,0,True
262557,마법사용 방어구 구입,0,0,0,0,0,0,True
262558,아이템 구입,0,0,0,0,23,0,True
262559,아이템 구입,0,0,0,0,22,0,True
262560,,0,0,0,0,0,0,False
262561,,0,0,0,0,0,0,False
262562,,0,0,0,0,0,0,False
262564,도구 구입,0,0,0,0,0,0,True
262565,무기 구입,0,0,0,0,0,0,True
262566,투사용 방어구 구입,0,0,0,0,0,0,True
262567,마법사용 방어구 구입,0,0,0,0,0,0,True
262569,무기 구입,0,0,0,0,0,0,True
262570,도구 구입,0,0,0,0,0,0,True
262571,무기 구입,0,0,0,0,0,0,True
262572,투사용 방어구 구입,0,0,0,0,0,0,True
262573,마법사용 방어구 구입,0,0,0,0,0,0,True
262574,꼬마 친구 구입(길 소비),0,0,0,0,0,0,True
262575,,0,0,0,0,28,0,True
262576,,0,0,0,0,0,0,False
262577,,0,0,0,0,0,0,False
262578,,0,0,0,0,0,0,False
262579,,0,0,0,0,0,0,False
262580,,0,0,0,0,0,0,False
262581,,0,0,0,0,0,0,False
262582,,0,0,0,0,0,0,False
262584,,0,0,0,0,0,0,False
262585,아이템 구입,0,0,0,0,31,0,True
262586,아이템 구입,0,0,0,0,32,0,True
262587,아이템 구입,0,0,0,0,33,0,True
262588,아이템 구입,60412,0,0,0,0,0,True
262603,,0,0,0,0,0,0,False
262604,,0,0,0,0,0,0,False
262605,,0,0,0,0,0,0,False
262606,,0,0,0,0,0,0,False
262607,,0,0,0,0,0,0,False
262608,,0,0,0,0,0,0,False
262609,주전자 거래,0,0,593139,592260,0,0,True
262610,'아니마 웨폰: 각성' 복제하기,0,0,0,0,0,0,True
262611,'새로운 아니마 웨폰' 복제하기,0,0,0,0,0,0,True
262612,아이템 구입(길 소비),0,0,0,593234,0,0,True
262613,,0,0,0,0,0,0,False
262614,,0,0,0,0,0,0,False
262615,,0,0,0,0,0,0,False
262616,,0,0,0,0,0,0,False
262617,,0,0,0,0,0,0,False
262618,,0,0,0,0,0,0,False
262619,,0,0,0,0,0,0,False
262620,,0,0,0,0,0,0,False
262621,도구 구입,0,0,0,0,0,0,True
262622,제작/채집용 방어구 구입,0,0,0,0,0,0,True
262623,,0,0,0,0,0,0,False
262624,,0,0,0,0,0,0,False
262625,'초전도 아니마 웨폰' 복제하기,0,0,0,593415,0,0,True
262626,기간 한정 이벤트 보상 재구매(불꽃축제 1),0,0,0,0,0,0,True
262627,기간 한정 이벤트 보상 재구매(불꽃축제 2),0,0,0,0,0,0,True
262628,기간 한정 이벤트 보상 재구매(수호천절),0,0,0,0,0,0,True
262629,기간 한정 이벤트 보상 재구매(별빛축제),0,0,0,0,0,0,True
262630,기간 한정 이벤트 보상 재구매(강신제),0,0,0,0,0,0,True
262631,기간 한정 이벤트 보상 재구매(발렌티온데이),0,0,0,0,0,0,True
262632,기간 한정 이벤트 보상 재구매(프린세스데이),0,0,0,0,0,0,True
262633,기간 한정 이벤트 보상 재구매(알 사냥 축제),0,0,0,0,0,0,True
262634,기간 한정 이벤트 보상 재구매(기타),0,0,0,0,0,0,True
262635,아이템 구입,0,0,0,0,0,0,True
262636,아이템 구입,0,0,0,0,38,0,True
262637,아이템 구입,0,0,0,0,0,0,True
262638,아이템 구입(1),0,0,0,0,0,0,True
262639,아이템 구입,0,0,0,0,0,0,True
262640,전투용 장신구 구입,0,0,0,0,0,0,True
262641,아이템 구입,0,0,0,0,37,0,True
262642,아이템 구입,0,0,0,0,0,0,True
262643,아이템 구입,0,0,0,0,0,0,True
262644,아이템 구입,0,0,0,0,0,0,True
262645,'강화된 아니마 웨폰' 복제하기,0,0,0,593415,0,0,True
262646,기간 한정 이벤트 보상 구입,0,0,0,0,43,0,True
262647,기간 한정 이벤트 보상 구입,0,0,0,0,44,0,True
262648,아이템 구입(길 소비),0,0,0,0,46,0,True
262649,,0,0,0,0,0,0,False
262650,,0,0,0,0,0,0,False
262651,,0,0,0,0,0,0,False
262652,'벼려진 아니마 웨폰' 복제하기,0,67932,0,0,0,0,True
262653,'진정한 아니마 웨폰' 복제하기,0,67940,0,0,0,0,True
262654,소품 구입(내장 건축자재),0,0,0,0,0,0,True
262655,소품 구입(의자/침대),0,0,0,0,0,0,True
262656,소품 구입(받침대/음식),0,0,0,0,0,0,True
262657,소품 구입(선반/깔개/조명),0,0,0,0,0,0,True
262658,소품 구입(기타),0,0,0,0,0,0,True
262659,그림 구입(라노시아),0,0,0,0,0,0,True
262660,그림 구입(검은장막 숲),0,0,0,0,0,0,True
262661,그림 구입(다날란),0,0,0,0,0,0,True
262662,그림 구입(커르다스/모르도나),0,0,0,0,0,0,True
262663,,0,0,0,0,45,0,True
262664,,0,0,0,0,47,0,True
262665,기간 한정 이벤트 보상 구입,0,0,0,0,50,0,True
262666,기간 한정 이벤트 보상 구입,0,0,0,0,51,0,True
262667,기간 한정 이벤트 보상 구입,0,0,0,0,52,0,True
262668,,0,0,0,0,0,0,True
262669,,0,0,0,0,0,0,True
262670,,0,0,0,0,0,0,True
262671,민족 의상 구입(라라펠),0,0,0,0,0,0,True
262672,민족 의상 구입(루가딘),0,0,0,0,0,0,True
262673,민족 의상 구입(엘레젠),0,0,0,0,0,0,True
262674,민족 의상 구입(휴런),0,0,0,0,0,0,True
262675,민족 의상 구입(미코테),0,0,0,0,0,0,True
262676,민족 의상 구입(아우라),0,0,0,0,0,0,True
262677,나이트용 장비 재구매,0,0,0,0,0,0,True
262678,전사용 장비 재구매,0,0,0,0,0,0,True
262679,암흑기사용 장비 재구매,0,0,0,0,0,0,True
262680,몽크용 장비 재구매,0,0,0,0,0,0,True
262681,용기사용 장비 재구매,0,0,0,0,0,0,True
262682,닌자용 장비 재구매,0,0,0,0,0,0,True
262683,음유시인용 장비 재구매,0,0,0,0,0,0,True
262684,기공사용 장비 재구매,0,0,0,0,0,0,True
262685,흑마도사용 장비 재구매,0,0,0,0,0,0,True
262686,소환사용 장비 재구매,0,0,0,0,0,0,True
262687,백마도사용 장비 재구매,0,0,0,0,0,0,True
262688,학자용 장비 재구매,0,0,0,0,0,0,True
262689,점성술사용 장비 재구매,0,0,0,0,0,0,True
262690,아이템 구입(조경물 및 악보),0,0,0,0,0,0,True
262691,아이템 구입,0,0,0,0,0,0,True
262692,아이템 구입,0,66754,0,0,0,0,True
262693,아이템 구입,0,66789,0,0,0,0,True
262694,아이템 구입,0,66857,0,0,0,0,True
262695,아이템 구입,0,66911,0,0,0,0,True
262696,아이템 구입,0,67023,0,0,0,0,True
262697,아이템 구입,0,67701,0,0,0,0,True
262698,아이템 구입,0,67791,0,0,0,0,True
262699,아이템 구입,0,67856,0,0,0,0,True
262700,방어구 구입(레벨 1~9),0,0,0,0,0,0,True
262701,방어구 구입(레벨 10~19),0,0,0,0,0,0,True
262702,방어구 구입(레벨 20~29),0,0,0,0,0,0,True
262703,방어구 구입(레벨 30~39),0,0,0,0,0,0,True
262704,방어구 구입(레벨 40~49),0,0,0,0,0,0,True
262705,방어구 구입(레벨 1~9),0,0,0,0,0,0,True
262706,방어구 구입(레벨 10~19),0,0,0,0,0,0,True
262707,방어구 구입(레벨 20~29),0,0,0,0,0,0,True
262708,방어구 구입(레벨 30~39),0,0,0,0,0,0,True
262709,방어구 구입(레벨 40~49),0,0,0,0,0,0,True
262710,방어구 구입(레벨 1~9),0,0,0,0,0,0,True
262711,방어구 구입(레벨 10~19),0,0,0,0,0,0,True
262712,방어구 구입(레벨 20~29),0,0,0,0,0,0,True
262713,방어구 구입(레벨 30~39),0,0,0,0,0,0,True
262714,방어구 구입(레벨 40~49),0,0,0,0,0,0,True
262715,무기 구입(레벨 1~9),0,0,0,0,0,0,True
262716,무기 구입(레벨 10~19),0,0,0,0,0,0,True
262717,무기 구입(레벨 20~29),0,0,0,0,0,0,True
262718,무기 구입(레벨 30~39),0,0,0,0,0,0,True
262719,무기 구입(레벨 40~49),0,0,0,0,0,0,True
262720,무기 구입(레벨 1~9),0,0,0,0,0,0,True
262721,무기 구입(레벨 10~19),0,0,0,0,0,0,True
262722,무기 구입(레벨 20~29),0,0,0,0,0,0,True
262723,무기 구입(레벨 30~39),0,0,0,0,0,0,True
262724,무기 구입(레벨 40~49),0,0,0,0,0,0,True
262725,도구 구입(레벨 1~9),0,0,0,0,0,0,True
262726,도구 구입(레벨 10~19),0,0,0,0,0,0,True
262727,도구 구입(레벨 20~29),0,0,0,0,0,0,True
262728,도구 구입(레벨 30~39),0,0,0,0,0,0,True
262729,도구 구입(레벨 40~49),0,0,0,0,0,0,True
