key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
21,0,False,False,False,3,0,0,0,5,False,False,1,25,"임프놈, 또 나타났군!",0
22,0,False,False,False,3,0,0,0,5,False,False,1,25,"꽃이 또 엉망이야……",0
23,0,False,False,False,3,0,0,0,5,False,False,1,25,"이크살족이 온다, 요격!",0
24,0,False,False,False,3,0,0,0,5,False,False,1,25,"누, 누가 좀 도와줘!",0
25,0,False,False,False,3,0,0,0,5,False,False,1,25,"자, 갑니다!",0
26,0,False,False,False,2,0,0,0,5,False,False,1,25,"우오오~!",0
27,0,False,False,False,2,0,0,0,5,False,False,1,25,"이놈이!",0
28,0,False,False,False,2,0,0,0,5,False,False,1,25,"죽어라!",0
29,0,False,False,False,2,0,0,0,5,False,False,1,25,"받아라앗!",0
30,0,False,False,False,2,0,0,0,5,False,False,1,25,"아직 멀었어!",0
31,0,False,False,False,2,0,0,0,5,False,False,1,25,"건방지다!",0
32,0,False,False,False,2,0,0,0,5,False,False,1,25,"어떠냐!",0
33,0,False,False,False,2,0,0,0,5,False,False,1,25,"이쯤이야!",0
34,0,False,False,False,2,0,0,0,5,False,False,1,25,"얏호~~!!",0
35,0,False,False,False,2,0,0,0,5,False,False,1,25,"으랏차차~!!",0
36,0,False,False,False,2,0,0,0,5,False,False,1,25,"비켜, 쨔샤!",0
37,0,False,False,False,2,0,0,0,5,False,False,1,25,"뭉개주마!!",0
38,0,False,False,False,2,0,0,0,5,False,False,1,25,"놀아줄까?",0
39,0,False,False,False,2,0,0,0,5,False,False,1,25,"상대가 필요한가?",0
40,0,False,False,False,2,0,0,0,3,False,False,1,25,"무릎 꿇어라",0
41,0,False,False,False,2,0,0,0,3,False,False,1,25,"더 멋진 목소리를 들려주렴",0
42,0,False,False,False,2,0,0,0,3,False,False,1,25,"사양할 것 없어",0
43,0,False,False,False,2,0,0,0,5,False,False,1,25,"우쭐거리지 마……!",0
44,0,False,False,False,2,0,0,0,5,False,False,1,25,"자극적이군!",0
45,0,False,False,False,2,0,0,0,3,False,False,1,25,"춤춰라!",0
46,0,False,False,False,2,0,0,0,3,False,False,1,25,"원하는 게 이거야?",0
47,0,False,False,False,2,0,0,0,3,False,False,1,25,"자, 받아라!",0
48,0,False,False,False,2,0,0,0,5,False,False,1,25,"보복이라도 하겠다는 거냐!",0
49,0,False,False,False,2,0,0,0,5,False,False,1,25,"젠장, 두, 두고 보자!",0
50,0,False,False,False,2,0,0,0,5,False,False,1,25,"히히! 꼴좋다",0
51,0,False,False,False,2,0,0,0,5,False,False,1,25,"으윽……하, 한 번만 봐줘",0
52,0,False,False,False,2,0,0,0,3,False,False,1,25,"불만 있냐?",0
53,0,False,False,False,2,0,0,0,3,False,False,1,25,"이 자식이!",0
54,0,False,False,False,2,0,0,0,5,False,False,1,25,"해보잣치",0
55,0,False,False,False,2,0,0,0,5,False,False,1,25,"간닷치",0
56,0,False,False,False,2,0,0,0,5,False,False,1,25,"따끔한 맛을 보여주겠닷치",0
57,0,False,False,False,2,0,0,0,5,False,False,1,25,"지지 않겠닷치",0
58,0,False,False,False,3,0,0,0,5,False,False,1,25,"실력에 자신 있는 자는 없나!",0
59,0,False,False,False,3,0,0,0,5,False,False,1,25,"이 자식들…… 살아 돌아갈 생각은 버려라!",0
60,0,False,False,False,3,0,0,0,5,False,False,1,25,"자, 전력으로 덤벼라!",0
61,0,False,False,False,3,0,0,0,5,False,False,1,25,"음, 잘했다……!",0
62,0,False,False,False,3,0,0,0,5,False,False,1,25,"젠장, 수가 너무 많아!",0
63,0,False,False,False,3,0,0,0,5,False,False,1,25,"밀렵꾼! 용서하지 않겠다!",0
64,0,False,False,False,3,0,0,0,5,False,False,1,25,"모험가 주제에 잘난 척하지 말라고",0
65,0,False,False,False,3,0,0,0,5,False,False,1,25,"비, 빌어먹을, 이대로는……",0
66,0,False,False,False,3,0,0,0,5,False,False,1,25,"너희 뭐냐 가까이 오지 마라~",0
67,0,False,False,False,3,0,0,0,3,False,False,1,25,"던져라 폭탄 저리로 던져라",0
68,0,False,False,False,3,0,0,0,3,False,False,1,25,"폭발 폭발 대폭발이다~",0
69,0,False,False,False,3,0,0,0,3,False,False,1,25,"쾅야 쾅야 대폭발이다~",0
70,0,False,False,False,3,0,0,0,5,False,False,1,25,"성이 무너졌다 우리 성~",0
71,0,False,False,False,3,0,0,0,5,False,False,1,25,"다가오는 놈은 날려버린다~",0
72,0,False,False,False,3,0,0,0,3,False,False,1,25,"던진다 폭탄 저리로 던진다",0
73,0,False,False,False,3,0,0,0,3,False,False,1,25,"폭탄 폭탄 대폭발이다~",0
74,0,False,False,False,3,0,0,0,3,False,False,1,25,"폭발 폭발 대폭발이다~",0
75,0,False,False,False,3,0,0,0,5,False,False,1,25,"으아아 성이 무너졌다 우리 성~",0
76,0,False,False,False,3,0,0,0,5,False,False,1,25,"으아아 성이 또 무너졌다~",0
77,0,False,False,False,3,0,0,0,5,False,False,1,25,"여기는 우리 성이다~",0
78,0,False,False,False,3,0,0,0,5,False,False,1,25,"너희들 다 날려버리겠다~",0
79,0,False,False,False,3,0,0,0,5,False,False,1,25,"아야 아프다 잠깐만",0
80,0,False,False,False,3,0,0,0,3,False,False,1,25,"폭탄 휙휙 휘리리리릭",0
81,0,False,False,False,3,0,0,0,3,False,False,1,25,"폭발 폭발 초폭발이다~",0
82,0,False,False,False,3,0,0,0,3,False,False,1,25,"투쾅 투쾅 초폭발이다~",0
83,0,False,False,False,3,0,0,0,5,False,False,1,25,"모두 날 따르랏치!",0
84,0,False,False,False,3,0,0,0,5,False,False,1,25,"이제 진짜 실력을 보여주겠닷치!",0
85,0,False,False,False,3,0,0,0,5,False,False,1,25,"지금부터는 진짜로 각오해랏치!",0
86,0,False,False,False,3,0,0,0,5,False,False,1,25,"지, 진짜로 내 실력을 발휘하겠닷치!",0
87,0,False,False,False,3,0,0,0,3,False,False,1,25,"커얼발톱 니임!",0
88,0,False,False,False,2,0,0,0,3,False,False,1,25,"찌그러져 있어!",0
89,0,False,False,False,2,0,0,0,3,False,False,1,25,"이히히, 받아라앗!",0
90,0,False,False,False,2,0,0,0,3,False,False,1,25,"오오! 고마워!",0
91,0,False,False,False,3,0,0,0,5,False,False,1,25,"감사합니다!",0
92,0,False,False,False,3,0,0,0,5,False,False,1,25,"으윽……",0
93,0,False,False,False,3,0,0,0,5,False,False,1,25,"아직 멀었군, 더 강해지면 와라!",0
94,0,False,False,False,3,0,0,0,3,False,False,1,25,"고마워! 저기 봐, 왔어!",0
95,0,False,False,False,3,0,0,0,5,False,False,1,25,"순찰하러 갈 시간이군……",0
96,0,False,False,False,3,0,0,0,5,False,False,1,25,"으악, 무당벌레투성이야!",0
97,0,False,False,False,2,0,0,0,5,False,False,1,25,"누가 무당벌레 좀 쫓아줘~!",0
98,0,False,False,False,3,0,0,0,5,False,False,1,25,"다행이다, 드디어 한시름 덜었어!",0
99,0,False,False,False,3,0,0,0,5,False,False,1,25,"맙소사……",0
100,0,False,False,False,3,0,0,0,5,False,False,1,25,"0",0
101,0,False,False,False,3,0,0,0,5,False,False,1,25,"0",0
102,0,False,False,False,3,0,0,0,5,False,False,1,25,"0",0
103,0,False,False,False,2,0,0,0,3,False,False,1,25,"0",0
104,0,False,False,False,2,0,0,0,3,False,False,1,25,"0",0
105,0,False,False,False,2,0,0,0,3,False,False,1,25,"0",0
106,0,False,False,False,2,0,0,0,3,False,False,1,25,"0",0
107,0,False,False,False,3,0,0,0,5,False,False,1,25,"하지 마랏치! 누가 좀 도와줘랏치~!",0
108,0,False,False,False,3,0,0,0,5,False,False,1,25,"고맙닷치!",0
109,0,False,False,False,3,0,0,0,5,False,False,1,25,"으음…… 묘한 낌새가……",0
110,0,False,False,False,3,0,0,0,5,False,False,1,25,"이놈! 게걸스런 대머리수리놈!",0
111,0,False,False,False,3,0,0,0,5,False,False,1,25,"넌 또 뭐야!?",0
112,0,False,False,False,3,0,0,0,5,False,False,1,25,"방해하지 마!",0
113,0,False,False,False,3,0,0,0,5,False,False,1,25,"꺼져!",0
114,0,False,False,False,3,0,0,0,5,False,False,1,25,"얕보지 마라!",0
115,0,False,False,False,2,0,0,0,3,False,False,1,25,"네놈은 또 뭐야!",0
116,0,False,False,False,2,0,0,0,3,False,False,1,25,"추적자냐!",0
117,0,False,False,False,2,0,0,0,3,False,False,1,25,"몸이 무거워~",0
118,0,False,False,False,2,0,0,0,3,False,False,1,25,"전력을 다하면
언제나 이 모양이야!",0
119,0,False,False,False,3,0,0,0,5,False,False,1,25,"역시 모험가한테 의뢰해야 하나",0
120,0,False,False,False,3,0,0,0,5,False,False,1,25,"추적자는 없군, 좋아",0
121,0,False,False,False,3,0,0,0,5,False,False,1,25,"도와줘서 고맙다",0
122,0,False,False,False,2,0,0,0,3,False,False,1,25,"그고고고고고고…",0
123,0,False,False,False,2,0,0,0,3,False,False,1,25,"그고고고…",0
124,0,False,False,False,3,0,0,0,5,False,False,1,25,"야, 양이 떼 지어 온다!",0
125,0,False,False,False,3,0,0,0,5,False,False,1,25,"양 무리를 요격하라!",0
126,0,False,False,False,3,0,0,0,5,False,False,1,25,"음, 큰 이상은 없군",0
127,0,False,False,False,3,0,0,0,5,False,False,1,25,"외길이군…… 매복에 대비하라",0
128,0,False,False,False,3,0,0,0,5,False,False,1,25,"얼마 안 남았지만 방심하지 마라",0
129,0,False,False,False,3,0,0,0,10,False,False,1,25,"큭, 역시 왔군!",0
130,0,False,False,False,2,0,0,0,5,False,False,1,25,"너흰 뭐야!
침입자냐!?",0
131,0,False,False,False,2,0,0,0,4,False,False,1,25,"내 경비견에게 감히!",0
132,0,False,False,False,2,0,0,0,4,False,False,1,25,"결국에는 이 몸을
화나게 했군!",0
133,0,False,False,False,2,0,0,0,4,False,False,1,25,"내, 내 실력은
고작 이 정도가 아니다!",0
134,0,False,False,False,2,0,0,0,6,False,False,1,25,"아차, 갑자기 중요한
약속이 생각났다!",0
135,0,False,False,False,2,0,0,0,4,False,False,1,25,"쳇, 이 끈질긴 놈들!",0
136,0,False,False,False,2,0,0,0,2,False,False,1,25,"나와라, 개들아!",0
137,0,False,False,False,2,0,0,0,4,False,False,1,25,"아야, 아야야야……
이거 너무 심하잖아!",0
138,0,False,False,False,2,0,0,0,6,False,False,1,25,"어휴, 망했다……
보스한테 뭐라고 하지……",0
139,0,False,False,False,2,0,0,0,4,False,False,1,25,"이거나 먹어라!",0
140,0,False,False,False,2,0,0,0,4,False,False,1,25,"죽여라!",0
141,0,False,False,False,2,0,0,0,4,False,False,1,25,"이 자식!",0
142,0,False,False,False,2,0,0,0,4,False,False,1,25,"까불지 마라!",0
143,0,False,False,False,2,0,0,0,5,False,False,1,25,"슈우우, 슈우우……
돕는다 나 돕는다",0
144,0,False,False,False,2,0,0,0,4,False,False,1,25,"……슈우우, 슈우우,
글렀다 나 글렀다……",0
145,0,False,False,False,2,0,0,0,4,False,False,1,25,"도와주라 도와주라!",0
146,0,False,False,False,2,0,0,0,4,False,False,1,25,"글렀다 글렀다……",0
147,0,False,False,False,2,0,0,0,6,False,False,1,25,"슈우우, 슈우우……
살았다~ 살았다~!",0
148,0,False,False,False,2,0,0,0,6,False,False,1,25,"슈우우, 슈우우……
고맙다~ 고맙다~!",0
149,0,False,False,False,2,0,0,0,6,False,False,1,25,"가져가라~ 가져가라~!
보상이다~ 가져가라~!",0
150,0,False,False,False,3,0,0,0,6,False,False,1,25,"슈우우, 슈우우……
다 함께 돌격이다고브!",0
151,0,False,False,False,3,0,0,0,3,False,False,1,25,"슈우우, 슈우우……
나한테 맡겨라고브!",0
152,0,False,False,False,3,0,0,0,4,False,False,1,25,"슈우우, 슈우우……
다 함께 공격이다고브!",0
153,0,False,False,False,2,0,0,0,4,False,False,1,25,"슈우우, 슈우우……
위기 탈출했다고브!",0
154,0,False,False,False,2,0,0,0,6,False,False,1,25,"슈우우, 슈우우……
당연한 결과고브!",0
155,0,False,False,False,2,0,0,0,3,False,False,1,25,"슈우우, 슈우우……
받아라 초폭탄고브!",0
156,0,False,False,False,3,0,0,0,2,False,False,1,25,"고브윽!?",0
157,0,False,False,False,2,0,0,0,5,False,False,1,25,"슈우우, 슈우우……
너한테 맡긴다고브!",0
158,0,False,False,False,2,0,0,0,8,False,False,1,25,"슈우우, 슈우우……
여유롭게…… 이겼다고브……",0
159,0,False,False,False,2,0,0,0,6,False,False,1,25,"슈우우, 슈우우……
도와주러 왔다고브!",0
160,0,False,False,False,2,0,0,0,6,False,False,1,25,"훌륭한 고브 활약
홀딱 반했냐고브?",0
161,0,False,False,False,2,0,0,0,6,False,False,1,25,"슈우우, 슈우우……
또 하나의 전설고브!",0
162,0,False,False,False,2,0,0,0,10,False,False,1,25,"브레이플록스 역시 대단~!",0
163,0,False,False,False,2,0,0,0,10,False,False,1,25,"브레이플록스 힘세고 강하다~!",0
164,0,False,False,False,2,0,0,0,30,False,False,1,25,"슈우우, 슈우우……
별것도 아니다고브!",0
165,0,False,False,False,3,0,0,0,5,False,False,1,25,"자칼이 나타났다!",0
166,0,False,False,False,3,0,0,0,5,False,False,1,25,"저리 가, 오지 말라고!!",0
167,0,False,False,False,3,0,0,0,5,False,False,1,25,"으아악, 난 맛없어!",0
168,0,False,False,False,3,0,0,0,5,False,False,1,25,"살려줘~!!",0
169,0,False,False,False,3,0,0,0,5,False,False,1,25,"휴우, 살았다……",0
170,0,False,False,False,2,0,0,0,3,False,False,1,25,"응? 뭐야, 무슨 일이야……?",0
171,0,False,False,False,2,0,0,0,3,False,False,1,25,"끄악, 이 푸길들은 다 뭐야!!",0
172,0,False,False,False,3,0,0,0,5,False,False,1,25,"으음, 함성이 들리잖아!?",0
173,0,False,False,False,3,0,0,0,5,False,False,1,25,"큭, 일단 물러나자",0
174,0,False,False,False,2,0,0,0,5,False,False,1,25,"흑와단의 의지를 걸고!",0
175,0,False,False,False,3,0,0,0,5,False,False,1,25,"이 정도는 너희끼리 처리하라고!",0
176,0,False,False,False,3,0,0,0,5,False,False,1,25,"이런 한심한 것들!",0
177,0,False,False,False,2,0,0,0,5,False,False,1,25,"자신 있는 자들은 가세하라!",0
178,0,False,False,False,2,0,0,0,5,False,False,1,25,"뭣들 하나? 밀리고 있잖아!",0
179,0,False,False,False,2,0,0,0,5,False,False,1,25,"흑와단의 힘을 보여봐라!",0
180,0,False,False,False,3,0,0,0,5,False,False,1,25,"으음, 엄청난 살기가 느껴진다!",0
181,0,False,False,False,3,0,0,0,5,False,False,1,25,"흑와단의 힘을 보았느냐!?",0
182,0,False,False,False,3,0,0,0,5,False,False,1,25,"원통하다, 더 단련해야겠군……",0
183,0,False,False,False,3,0,0,0,5,False,False,1,25,"그럼 순찰하러 가볼까",0
184,0,False,False,False,3,0,0,0,5,False,False,1,25,"응? ……뭐지, 이 날갯소리는?",0
185,0,False,False,False,3,0,0,0,5,False,False,1,25,"도, 동굴박쥐!?",0
186,0,False,False,False,3,0,0,0,5,False,False,1,25,"……힘들다, 빨리 집에 가야지……",0
187,0,False,False,False,3,0,0,0,5,False,False,1,25,"으아아, 농장으로는 가지 마!",0
188,0,False,False,False,3,0,0,0,5,False,False,1,25,"우, 우리 도도가……!",0
189,0,False,False,False,2,0,0,0,5,False,False,1,25,"이놈들을 빨리 처리해야해!!",0
190,0,False,False,False,3,0,0,0,3,False,False,1,25,"야, 약속 시간에 늦겠어!",0
191,0,False,False,False,3,0,0,0,3,False,False,1,25,"……왜 안 오지",0
192,0,False,False,False,3,0,0,0,3,False,False,1,25,"헉, 헉……!",0
193,0,False,False,False,3,0,0,0,3,False,False,1,25,"오늘은 반드시 청혼할 거야!",0
194,0,False,False,False,3,0,0,0,3,False,False,1,25,"느, 늦어서 미안해!",0
195,0,False,False,False,3,0,0,0,1,False,False,1,25,"기다렸잖아! 왜 이렇게 늦었어?",0
196,0,False,False,False,3,0,0,0,2,False,False,1,25,"휴, 이런 곳에서 무슨 말을 하려고?",0
197,0,False,False,False,3,0,0,0,2,False,False,1,25,"그, 그게……",0
198,0,False,False,False,3,0,0,0,1,False,False,1,25,"응?",0
199,0,False,False,False,3,0,0,0,2,False,False,1,25,"나, 나나나나나하고 겨겨겨……!",0
200,0,False,False,False,3,0,0,0,1,False,False,1,25,"꺅, 바람이!?",0
201,0,False,False,False,3,0,0,0,3,False,False,1,25,"저, 저 거대한 건 도대체 뭐야!?",0
202,0,False,False,False,3,0,0,0,3,False,False,1,25,"으아아아!?",0
203,0,False,False,False,2,0,0,0,5,False,False,1,25,"날 지켜주지도 못하는 거야?",0
204,0,False,False,False,2,0,0,0,5,False,False,1,25,"어떻게 좀 해봐!",0
205,0,False,False,False,3,0,0,0,2,False,False,1,25,"……나 집에 갈래",0
206,0,False,False,False,3,0,0,0,2,False,False,1,25,"자, 잠깐만!",0
207,0,False,False,False,3,0,0,0,2,False,False,1,25,"당신 같은 겁쟁이는 싫어!",0
208,0,False,False,False,3,0,0,0,2,False,False,1,25,"하, 하지만 난……",0
209,0,False,False,False,3,0,0,0,3,False,False,1,25,"몰라!",0
210,0,False,False,False,3,0,0,0,3,False,False,1,25,"휴, 대체 왜 이런……",0
211,0,False,False,False,3,0,0,0,3,False,False,1,25,"응? 뭐지?",0
212,0,False,False,False,3,0,0,0,3,False,False,1,25,"이얏호~! 사냥감 발견!",0
213,0,False,False,False,3,0,0,0,3,False,False,1,25,"히익, 살려줘~!",0
214,0,False,False,False,3,0,0,0,3,False,False,1,25,"젠장, 왜 이러는 거냐고!",0
215,0,False,False,False,3,0,0,0,3,False,False,1,25,"얘들아, 해치워라!!",0
216,0,False,False,False,3,0,0,0,5,False,False,1,25,"아, 또 날뛰고 있어……",0
217,0,False,False,False,2,0,0,0,5,False,False,1,25,"이놈! 얌전히 있어!",0
218,0,False,False,False,2,0,0,0,5,False,False,1,25,"날뛰지 말라고!",0
219,0,False,False,False,2,0,0,0,5,False,False,1,25,"이 자식, 그만하지 못해!?",0
220,0,False,False,False,2,0,0,0,5,False,False,1,25,"시끄러, 비켜!",0
221,0,False,False,False,2,0,0,0,5,False,False,1,25,"증거 있냐!?",0
222,0,False,False,False,2,0,0,0,5,False,False,1,25,"난 모르는 일이라고!",0
223,0,False,False,False,3,0,0,0,5,False,False,1,25,"이 멍청아, 그만해!",0
224,0,False,False,False,3,0,0,0,5,False,False,1,25,"부탁합니다, 선배님!",0
225,0,False,False,False,3,0,0,0,5,False,False,1,25,"뭐야? 해보자는 거냐!?",0
226,0,False,False,False,3,0,0,0,5,False,False,1,25,"이제야 얌전해졌군……",0
227,0,False,False,False,3,0,0,0,5,False,False,1,25,"이, 이 자식……!",0
228,0,False,False,False,3,0,0,0,5,False,False,1,25,"자, 그럼 천천히 이야기할까?",0
229,0,False,False,False,3,0,0,0,5,False,False,1,25,"빌어먹을!",0
230,0,False,False,False,3,0,0,0,5,False,False,1,25,"시끄러, 조용히 해!",0
231,0,False,False,False,3,0,0,0,5,False,False,1,25,"젠장, 젠자앙!",0
232,0,False,False,False,3,0,0,0,5,False,False,1,25,"이럴 수가……!",0
233,0,False,False,False,3,0,0,0,5,False,False,1,25,"헤헤, 넙죽 잡힐 순 없지!",0
234,0,False,False,False,3,0,0,0,5,False,False,1,25,"놓치다니……!",0
235,0,False,False,False,3,0,0,0,5,False,False,1,25,"잘 있어라~!",0
236,0,False,False,False,2,0,0,0,3,False,False,1,25,"이 자식! 내 술을
마시다니!",0
237,0,False,False,False,2,0,0,0,3,False,False,1,25,"뭐야? 해보자고!?",0
238,0,False,False,False,2,0,0,0,3,False,False,1,25,"까불지 마라!",0
239,0,False,False,False,2,0,0,0,3,False,False,1,25,"울지 마라, 응?",0
240,0,False,False,False,2,0,0,0,5,False,False,1,25,"야, 우습게 보지 말라고!",0
241,0,False,False,False,3,0,0,0,3,False,False,1,25,"독뿔도마뱀 무리다, 막아라!",0
242,0,False,False,False,3,0,0,0,3,False,False,1,25,"으악~! 아귀!?",0
243,0,False,False,False,3,0,0,0,3,False,False,1,25,"전방에 코브란 발견, 제거하라!",0
244,0,False,False,False,3,0,0,0,3,False,False,1,25,"식인개미를 막아라!",0
245,0,False,False,False,3,0,0,0,3,False,False,1,25,"전원, 운송 경로를 확보하라!",0
246,0,False,False,False,3,0,0,0,3,False,False,1,25,"또 큰뿔염소가 나타났다! 쫓아내자!",0
247,0,False,False,False,3,0,0,0,3,False,False,1,25,"아말쟈가 쳐들어온다! 요격!",0
248,0,False,False,False,3,0,0,0,3,False,False,1,25,"아말쟈다, 전원 전투준비!",0
249,0,False,False,False,3,0,0,0,3,False,False,1,25,"임프 놈이 또 장난질을!",0
250,0,False,False,False,3,0,0,0,3,False,False,1,25,"수상한 움직임이군, 먼저 쳐라!",0
251,0,False,False,False,3,0,0,0,3,False,False,1,25,"앗, 저건 검은장막 숲의……!?",0
252,0,False,False,False,3,0,0,0,3,False,False,1,25,"큭, 이래서 변경 경비가 싫어!",0
253,0,False,False,False,3,0,0,0,3,False,False,1,25,"이 모래밭 말이야, 밤만 되면……",0
254,0,False,False,False,3,0,0,0,3,False,False,1,25,"뭐?! 그, 그럼 집에 가자……",0
255,0,False,False,False,3,0,0,0,3,False,False,1,25,"뭐야. 무서워서 그래?",0
256,0,False,False,False,3,0,0,0,3,False,False,1,25,"무, 무섭긴……!",0
257,0,False,False,False,3,0,0,0,3,False,False,1,25,"겁쟁이~",0
258,0,False,False,False,3,0,0,0,3,False,False,1,25,"세, 세상에 귀신이 어디 있어",0
259,0,False,False,False,3,0,0,0,3,False,False,1,25,"……저, 저게 뭐지!?",0
260,0,False,False,False,3,0,0,0,3,False,False,1,25,"누가 속을 줄 알고",0
261,0,False,False,False,3,0,0,0,3,False,False,1,25,"저 희미한 빛은……",0
262,0,False,False,False,3,0,0,0,3,False,False,1,25,"배 불빛이겠지……",0
263,0,False,False,False,3,0,0,0,3,False,False,1,25,"으악, 나왔다~!!",0
264,0,False,False,False,3,0,0,0,5,False,False,1,25,"끼아아아악!",0
265,0,False,False,False,3,0,0,0,5,False,False,1,25,"기, 기다려, 같이 가!",0
266,0,False,False,False,2,0,0,0,5,False,False,1,25,"으윽, 다리가 풀렸어……",0
267,0,False,False,False,2,0,0,0,5,False,False,1,25,"이, 이쪽으로 오지 마……",0
268,0,False,False,False,3,0,0,0,5,False,False,1,25,"응? ……없어졌나?",0
269,0,False,False,False,3,0,0,0,5,False,False,1,25,"아, 아직도 있잖아!!",0
270,0,False,False,False,3,0,0,0,3,False,False,1,25,"또 쥐 떼가 습격할 것 같군",0
271,0,False,False,False,3,0,0,0,3,False,False,1,25,"훈련 참가 희망자는 여기로 모여라!",0
272,0,False,False,False,3,0,0,0,3,False,False,1,25,"누가 좀 도와주지 않으려나",0
273,0,False,False,False,3,0,0,0,3,False,False,1,25,"또 긴다리거미잖아!",0
274,0,False,False,False,3,0,0,0,3,False,False,1,25,"큰일났다, 고블린이 올 거야!",0
275,0,False,False,False,3,0,0,0,3,False,False,1,25,"자재를 마련하러 가볼까……",0
276,0,False,False,False,3,0,0,0,3,False,False,1,25,"아귀 놈, 용서하지 않겠다……!",0
277,0,False,False,False,3,0,0,0,3,False,False,1,25,"내 짐이 저 안에 있는데……!",0
278,0,False,False,False,3,0,0,0,3,False,False,1,25,"책임이 막중하네요…",0
279,0,False,False,False,3,0,0,0,3,False,False,1,25,"누가 신병 좀 상대해 줘!",0
280,0,False,False,False,3,0,0,0,3,False,False,1,25,"아, 라라펠족 진짜 좋아",0
281,0,False,False,False,3,0,0,0,3,False,False,1,25,"훗, 역시 미코테족이 좋지",0
282,0,False,False,False,3,0,0,0,3,False,False,1,25,"음!?",0
283,0,False,False,False,3,0,0,0,3,False,False,1,25,"미코테족 팬이냐!?",0
284,0,False,False,False,3,0,0,0,3,False,False,1,25,"라라펠족을 좋아하는군!?",0
285,0,False,False,False,3,0,0,0,3,False,False,1,25,"라라펠족이 최고지!",0
286,0,False,False,False,3,0,0,0,3,False,False,1,25,"미코테족이 정의라고!",0
287,0,False,False,False,3,0,0,0,3,False,False,1,25,"이봐, 싸우지 마!",0
288,0,False,False,False,3,0,0,0,3,False,False,1,25,"에잇, 끼어들지 마라!",0
289,0,False,False,False,3,0,0,0,3,False,False,1,25,"넌 찌그러져 있어!",0
290,0,False,False,False,2,0,0,0,5,False,False,1,25,"허억허억……",0
291,0,False,False,False,3,0,0,0,3,False,False,1,25,"훌륭하다! 이 관문은 괜찮겠군",0
292,0,False,False,False,3,0,0,0,3,False,False,1,25,"멍청한 놈! 수행이 부족해!",0
293,0,False,False,False,2,0,0,0,3,False,False,1,25,"좋아, 지켜냈어!!",0
294,0,False,False,False,2,0,0,0,3,False,False,1,25,"미덥지 못한 녀석들……",0
295,0,False,False,False,3,0,0,0,3,False,False,1,25,"이제 신병들도 열심히 하겠지",0
296,0,False,False,False,3,0,0,0,3,False,False,1,25,"모험가론 역부족이었나",0
297,0,False,False,False,2,0,0,0,3,False,False,1,25,"히익, 너무 세잖아!",0
298,0,False,False,False,3,0,0,0,3,False,False,1,25,"덕분에 살았어, 고마워!",0
299,0,False,False,False,2,0,0,0,3,False,False,1,25,"오렌지가 전멸했어……",0
300,0,False,False,False,2,0,0,0,3,False,False,1,25,"먹을 걸로 쌓인 원한은 아주 깊지",0
301,0,False,False,False,2,0,0,0,3,False,False,1,25,"도적에게 내줄 순 없다!",0
302,0,False,False,False,2,0,0,0,3,False,False,1,25,"큭, 지키지 못했어……",0
303,0,False,False,False,2,0,0,0,3,False,False,1,25,"야호, 이제 출하할 수 있겠어!",0
304,0,False,False,False,2,0,0,0,3,False,False,1,25,"도와줘요 두목~!",0
