key,0
14," 과거에 용기사단을 이끌었던 '푸른 용기사'이자, '용혈의 에스티니앙'이라 불린 이슈가르드계 엘레젠족 남성.

 커르다스 동부고지에서 양 목장을 운영하던 가정에서 태어났다. 12세에 고향 펀데일이 사룡 '니드호그'의 습격을 받아 괴멸되어, 양친과 동생을 잃고 천애고아가 되었다. 그를 거둔 사람은 당시의 '푸른 용기사'인 알베리크였다. 에스티니앙에게 알베리크는, 고향을 지키지 못한 사내이자 복수의 힘이 되는 창술 스승이며 제2의 아버지이기도 한, 복잡한 존재이다.

 알베리크 밑에서 묵묵히 수행하던 그는 이윽고 신전기사단에 입대했다. 거기서도 용 사냥에만 집착하여, 같은 부대에 있는 동료의 이름조차 기억하지 못할 정도였다고 한다. 하지만 그와 마찬가지로 부대에서 겉도는 존재였던 젊은 신전기사 아이메리크와는 나이도 비슷하고 죽이 잘 맞아, 함께 용과 사투를 벌이며 친구라고 부를 만한 사이가 된다. 그 후 용 사냥 공적을 인정받아 용기사단에 입단하게 된 그는, 이윽고 원수인 니드호그에게서 도려냈다고 하는 보물 '용의 눈'에 인정받고, 그 힘을 이용하여 싸우는 '푸른 용기사' 칭호를 얻는다.

 막대한 마력을 지닌 '용의 눈'은 강력한 힘을 주는 대신 사용자의 정신을 좀먹는, 그야말로 양날의 검이다. 에스티니앙이 니드호그에게 홀리면서도 가까스로 제정신을 유지했던 이유는, 의심할 여지 없이 스승과 친구 덕분이라고 할 수 있다. 덧붙여 성도에 찾아온 빛의 전사와 알피노, 그리고 적으로 만난 이젤 또한 그의 인생에 커다란 영향을 주었다.
 에스티니앙은 그들과 함께 용의 근거지인 드라바니아 구름바다로 향했다. 이 여행에서 그는 니드호그의 형제 흐레스벨그에게 용시전쟁의 발단이 된 진실, 즉 옛 이슈가르드 왕 토르당이 칠대천룡 중 하나인 라타토스크를 살해했다는 사실을 알았고, 그가 추적하던 원수 니드호그 토벌에 성공한다. 이 일이 용시전쟁의 종결과 이슈가르드의 변혁에 크게 기여했다는 것은 익히 알려진 바이다.

 이후에도 에스티니앙은 빛의 전사 일행과 동행했다. 야만신을 이용한 강제 교화로 영원한 평화를 실현하고자 한 토르당 7세를 추격하는 일에도 협력하지만, 이 싸움 끝에 니드호그의 두 눈을 손에 넣음으로써 육체를 빼앗기고 '사룡의 그림자'가 되고 만다. 이리하여 그는 조국의 적이 되었으나, 여행을 함께한 동료들과 친구들이 애써준 덕에 원래대로 돌아올 수 있었다.

 그 후, 그는 공화제로 바뀌는 조국을 지켜보고는 투구를 내려놓고 자취를 감춘다. 그리고 발길 닿는 대로 여행하며, 빛의 전사 일행이 알라미고를 공격할 때는 남몰래 음지에서 돕기도 했다. 그러다가 타타루와 쿠루루의 맹렬한 권유에 굴복하여 갈레말드 조사에 협력한 후 정식으로 '새벽의 혈맹'에 가입하고, 종말을 막기 위한 여행에도 함께했다.

 그는 원수의 피로 물든 용창을 '마창 니드호그'라 이름짓고 지금도 계속 사용하고 있다. 또한 사베네어 섬에서 만난 브리트라와 기묘한 친구 관계를 맺는 등, 여전히 칠대천룡과는 인연이 깊은 모양이다."
15,"그라하 티아"
16,"그라하 티아"
17,"새벽의 혈맹
만능"
18," '새벽의 혈맹' 소속 미코테족 남성.

 일사바드 대륙 남부 코르보 지방 출신. 제3성력 시대, 그 비옥한 토지에 알라그 제국이 지방 도시를 건설하여 피지배층이었던 미코테족이 노동력으로 차출되었다. 그라하 일족은 그때부터 코르보에 살며 지금까지 알라그 문명의 유산을 보호, 연구하고 있다고 한다. 그런데 최근에 이르러 갈레말 제국의 식민지가 된 후, 알라그의 지식을 원하는 명문 다르누스 가문이 접근하면서 상황이 급변했다. 일족은 알라그에 관한 수많은 지식과, 이를 대대로 이어온 '홍혈의 마안'의 계승자인 그라하 티아와 함께 샬레이안의 조직 '발데시온 위원회'에 넘겼다.
 이후로 샬레이안 소속이 되어 연구에 몰두하였고, 알라그 문명 연구로 현인 지위를 얻었다.

 그런 그에게 알라그의 유산인 크리스탈 타워 조사 의뢰가 들어온 것은 필연일 것이다. 이때 두각을 드러내기 시작한 영웅인 빛의 전사와 만나, 성 코이나크 재단의 람브루스, 갈론드 아이언웍스의 시드 일행과 함께 조사단 '노아'를 결성했다. 알라그 제국 붕괴에 얽힌 어둠을 밝혀내고, 잠에서 깨어난 클론 '도가'와 '우네'를 통해 자신이 이어받은 마안이 옛날에는 '황족의 마안'이라 불리는 알라그 황족의 증표임을 알게 된다.
 그것은 마지막 황녀 살리나가 미래에 맡긴 희망, 크리스탈 타워를 제어할 수 있는 권한이었다. 도가와 우네에게 피를 나눠받은 그라하 티아는 사명을 자각하고, 알라그의 유산을 사람들이 올바르게 활용할 수 있게 되는 날까지 탑과 함께 봉인되어 잠들었다.

 과연 그의 바람은 이루어졌을까. 그가 잠에서 깨어났을 때는…… 약 200년이 지난 뒤였다. 제8재해가 발생하여 세상은 완전히 황폐해졌다. 탑의 봉인을 푼 빅스 3세 일행은 시간과 차원 전송을 이용하여 '제8재해가 발생하지 않는 역사'를 확립하기 위해 움직이고 있었다. 빛의 전사 영웅담으로 이어진 그들의 손에 의해, 그라하 티아는 크리스탈 타워와 함께 과거의 '제1세계'로 건너가게 되었다.

 제1세계는 빛속성이 과도하게 높아져서 발생하는 재해인 '빛의 범람' 때문에 멸망할 위기에 처해 있었다. 속성의 치우침이 더 심해지면 원초세계에서 제8재해가 일어나고 만다. 그는 자신을 탑의 단말로 만들어 늙지 않는 몸과 마력을 얻고, 탑으로 피난 온 사람들과 함께 '크리스타리움'이라는 도시를 세웠다. 그리고 '빛의 범람'이 낳은 괴물 '죄식자'와 싸움을 시작했다.
 이후 100년에 가까운 시간 동안 '수정공'으로서 싸워온 그는 '대죄식자'를 토벌하기 위해 원초세계에서 '새벽의 혈맹'과 빛의 전사를 소환했다. 한번은 자신의 목숨과 맞바꾸어 세계를 구하려 했으나, 기구한 운명과 동료들의 노력 덕에 살아서 목적을 달성하기에 이른다.

 그는 다시 '그라하 티아'로서 빛의 전사와 함께 모험을 떠나고 싶었다. 제1세계로 불러들인 동료들을 원초세계로 돌려보낸다는 어려운 문제를 해결하고 그 자신도 원초세계로 귀환한 후 정식으로 '새벽의 혈맹'의 일원이 되었다. 이후 자신이 가진 알라그의 지식과 수정공으로서 쌓은 경험을 살려 동료들을 지원하며, 평범한 사람이 되어 하루하루를 즐기고 있다.

 수많은 꿈을 좇아온 그는 '새벽의 혈맹'이 표면적으로 해산한 후, 예전에 몸담았던 발데시온 위원회로 돌아가 재건을 돕고 있다. 어쩌면 재미있는 모험거리를 찾아 빛의 전사와 함께 모험을 떠날 수도 있겠다는 새로운 꿈을 품고서."
19,"쿠루루"
20,"쿠루루 발데시온"
21,"새벽의 혈맹
마도사"
22," '새벽의 혈맹' 소속 라라펠족 여성.

 어려서 부모와 사별하여, '발데시온 위원회'의 설립자로도 알려진 갈러프 발데시온에게 양육되었다. 이러한 성장 배경과 '초월하는 힘'이라는 능력의 발현은 그녀를 괴롭혔다. 특히 다른 사람의 의사를 느끼는 능력이 뛰어났기에 알고 싶지 않은 것까지 알게 되어 상처받는 일이 잦았으며, 주변 사람들에게 꺼림칙하게 여겨지기도 했던 모양이다. 그러나 양부인 갈러프는 고양이 귀처럼 생긴 커다란 귀가 달린 후드를 주며, 그 능력은 개성이며 두려운 것이 아니라고 가르쳐줬다고 한다. 이 말에 구원받은 그녀는 이윽고 자신의 능력을 받아들이고, 그 힘을 선한 일에 사용하고자 학업에 매진하게 되었다.

 마법에도 재능이 뛰어났던 쿠루루는 샬레이안 마법대학에 진학하여, 마법학부에서 치료와 정화 마법을 배웠다. 알피노, 알리제 르베유르 남매와 알게 된 것도 이 무렵으로, 그들과는 선후배 관계로서 지금도 친하게 지내고 있다. 졸업 후에는 양부 갈러프의 활동을 돕고자 '발데시온 위원회'에 들어갔다. 협력 관계였던 '새벽의 혈맹'이 울다하 정변에 휘말렸을 때, 에인션트 텔레포 때문에 행방불명된 현인을 찾는 일을 도우러 에오르제아로 건너왔다.
 이를 전후하여 발데시온 위원회의 본부 시설이 있었던 발 섬이 알테마급 마법 공격을 받아 소멸, 사실상 조직이 와해되었기에, 에오르제아로 건너온 후에는 '새벽의 혈맹'과 함께 행동하다가 후에 정식으로 가입했다. 마법 지식과 특수한 능력인 '초월하는 힘'을 살려 수많은 위협에 맞서왔다.

 알라미고 해방전쟁에 참여했을 때에는 제국군의 포로가 된 적도 있었다. 마도 기술자 아울루스는 '초월하는 힘'의 소유자인 그녀를 붙잡아 에테르 파형을 기록함으로써 초월하는 힘과 유사한 '초월자' 기술을 개발했고, 이로 인해 포르돌라와 제노스가 특수 능력을 얻게 되었다. 그 후 빛의 전사 일행에게 구출된 그녀는 휴양 후 복귀, 현인들이 제1세계로 강제 소환되어 혼수상태에 빠졌을 때에는 그들의 육체를 보전하기 위해 애썼다.
 텔로포로이가 나타나 종말의 위기가 닥쳤을 때는 에오르제아 각국의 협력 요청을 거부하는 샬레이안의 속내를 파악하기 위해 본국으로 귀국한 후 '발데시온 위원회' 대표 대행으로서 새벽의 주요 일원을 올드 샬레이안으로 초대하는 방법을 생각해내기도 했다.

 종말의 위기가 사라지고 '새벽의 혈맹'이 비밀결사로 돌아가고자 대외적으로 해산 발표를 한 후에는 '발데시온 위원회' 재건에 힘을 쏟으며, 대표 대행으로서 몇 안 되는 생존자와 새로운 가입자와 함께, 죽은 양부 갈러프의 유지를 잇고자 노력하고 있다."
23,"야슈톨라"
24,"야슈톨라 룰"
25,"새벽의 혈맹
마녀"
26," '새벽의 혈맹' 소속 미코테족 여성.

 마법에 뛰어난 재능을 보였던 그녀는 7세 때 고명한 현인인 마토야의 제자로 들어갔다. 그러나 스승에게 그녀는 반가운 존재가 아니었다. 현인회에서 주어진 의무 때문에 반강제적으로 떠맡았을 뿐이었다. 마토야는 마치 애물단지를 쫓아내려는 듯 어린 제자에게 엄격한 수행을 강요했다. 하지만 천성이 지기 싫어하는 야슈톨라는 어른들조차 우는소리를 내는 시련에도 이를 악물고 견뎌냈다고 한다. 고집쟁이 소녀에게서 자신과 닮은 점을 보았는지, 이윽고 마토야는 '슈톨라'의 존재를 인정하게 되었다. 10년 후, 마토야의 동굴을 떠난 그녀가 마법학 분야에서 지식과 공적을 인정받아 현인 자격을 얻은 것도 당연하다 볼 수 있다.

 이리하여 독립한 그녀는 마토야의 친구이기도 한 루이수아 르베유르가 이끄는 '구세시맹'에 참가한다. 제7재해가 임박했을 때는 에오르제아로 건너가 주로 림사 로민사에서 활동했고, 그때 림사 로민사의 지도자 멜위브에게 두터운 신뢰를 얻어 형식만 남은 에오르제아 도시군사동맹이 활동을 재개하는 데에 공헌했다. 카르테노 전투에서 루이수아가 전사한 후에는, '열두 기적 조사회'와 합병하여 탄생한 새로운 조직인 '새벽의 혈맹'에 몸담았다.

 그 후에도 새벽의 현인들과 함께 야만신이나 제국군 제XIV군단 문제에 대처하며 분주하게 활동했다. 울다하 정변에 휘말려 크리스탈 브레이브 병사들에게 포위되었을 때는 금단의 마법인 에인션트 텔레포로 산크레드와 함께 강제 전송을 감행하여 탈출했다. 이로써 한동안 지맥을 헤매다가 빛의 전사와 환술황 카느 에 센나의 힘 덕분에 구사일생으로 구출되었다. 다만 이 일의 부작용으로 시력을 잃었기에 에테르를 통해 주변 환경을 보고 있다. 생활에 지장이 없을 뿐더러 전투마저 가능하지만, 이는 마력 소모가 극심한 양날의 검이다.

 지맥에서 돌아온 뒤로는 교황 토르당 7세를 쫓는 마대륙 원정에 동행했고, 용시전쟁 종결에 공헌한 후 알라미고 해방전에도 참가했다.
 그리고 수정공의 강제 소환 때문에 영혼만이 제1세계로 건너갔다. 그곳에서 라케티카 대삼림에 근거지를 둔 '밤의 주민'과 협력 관계를 구축하고, 진짜 이름을 숨기는 그들의 문화에 따라 마녀 '마토야'라는 이름을 쓰게 된다. 이전까지는 회복 마법을 쓰는 일이 많았지만, 전투에 더 적합하도록 파괴 마법을 쓰게 된 것도 이때부터다.
 제1세계에 어둠을 되찾아주고 원초세계로 귀환한 후에도 계속 '새벽의 혈맹'의 주요 인사로 활약했다. 텔로포로이에 의해 종말의 위기가 닥쳤을 때에도 분투했으며, 하늘 끝 '울티마 툴레'로 가는 여행길에도 동행했다.

 깊은 지식과 뛰어난 마법으로 동료들을 도운 그녀의 마음속에는 늘 '세계의 진실'을 알고자 하는 탐구심이 있었다. 이는 스승 마토야에게 이어받은 것임을, 친한 사람이라면 누구나 다 알고 있다."
27,"하이델린"
28,"하이델린"
29,"야만신"
30," 행성 '아이테리스'의 운행을 관장하는 자, 즉 '별의 의지'라고 여겨지던 존재.

 예부터 '초월하는 힘'이라는 능력을 지닌 자에게 그녀의 목소리가 들린다는 현상이 보고된 바 있다. 개중에는 거대한 크리스탈이 있는 공간으로 불려갔다고 증언한 자도 있었다. 그 증언에 따라, 언제부터인가 거대한 크리스탈은 '어머니 크리스탈'이라고 불리게 되었으며, '하이델린'이라는 이름은 별 그 자체를 부르는 이름이 되었다고 한다.
 그녀의 부름을 받은 자는 때로 '빛의 가호'라고 불리는 힘을 얻었다. 이는 에테르의 변질을 막는 힘으로, 야만신에 의한 정신 오염 등을 받지 않게 된다는 사실이 증명되었다.

 하이델린의 존재는 오랜 세월 사람들의 입을 통해 전해 내려왔으며, 때로는 샬레이안처럼 구체적인 연구에 임하는 자들도 있었다. 그러나 그 정체가 고대인 '베네스'를 핵으로 창조된 존재, 말하자면 옛 야만신이라는 것을 아는 자는 극소수이다.
 
 베네스는 고대 세계의 최고 기관인 '14인 위원회'에서 '아젬'이라는 자리에 있었던 여성이다. 원래는 세계의 성립 과정이나 법칙에 대해 연구하는 학자였으나, 열정에 이끌려 세계를 피부로 느끼고자 여행을 시작했다. 아젬 임기 중에는 물론이고 후임에게 자리를 물려준 뒤에도 열심히 각지를 돌아다닌 듯하다.
 이윽고 그녀는 '엘피스'에서, 시대를 거슬러 온 빛의 전사를 만났고, 알게 되었다. 앞서간 별들의 절망을……. 아이테리스 바깥의 생명은 이미 산다는 행위를 단념했다. 그것을 받아들인 메테이온이 머나먼 하늘에서 '종말의 재앙'을 일으킨다는 것을 알게 되면서, 베네스의 길고도 괴로운 싸움이 시작되었다.

 하이델린이 된 그녀는, 조디아크에게 의지해 과거로 회귀하고자 하는 사람들과 세계 자체를 열넷으로 쪼개었다. 갈라진 조디아크는 각 세계의 달에 봉인되었고, 한때 전능했던 인간은 그 능력을 잃었다. 절망 없는 세계가 존재할 수 없다면, 절망과 함께 걸어갈 힘을 얻어야만 한다……. 그것이 별을 사랑하고, 인간을 사랑하고, 그 가능성을 믿은 베네스가 낸 답이었다.

 재해가 일어나고 세계가 통합될 때마다 조디아크는 힘을 되찾았다. 간신히 억눌러도, 하이델린의 힘은 점점 마모될 뿐이었다…….
 그러나 인간이 드디어 자신의 발로 그녀를 찾아왔다. 그 힘과 미래를 확인하기 위한 마지막 시련으로 인간을 막아선 그녀는, 혼마저 짜내어 빛의 전사 일행과 사투를 벌였다.

 승리한 빛의 전사 일행에게 하늘 끝으로 가는 길을 알려주고 소멸한 하이델린. 그러나 그녀의 마음은 지금도 생명 가득한 모든 아이들을, 그리고 죽음을 맞이한 모든 아이들을 지켜보고 있을 것이다."
31,"거울 세계"
32,"거울 세계"
33," 우리가 사는 '원초세계'와는 다른 차원에 나란히 존재하는 13개의 세계.

 조디아크를 봉인하기에 역부족이었던 하이델린은, 혼신의 힘을 다해 세계와 함께 대상을 조각내는 엄청난 기술을 사용했다. 그리하여 세계는 열 넷으로 갈라졌고, 모든 생물 또한 14분의 1로 '옅어졌다'고 한다.

 이때 분단된 13개의 세계는 일반적으로 제1세계~제13세계라고 부르나, 지형 등은 마치 거울에 비친 듯이 비슷하다. '거울 세계'라는 이름이 붙은 것은 그 때문이다.
 다만 분단되고 나서 1만 2천 년 동안 다른 역사를 걸어왔기 때문에, 각 세계에는 서로 다른 문명이 꽃피었고 환경에도 차이가 생겨났다고 한다. 또한 아씨엔이 원초세계와 통합한 탓에 7개의 거울 세계는 이미 사라졌다.

 그리고 모든 세계는 다른 차원에 존재하지만, '차원의 틈새'를 사이에 둔 세계가 연결되는 '난이도'에는 차이가 있다고 한다. 원초세계를 기점으로, 시계판 위의 숫자처럼 세계가 늘어선 모습을 상상하면 된다. 또한 원초세계에 인접한 제1세계와 제13세계는 세계를 가르는 벽이 얇고, 제7세계와 제8세계는 두꺼운 벽에 의해 차단되어 있다."
34,"크리스탈 타워"
35,"크리스탈 타워"
36," 약 6천 년 전, 제3재해의 여파가 가시지 않은 에오르제아에 마도사 군대를 이끌고 천하를 제패하려는 남자가 있었다. 그의 이름은 '잔데'. 그리고 그가 수립한 국가가 바로 역사적으로 유명한 '알라그 제국'이다. 알라그 제국은 마법과 과학을 융합시킨 '마과학'을 확립하고 크게 발전하여, 에오르제아뿐만 아니라 현재의 북주 일사바드 대륙과 동주 알데나드 소대륙까지 영토를 넓혔다.
 그러나 오랜 세월 평화와 번영이 계속되자, 사람들의 마음은 퇴폐로 이끌리기 시작했다. 건국 후 천 년이 지났을 무렵에는 발전도 한계에 다다랐고, 사람들은 쾌락과 안위를 탐하게 되었다. 이 상황을 타파하기 위하여 일어선 자가 바로 마과학자 '아몬'이다.

 그는 연구를 거듭한 끝에 시황제 잔데를 부활시켰다. 잔데는 세계 통일에 나섰고, 그 야망을 토대로 알라그 제국은 급격하게 활기를 되찾았다. 전쟁 중에 잔데가 활용한 힘 중 하나는 이계 '보이드'에서 불러온 요마의 군대였다. 잔데는 마왕급 요마 '어둠의 구름'과 피의 계약을 맺어, 요마들이 오가기 위한 문을 열어주는 대신에 군대와 황족의 번영을 약속받았다.

 이러한 알라그 역사에서, 태양의 힘을 모으기 위해 건축된 '크리스탈 타워'는 제국에 에너지를 공급하는 역할을 담당했다. 번영의 시대에는 나라를 윤택하게 만드는 공익 시설로서, 쇠퇴기에는 잔데 부활에 필요한 힘을 모으는 시설로서. 그리고 그가 부활한 후에는 보이드의 문을 열기 위한 힘을 제공했다.
 잔데는 이윽고 '어둠의 구름' 본체를 원초세계로 불러들일 계획을 세웠다. 남방 원정 때 붙잡은 용신 '바하무트'를 인공 위성 '달라가브'에 봉인하여 하늘로 쏘아올리고, 플레어를 다루는 그 힘으로 태양의 힘을 한층 더 끌어모으려고 했다. 이것이 알라그 제국에 종언을 가져왔다. 크리스탈 타워를 지탱하던 지반이 달라가브에서 쏟아지는 막대한 힘을 견디지 못하여 지각이 붕괴되었고…… 제4재해로 일컬어지는 대지진을 일으켰다. 탑 자체도 땅속으로 가라앉아 역사에서 모습을 감췄다.

 이 탑이 다시 지상으로 올라오게 된 것은 제7재해로 인한 충격 때문이다. 오랜 세월이 지나 또 한 번 꿈틀대기 시작한 잔데 일당의 야망은, 조사단 '노아'의 활약과 알라그 시대부터 계승된 희망에 의하여 저지당했다."
37,"위리앙제"
38,"위리앙제 오귀레"
39,"새벽의 혈맹
점성술사"
40," '새벽의 혈맹' 소속 엘레젠족 남성.

 어렸을 때부터 책을 좋아했다. 특히 흥미를 느꼈던 예언시는 진위를 가리지 않고 동서고금의 온갖 시를 닥치는 대로 읽었다. 그 때문인지 소년 시절부터 대화할 때 난해한 시적 표현을 사용했기에, 또래 아이들과 잘 어울리지 못했다고 한다. 그러나 본인의 꾸준한 노력과 소꿉친구 문브뤼다의 도움 덕에 난관이라 불리는 샬레이안 마법대학에 입학했고, 나아가 예언시 연구의 권위자인 루이수아의 제자가 되었다. 스승이 결성한 '구세시맹'에 참가한 것도 제7재해를 암시한 '메자야의 예언'의 내용을 확인하고 싶다는 마음이 강했기 때문이라고 한다.

 제7재해 직전, 다가오는 재앙에 대해 경고하기 위해 에오르제아로 건너왔다. 사람들에게 재앙에 대비할 것을 경고했으나, 독특한 말투 때문에 수상한 사람이라는 소문이 퍼지기도 했다. 경애하는 루이수아가 세상을 떠난 후에는 다른 현인과 마찬가지로 '새벽의 혈맹'에 참가했다. 이후 다날란에 있는 새벽의 혈맹 거점인 '모래의 집'에서 사무장을 맡았다.

 전문 분야인 예언시를 포함한 옛 지식에 해박하여, 그 박학함으로 '새벽의 혈맹' 활동에도 이바지했다. 그러나 한편으로는 자신의 감정보다 사실 관계나 학술적 정확성을 중시한 발언을 거듭했기에, 도리어 듣는 사람을 오해하게 만들기도 했다. 특히 문브뤼다가 아씨엔 나브리알레스와 싸우다 죽은 후로는 타고난 강한 책임감과 맞물려 그런 경향이 더욱 강해졌다. 그 결과, 아씨엔 엘리디부스와 접촉했을 때에는 세계의 진실에 다가가기 위한 정보를 얻고자, 또한 어둠의 전사들에게 전해들은 제1세계의 위기를 피하고자 단독 행동을 하고 말았다. 그의 행동은 결코 배신은 아니었지만, 별의 대변인이 된 '새벽의 혈맹'의 맹주 민필리아를 제1세계로 보내는 등 중대한 결정을 독단으로 내렸기 때문에 위리앙제 자신도 강한 부채감을 느끼게 되었다.

 수정공에게 강제로 소환당해 제1세계로 건너간 다음에도, 최선의 길을 선택하려고 했기에 더더욱 고뇌가 멈추지 않았다. 수정공이 세계를 구하기 위해 자기 희생을 전제로 한 방책에 협력을 요청했을 때, 이를 받아들인 일이 바로 그런 사례이다. 위리앙제는 이 맹약에 따라, 수정공에게 들은 '제8재해 후의 미래'에 관련된 정보를 자신이 차원의 틈에서 본 것이라고 거짓으로 전달함으로써 동료들의 활동 방향에 영향을 미쳤다. 그 후, 일 메그에서 은둔하다가 동료들과 합류하여 본격적으로 활동을 시작했다. 그러나 영웅은 수정공의 방책을 부정했고, 그가 죽게 두지 않았다. 그 모습에 감동받은 위리앙제는 동료들에게 자신의 생각을 숨겼던 것을 후회하고, 새롭게 살아가는 법을 모색하기 시작한다.

 이런 변화는 원초세계로 귀환한 후에 찾아온 종말 위기 때에도 좋은 영향을 주었다. 달의 주민인 레포릿과 신뢰를 쌓은 일이나, 문브뤼다의 부모와 재회한 일. 이 모두가 마도선 '라그나로크'의 완성으로 이어져, 이윽고 절망에 맞서는 힘이 되었던 것이다."
41,"브리트라"
42,"브리트라"
43,"라자한 태수"
