#,Name,Question,PopRange,ConditionSuccessEvent,ConditionFailEvent,ConfirmEvent,TerritoryType,WarpCondition,WarpLogic,StartCutscene,EndCutscene,CanSkipCutscene
131190,'마대륙 아지스 라'로 이동,'마대륙 아지스 라'로 이동하시겠습니까?,5836085,592254,0,0,402,1,1,0,0,False
131191,,'성 앙달림 신학원'으로 들어가시겠습니까?,5821242,592255,0,0,427,1,1,0,0,False
131192,,'포르탕 저택'으로 들어가시겠습니까?,5822004,592256,0,0,433,1,1,0,0,False
131193,,'성 앙달림 신학원'에서 나가시겠습니까?,5827748,0,0,0,419,1,1,0,0,False
131194,,'신전기사단 총장실'에서 나가시겠습니까?,5827491,0,0,0,418,1,1,0,0,False
131195,,'포르탕 저택'에서 나가시겠습니까?,5827750,0,0,0,419,1,1,0,0,False
131196,,'나풀깃 투기장'에서 나가시겠습니까?,5827495,0,0,0,418,1,1,0,0,False
131197,,"'이슈가르드 비공정 승강장'으로 이동하시겠습니까?
이용 요금: 무료",5835975,592257,0,0,419,1,1,0,0,False
131198,,'이슈가르드 비공정 승강장'으로 이동하시겠습니까?,5835975,0,0,0,419,1,1,0,0,False
131199,,'드라바니아 구름바다'로 이동하시겠습니까?,5836077,592259,0,0,400,1,1,0,0,False
131200,,'고지 드라바니아'로 이동하시겠습니까?,5836076,0,0,0,398,1,1,0,0,False
131201,,'마토야의 동굴'로 들어가시겠습니까?,5851087,0,0,0,463,1,1,0,0,False
131202,,'마토야의 동굴'에서 나가시겠습니까?,5822097,0,0,0,399,1,1,0,0,False
131203,,'이슈가르드 비공정 승강장'으로 이동하시겠습니까?,5835975,0,0,0,419,1,1,0,0,False
131204,,,5878288,0,0,0,429,5,9,0,0,False
131205,,나가시겠습니까?,5878405,0,0,0,418,1,1,0,0,False
131206,,'공물 구멍'에서 나가시겠습니까?,5857271,0,0,0,398,1,1,0,0,False
131207,,'알파 구역'으로 이동하시겠습니까?,5890154,0,0,0,402,1,1,0,0,False
131208,,'베타 구역'으로 이동하시겠습니까?,5890159,0,0,0,402,1,1,0,0,False
131209,,'베타 구역'으로 이동하시겠습니까?,5890166,0,0,0,402,1,1,0,0,False
131210,,'감마 구역'으로 이동하시겠습니까?,5890180,0,0,0,402,1,1,0,0,False
131211,,'감마 구역'으로 이동하시겠습니까?,5890183,0,0,0,402,1,1,0,0,False
131212,,'델타 구역'으로 이동하시겠습니까?,5890184,0,0,0,402,1,1,0,0,False
131213,,'마대륙 중추부'에서 나가시겠습니까?,5867863,0,0,0,402,1,1,0,0,False
131214,,'알렉산더 결절점'에서 나가시겠습니까?,5959290,0,0,0,399,1,1,0,0,False
131215,,'고르디우스의 매듭'에서 나가시겠습니까?,5959290,0,0,0,399,1,1,0,0,False
131216,대화,'개발실'로 이동하시겠습니까?,6034535,592868,0,0,504,31,1,0,0,False
131217,개발실에서 나가기,'개발실'에서 나가시겠습니까?,6034570,0,0,0,130,1,1,0,0,False
131218,,"샛길을 이용해서
'저지 드라바니아'로 이동하시겠습니까?",6045307,0,0,0,399,1,1,0,0,False
131219,,'쌍사당 막사'에서 나가시겠습니까?,6215554,0,0,0,132,1,1,0,0,False
131220,,'길안내하는 모험가' 앞으로 이동하시겠습니까?,6235159,0,593136,0,399,32,1,0,0,False
131221,,'알렉산더 결절점'에서 나가시겠습니까?,6236358,0,0,0,399,1,1,0,0,False
131222,,'미다스의 매듭'에서 나가시겠습니까?,6236358,0,0,0,399,1,1,0,0,False
131223,,'가두리 계류기지'로 이동하시겠습니까?,6256320,0,0,0,567,1,1,0,0,False
131224,,'아발라시아 구름바다'로 이동하시겠습니까?,6256553,0,0,0,401,1,1,0,0,False
131225,,'레오파드의 방'으로 들어가시겠습니까?,6256675,0,0,0,568,1,1,0,0,False
131226,,'레오파드의 방'에서 나가시겠습니까?,6256329,0,0,0,567,1,1,0,0,False
131227,,'가두리 섬'으로 이동하시겠습니까?,6256327,0,0,0,567,1,1,0,0,False
131228,,'비공정 발착장'으로 이동하시겠습니까?,6256326,0,0,0,567,1,1,0,0,False
131229,'이슈가르드'로 이동,"'이슈가르드'로 이동하시겠습니까?
이용 요금: 150길",5835975,0,0,590453,419,33,1,0,0,False
131230,'이슈가르드'로 이동,"'이슈가르드'로 이동하시겠습니까?
이용 요금: 150길",5835975,0,0,590454,419,33,1,0,0,False
131231,'이슈가르드'로 이동,"'이슈가르드'로 이동하시겠습니까?
이용 요금: 150길",5835975,0,0,590455,419,33,1,0,0,False
131232,'울다하'로 이동,"'울다하'로 이동하시겠습니까?
이용 요금: 150길",4103339,0,0,592480,130,33,1,0,0,False
131233,'그리다니아'로 이동,"'그리다니아'로 이동하시겠습니까?
이용 요금: 150길",4103382,0,0,592480,132,33,1,0,0,False
131234,'림사 로민사'로 이동,"'림사 로민사'로 이동하시겠습니까?
이용 요금: 150길",4103399,0,0,592480,128,33,1,0,0,False
131235,,'이슈가르드'로 이동하시겠습니까?,5827477,0,0,0,418,1,1,0,0,False
131236,,'망자의 궁전'에서 나가시겠습니까?,6385473,0,0,0,153,1,1,0,0,False
131237,'이슈가르드'로 이동,"'이슈가르드'로 이동하시겠습니까?
이용 요금: 150길",5835975,0,0,592480,419,33,1,0,0,False
131238,'골드 소서'로 이동,"'골드 소서'로 이동하시겠습니까?
이용 요금: 무료",5649379,0,0,592264,144,34,1,0,0,False
131239,,'중앙 관제실'에서 나가시겠습니까?,6485807,0,0,0,399,1,1,0,0,False
131240,대화,'소아병동'으로 이동하시겠습니까?,6483471,593427,593426,0,611,35,1,0,0,False
131241,,'소아병동'에서 나가시겠습니까?,6483427,0,0,0,131,1,1,0,0,False
131242,,'중추 대동력실'에서 나가시겠습니까?,6485807,0,0,0,399,1,1,0,0,False
131243,,'흑와단 막사'에서 나가시겠습니까?,6515006,0,0,0,128,1,1,0,0,False
131244,,'불멸대 막사'에서 나가시겠습니까?,6515008,0,0,0,130,1,1,0,0,False
131245,,,6654103,0,0,0,629,5,10,0,0,False
131246,,나가시겠습니까?,6654162,0,0,0,628,1,1,0,0,False
131247,,'오메가 관제실'에서 나가시겠습니까?,6728838,0,0,0,156,1,1,0,0,False
131248,,,6663537,593638,0,0,641,1,1,0,0,False
131249,,,6654210,593640,593639,0,628,36,1,0,0,False
131250,,'아마리세 감시초소'로 이동하시겠습니까?,6873899,593642,0,0,152,1,1,0,0,False
131251,,'카스트룸 오리엔스'로 이동하시겠습니까?,6873933,593643,0,0,612,1,1,0,0,False
131252,,"'림사 로민사'로 이동하시겠습니까?
이용 요금: 300길",6873901,0,0,593644,129,37,1,0,0,False
131253,,"'쿠가네'로 이동하시겠습니까?
이용 요금: 300길",6874066,0,0,593645,628,37,1,0,0,False
131254,,'비르잘라 건곡' 방면으로 이동하시겠습니까?,6873937,593646,0,0,612,1,1,0,0,False
131255,,'장창 폭포'로 이동하시겠습니까?,6873936,593647,0,0,612,1,1,0,0,False
131256,,'알라미고인 거주구'로 이동하시겠습니까?,6873958,593648,0,0,621,1,1,0,0,False
131257,,'지하수로'로 이동하시겠습니까?,6873957,593649,0,0,621,1,1,0,0,False
131258,,'알라미고인 거주구'로 이동하시겠습니까?,6873954,593650,0,0,621,1,1,0,0,False
131259,,'알라미고인 거주구'에서 나가시겠습니까?,6873952,593651,0,0,621,1,1,0,0,False
131260,,'울다하 무역상관 응접실'에서 나가시겠습니까?,6874048,0,0,0,628,1,1,0,0,False
131261,'울다하 무역상관 응접실'로 이동,'울다하 무역상관 응접실'로 들어가시겠습니까?,6874031,593652,0,0,639,1,1,0,0,False
131262,,'쿠가네 비공정 승강장'으로 이동하시겠습니까?,6874050,0,0,0,628,1,1,0,0,False
131263,,'쿠가네 비공정 승강장'에서 나가시겠습니까?,6874054,0,0,0,628,1,1,0,0,False
131264,'열사암'으로 이동,'열사암'으로 들어가시겠습니까?,6874512,593655,0,0,681,1,1,0,0,False
131265,,'열사암'으로 들어가시겠습니까?,6874127,593656,0,0,614,1,1,0,0,False
131266,,'열사암'에서 나가시겠습니까?,6874125,593657,0,0,614,1,1,0,0,False
131267,,'도마 도읍지'로 이동하시겠습니까?,6877425,593661,0,0,682,1,1,0,0,False
131268,,'무이강 유역'으로 이동하시겠습니까?,6877422,593660,0,0,614,1,1,0,0,False
131269,,'여명의 옥좌'에서 내려가시겠습니까?,6874086,593658,0,0,622,1,1,0,0,False
131270,,'여명의 옥좌'로 올라가시겠습니까?,6874087,593659,593665,0,622,38,1,0,0,False
131271,,'황제의 감시탑'으로 이동하시겠습니까?,6889710,593662,0,0,620,1,1,0,0,False
131272,,'황제의 감시탑'에서 나가시겠습니까?,6889712,593663,0,0,620,1,1,0,0,False
131273,,'자난 카트 지하제단'에서 나가시겠습니까?,6890265,0,0,0,612,1,1,0,0,False
131274,,'림사 로민사'로 이동하시겠습니까?,6873901,0,0,0,129,1,1,0,0,False
131275,,'상처투성이 대장부' 앞으로 이동하시겠습니까?,6938717,0,593703,0,612,39,1,0,0,False
131276,,'옥상정원'에서 나가시겠습니까?,6988578,0,0,0,621,1,1,0,0,False
131277,,문 반대편으로 이동하시겠습니까?,6889710,0,0,0,620,1,1,0,0,False
131278,,문 반대편으로 이동하시겠습니까?,6889712,0,0,0,620,1,1,0,0,False
131279,,'차원의 틈'에서 나가시겠습니까?,6999027,0,0,0,612,1,1,0,0,False
131280,,'모르디온 감옥'에서 나가시겠습니까?,7073364,0,0,0,140,1,1,0,0,False
131281,,'대도구실'로 이동하시겠습니까?,7078657,594538,0,0,735,1,1,0,0,False
131282,,'쿠가네'로 이동하시겠습니까?,7082407,0,0,0,628,1,1,0,0,False
131283,,'함교'로 이동하시겠습니까?,7080658,0,0,0,736,1,1,0,0,False
131284,,'대도구실'로 이동하시겠습니까?,7080809,0,0,0,735,1,1,0,0,False
131285,,'알라미고 왕궁'에서 나가시겠습니까?,7083135,0,0,0,621,1,1,0,0,False
131286,,'초월기술 연구소'에서 나가시겠습니까?,7102724,0,0,0,621,1,1,0,0,False
131287,,'공중정원'으로 이동하시겠습니까?,7151251,594578,0,0,740,1,1,0,0,False
131288,,'공중정원'에서 나가시겠습니까?,7103377,0,0,0,621,1,1,0,0,False
131289,,'알라미고 왕궁'에서 나가시겠습니까?,7083135,594628,0,0,621,1,1,0,0,False
131290,,"'사카즈키 섬'으로 이동하시겠습니까?
이용 요금: 30길",7156750,594638,0,594639,613,40,1,0,0,False
131291,,"'오노코로 섬'으로 이동하시겠습니까?
이용 요금: 30길",7156756,594640,0,594641,613,40,1,0,0,False
131292,,'도마 도읍지'로 이동하시겠습니까?,7164043,593661,0,0,739,1,1,0,0,False
131293,,'도마 도읍지'로 이동하시겠습니까?,7182462,594559,0,0,759,1,1,0,0,False
131294,,'귀연관'에서 나가시겠습니까?,7226681,0,0,0,759,1,1,0,0,False
131295,'레이센 신사'로 이동,'레이센 신사'로 이동하시겠습니까?,7239198,594756,0,0,764,1,1,0,0,False
131296,,'얀샤'로 이동하시겠습니까?,7343563,0,0,0,614,1,1,0,0,False
131297,,'레이센 신사'에서 나가시겠습니까?,7239363,594754,0,0,613,1,1,0,0,False
131298,,'천궁탑'에서 나가시겠습니까?,7420749,0,0,0,613,1,1,0,0,False
131299,,'비르잘라 건곡' 방면으로 이동하시겠습니까?,6873937,594718,0,0,612,1,1,0,0,False
131300,,프리마비스타의 '함교'로 돌아가시겠습니까?,7080658,594829,0,0,736,1,1,0,0,False
131301,,'도로 일로'에서 내려가시겠습니까?,7447849,594861,0,0,622,1,1,0,0,False
131302,,'도로 일로'로 올라가시겠습니까?,7448849,594860,0,0,622,1,1,0,0,False
131303,,'폐가'로 들어가시겠습니까?,7672498,594983,0,0,809,1,1,0,0,False
131304,,'폐가'에서 나가시겠습니까?,9383310,0,0,0,133,1,1,0,0,False
131305,,'기라바니아 호반지대'로 이동하시겠습니까?,7743671,0,0,0,621,1,1,0,0,False
131306,,'기라바니아 호반지대'로 이동하시겠습니까?,7743671,0,0,0,621,1,1,0,0,False
131307,,'울부짖는 눈 석탑군'에서 나가시겠습니까?,7761499,0,0,0,132,1,1,0,0,False
131308,,'대도구실'에서 프리마비스타의 극단 단원들을 기다리시겠습니까?,7078657,596781,0,0,735,1,1,0,0,False
131309,,'대도구실'로 이동하시겠습니까?,7830042,0,0,0,828,1,1,0,0,False
131310,,'발 강 원류'로 이동하시겠습니까?,7848800,0,0,0,827,1,1,0,0,False
131311,,'성견의 방'에서 나가시겠습니까?,7878066,0,0,0,819,1,1,0,0,False
131312,,나가시겠습니까?,7878085,0,0,0,819,1,1,0,0,False
131313,,'나뭇가지층'으로 이동하시겠습니까?,7878501,596477,0,0,820,1,1,0,0,False
131314,'나무뿌리층'으로 이동,'나무뿌리층'으로 이동하시겠습니까?,7878500,596478,0,0,820,1,1,0,0,False
131315,,'성견의 방'으로 이동하시겠습니까?,7878732,596475,596176,0,844,43,1,0,0,False
131316,대화,,7877999,0,0,0,843,41,11,0,0,False
131317,,'무의 대지'로 이동하시겠습니까?,7933894,0,0,0,878,1,1,0,0,False
131318,,'아므 아랭'으로 이동하시겠습니까?,7933164,0,0,0,815,1,1,0,0,False
131319,,'에덴 중추'로 이동하시겠습니까?,7932479,0,0,0,857,1,1,0,0,False
131320,,'무의 대지'로 이동하시겠습니까?,7932937,0,0,0,878,1,1,0,0,False
131321,,'태도가 부드러운 전직 병사' 곁으로 이동하시겠습니까?,7935659,0,595193,0,814,42,1,0,0,False
131322,,'시르쿠스 협간'으로 이동하시겠습니까?,8010128,596573,0,0,842,1,1,0,0,False
131323,,'은빛눈물 호수 북부'로 이동하시겠습니까?,8010132,0,0,0,156,1,1,0,0,False
131324,,장치를 만져서 '제1세계'로 이동하시겠습니까?,8010063,596472,0,0,844,1,1,0,0,False
131325,'원초세계'로 이동,'원초세계'로 이동하시겠습니까?,8010129,0,0,0,842,1,1,0,0,False
131326,,'콜루시아 섬'으로 이동하시겠습니까?,8010180,0,0,0,814,1,1,0,0,False
131327,,'템페스트'로 이동하시겠습니까?,8010338,0,0,0,818,1,1,0,0,False
131328,,'원초세계'로 이동하시겠습니까?,8010129,596473,0,0,842,1,1,0,0,False
131329,'콜루시아 섬'으로 이동,'콜루시아 섬'으로 이동하시겠습니까?,8015551,596474,0,0,814,1,1,0,0,False
131330,,'최상단'으로 이동하시겠습니까?,8015653,596479,0,0,814,1,1,0,0,False
131331,,'최하단'으로 이동하시겠습니까?,8015648,596480,0,0,814,1,1,0,0,False
131332,,'크리스타리움'으로 이동하시겠습니까?,8015796,596482,0,0,819,1,1,0,0,False
131333,,'템페스트'로 이동하시겠습니까?,8016454,596481,0,0,818,1,1,0,0,False
131334,,'콜루시아 섬'으로 이동하시겠습니까?,8015677,0,0,0,814,1,1,0,0,False
