key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
589833,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,True,False,False,"이곳은 숲과 정령의 은총으로 세워진 신성한 도시 그리다니아.
위대한 자연에 항상 감사하며 숙연한 마음가짐으로 행동하라.","안녕하십니까!","테스트를 시작하겠습니다"
589834,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,True,False,False,"기본 서기 및 서기 전용 반응 테스트
고유→기본 서기→서기 전용 반응","0","0"
589835,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"하늘이 보이네요……! 대단해요!","0","0"
589836,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"보시다시피 저는 시인입니다.","한 곡 불러드릴까요?","0"
589837,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"나는 퀘스트 의뢰밖에
할 줄 모르는 ENPC다.","0","0"
589838,0,1,1,2,2,784,809,786,1,1,1,0,0,0,0,0,0,False,False,False,"페이지 넘기기 테스트를 실시하겠습니다. 1페이지.","2페이지.","3페이지."
589839,0,1,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"행 바꾸기 테스트를 실시하겠습니다.
행 바꾸기를 완료했습니다.","0","0"
589840,0,1,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"……이봐, 알고 있어?
메구로라는 땅에
정말 잘하는 고깃집이 있다는군.","0","0"
589841,0,1,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"기본 대화 테스트입니다.","0","0"
589842,0,1,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"기본 대화 테스트이어요!","0","0"
589843,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"기본 대화 테스트일세.","0","0"
589844,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"미안, 지금 좀 바쁘거든.
잠깐 기다려줄래?","……응? 처음 보는 얼굴이네.
그리다니아에 막 도착했다면
칼라인 카페에 가서 모험가 등록부터 하는 게 좋을 거야.","0"
589845,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"네놈이 지금 당장 해야 할 일은
모험가 길드 '칼라인 카페'에 가서
마스터인 '뮨'에게 말을 거는 거다.","모험가로서 숲의 도시 그리다니아에 발을 들였다면
우리 귀곡부대가 내리는 지시에 따라야 한다.
자, 알았으면 얼른 가.","0"
589846,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"또 '모험가'로군.
그리다니아에도 외지인이 부쩍 늘었어…….","'모험가'가 일을 도와주는 건 고맙지만
낯선 얼굴이 많이 보이면 아무래도 불안하거든.","0"
589847,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"이곳은 숲과 정령의 은총으로 세워진 신성한 도시 그리다니아.
위대한 자연에 항상 감사하며 숙연한 마음가짐으로 행동하라.","0","0"
589848,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"여기는 숲과 정령의 은총으로 세워진 신성한 도시 그리다니아.","숲 밖에서 온 방문자여.
쓸데없는 소동을 일으켜 주민을 위협하지 않도록 하라.","0"
589849,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"그리다니아 놈들은
눈앞에 있는 우리 '모험가'보다
보이지도 않는 '정령'을 더 신뢰하는 모양이야.","0","0"
589850,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"그거 알아? '정령'은 화나게 하면 모습을 드러낸대.
꼭 한번 직접 보고 싶군.","0","0"
589851,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"'칼라인 카페'에 온 걸 환영해.
여기는 그리다니아에 모인 모험가들이 쉬어가는 곳.","제7재해로 인해 상처 입은 숲을 치유하려면
너희 모험가의 도움이 필요하지.
부디 우리의 힘이 되어줘.","이방인을 곱지 않은 시선으로 보는 사람도 있지만
그들도 생각을 바꾸려고 노력하고 있어…….
너희가 좋은 계기가 되어주길 기대할게."
589852,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589853,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589854,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589855,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"여기는 '쌍사당' 통합사령부.
'쌍사당'이란 그리다니아의 군사, 경제,
산업을 통괄하는 조직 '총사령부'를 지칭하는 이름이다.","0","0"
589856,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589857,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589858,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"명심하세요……. 지금은 참고 견뎌야 할 때입니다.
괴롭고 힘들수록 마음을 단단히 먹으십시오.","정령은 언제나 우리 곁에 있습니다.
카느 에 센나 님을 믿으며 맡은 바 의무를 다합시다.","0"
589859,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589860,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"아이들과 노는 것도
목수에게는 중요한 공부라는데……
흐음, 영문을 모르겠어…….","0","0"
589861,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,"0","0","0"
589862,0,1,0,0,0,0,757,0,0,1,0,0,0,0,0,0,0,False,False,False,"………….","……엄마가
모르는 사람이랑 이야기하지 말랬어…….","0"
589863,0,1,2,0,0,764,0,0,1,1,0,0,0,0,0,0,0,False,False,False,"도토리 놀이터에 있는 아이들에게는
여러 가지 '사정'이 있어요.","어른이 안 계실 때는
제가 다른 애들을 돌봐야 해요.
이 중에서 제일 '형'이거든요.","0"
589864,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,"0","0","0"
589865,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,"0","0","0"
589866,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589867,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"그리다니아는 검은장막 숲의 일부이니라.","도시에 있을 때나 도시를 떠나 있을 때나
숲과 정령에 대한 감사를 잊어선 아니 되리니.","0"
589868,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"여기는 수확한 곡물을 보관하는 창고다.
내 눈에 흙이 들어가기 전엔 청설모 한 마리 들이지 않겠다!","0","0"
589869,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589870,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"여기 '칼라인 카페' 마스터
뮨 님의 이야기는 잘 들어두는 게 좋아.","왠지 불편한 사람이라고 싫어하는 녀석도 있지만
뮨 님이 없으면 모험가들은 꽤 힘들어질걸.","0"
589871,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"안녕하세요.
집사 고용창구입니다.","대단히 죄송합니다만
지금은 이용할 수 없습니다.","0"
589872,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"여기는 '배넉 연병장'.
귀곡부대나 신궁부대가 쌍사당 신병을 교육하는 곳이다.","견학은 자유지만 수행 중인 병사들을 방해하지 않도록 조심해.","0"
589873,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589874,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"여기는 궁술사 길드야.
엘레젠족 궁병이나 미코테족 사냥꾼들이
먼 옛날부터 계승해온 기술을 가르치고 있지.","나는 길드 가입 수속을 담당하고 있으니까
용건이 있으면 언제든지 말해.","0"
589875,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589876,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"그리다니아가 자랑하는 궁술은
우리 엘레젠족 활잡이들이
오랜 역사 속에서 갈고닦아온 기술이다.","일개 모험가가 이렇게 명예로운 기술을
배울 수 있다니, 정말 영광스러운 일이지.","0"
589877,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"이렇게 수행을 견학하는 것도 나름 도움이 되지.
하지만 난 숲 속에서 몸을 움직이는 게 더 좋더라고.","0","0"
589878,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589879,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589880,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"미 케토 야외음악당은
일반시민뿐만 아니라 모험가도 자유롭게 이용할 수 있어.","위대한 음악가 '미 케토'와
신규 건축에 공헌한 분들께 감사하는 마음을 잊지 말고
깨끗이 사용해야 해.","0"
589881,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"5년 전, 술사 한 명이 여기 서서
갈레말 제국의 계획에 대항하기 위해
전 에오르제아 모험가에게 협력을 요청했다고 해.","그는 지금 어디서 뭘 하고 있을까?
직접 만나서 이야기를 나누고 싶어.","0"
589882,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"……날 그냥 내버려둬.
함께 무대에 서던 친구, 내 힘이 되어주던 아내.
날 사랑해준 이들은 전부 내 곁을 떠났어.","0","0"
589883,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"이 앞은 그리다니아 명사 주거지다.
일반인은 들어갈 수 없어.
네놈 같은 모험가는 두말할 것 없지.","자기 주제를 파악했으면
당장 돌아가라.","0"
589884,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589885,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589886,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"창술사 길드에 오신 걸 환영합니다.
창 다루는 기술은 물론, 어떤 상황에서도
동요하지 않는 용기를 기르는 곳이죠.","저는 창술사 길드 가입 안내를 담당하고 있습니다.
용건이 있으시면 언제든지 말씀하세요.","0"
589887,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"이 앞은 귀곡부대 주둔소다.
모험가는 함부로 들어갈 수 없는 곳이니
용건이 없다면 신속히 돌아가라.","0","0"
589888,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589889,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"아무래도 그리다니아 상인은
'장사'라는 것에 거부감을 가지는 모양이야.","좋은 상품을 세상에 선보이고 많은 사람에게 전하는 것.
그것이야말로 상품에 대한 예의이자
상인의 사명인데 말이지.","0"
589890,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589891,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"이 언덕 아래에 있는 나루터에서
배를 타면 검은장막 숲 동쪽으로 갈 수 있어.","벌꿀 마당이나 아홉덩굴 숲에 용건이 있으면
선장에게 부탁해봐.","0"
589892,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589893,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"울다하에서 왔다는 상인 말인데……
대체 언제까지 눌러앉아 있을 셈이지?","입만 열면 손익이 어쩌고저쩌고.
머릿속이 주판으로 되어있는 거 아냐?","0"
589894,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"여기는 그리다니아에서 가장 큰 상점가다.
북쪽 '흑단나무 상점가'는 잡화나 약품,
남쪽 '자단나무 상점가'는 무기나 방어구를 취급하지.","0","0"
589895,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"그리다니아가 자랑하는 가죽공예가들의
기술과 정신을 가슴 속 깊이 새기도록.","0","0"
589896,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589897,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,True,True,False,"숲이 변하면 그곳에 사는 존재들도 변하며
생명의 흐름이 크게 흔들리지.","하지만 그럴 때일수록 숲을 두려워해선 안 된다.
변화하는 생명을 지켜보는 것이야말로
그리다니아에 터전을 잡은 우리의 사명이니까.","0"
589898,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"여기는 가죽공예가 길드입니다.
짐승이나 마물의 가죽을 이용해 각종 물품을 만들어내는
가죽공예가들이 모인 길드죠.","0","0"
589899,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"너도 그리다니아 가죽공예품에 관심이 있어서 왔나?
우리 가죽가방 품질은 울다하에서도 알아줄 만큼 유명하지.","길드원 중에서도 특히 실력 좋은 장인이 만든 물건은
가죽공예 브랜드 '펜이르'의 이름을 달고
고가에 거래되고 있어.","공방 바로 앞에 브랜드 상점이 있으니까
내키면 한번 둘러봐."
589900,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"응? 미안, 오늘은 쉬는 날이야.
아~ 매일 노는 날이면 얼마나 좋을까…….","0","0"
589901,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589902,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"잠깐, 무슨 짓이야?
거기 있는 화분을 함부로 만지면 어떡해.
떨어뜨려 부서지기라도 하면 큰일이잖아.","0","0"
589903,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","원예가가 되고 배운 게 있어.
아름다운 꽃을 피우려면
꾸준한 노력이 필요하다는 거.","0"
589904,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589905,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"여기는 비옥토 농장.
원예가 길드 소속 원예가들이 운영하는 곳이지.","0","0"
589906,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"외지인은 참 잘났어.
꽃 한 송이도 못 돌보는 주제에 입만 살았다니까.","0","0"
589907,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"자, 조용히.
당신의 마음속을 조용하게 하십시오.","여긴 정령의 목소리를 듣는 신선한 장소.
정령들을 자극하지 않도록
평온한 마음으로 명상에 잠기십시오.","0"
589908,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589909,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589910,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589911,0,1,2,0,0,764,0,0,1,1,0,0,0,0,0,0,0,False,False,False,"잡념을 버리고
당신을 둘러싼 존재의 숨결을 느껴보세요…….","당신의 마음 깊은 곳에 자리한
환술의 감각을 연마하십시오.","0"
589912,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"정말, 파르아르 아저씨는
언제까지 날 어린애 취급하실까.","0","0"
589913,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"메마마 녀석, 또 멋대로 집을 나온 모양이야.
부모님께 연락하라고 타일러도
도무지 들을 생각을 안 한다니까.","0","0"
589914,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589915,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"안녕하세요.
여긴 순환 비공정 승강장입니다.","0","0"
589916,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"……죄송합니다.
탑승 허가증을 소지하지 않은 손님은
비공정을 이용하실 수 없습니다.","0","0"
589917,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"어서 오세요, 그리다니아 비공정 승강장입니다.
순환 비공정에 관해 궁금한 점이라도 있으신가요?","0","0"
589918,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589919,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589920,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589921,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589922,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589923,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589924,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"자연과 정령의 가르침을 전하고 이끄는 곳,
환술사 길드에 오신 걸 환영합니다.","저는 환술사 길드 가입 수속을 담당하고 있습니다.
용건이 있으시면 무엇이든 물어보세요.","0"
589925,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589926,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","으으…… 아야야야……","0"
589927,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"저희 어진나무 명상굴 환술사는
부상자나 병자 치료, 신탁 의식을 행하는
도사님을 돕고 있습니다.","그리다니아를 위해 헌신하는 것은
저희에게 무엇보다 큰 기쁨입니다.","0"
589928,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"이 앞은 신궁부대 집합소.
관계자 외에는 들어갈 수 없다.","0","0"
589929,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589930,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"왜 궁술사 길드에 왔느냐고?
궁술사는 적에게 접근하지 않아도 되니까 안전하잖아.","0","0"
589931,0,1,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589932,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589933,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"저는 목수 길드 안내 담당자입니다.
가구나 식기 등 일용품은 물론 무기와 방어구까지
모든 목공 제품을 취급하지요.","0","0"
589934,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,True,True,True,"무기면 무기, 가구면 가구.
목적에 따라 필요한 나무가 달라.","같은 나무로 만든 목재라도
어느 부분을 어떻게 가공하느냐에 따라 천차만별이거든.
그걸 이해해야만 진정한 목수가 될 수 있지.","0"
589935,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"때로는…… 나무의 따스함으로……
싸움에 지친 몸을…… 치유하세요…….","0","0"
589936,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589937,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"으, 으아아아……
아무리 발버둥 쳐도 선생님께서 보여주신
그 아름다운 곡선을 재현할 수 없어!!","0","0"
589938,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589939,0,1,0,0,1,0,0,755,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589940,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"귀곡부대나 신궁부대가 쓰고 있는 가면 말이야…….
그건 정체를 감추기 위한 가면이라는군.
임무 내용에 따라 정령의 분노를 살 수도 있거든.","하지만 그런다고 효과가 있을까?
뭐, 마음의 위안 같은 거겠지.","0"
589941,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589942,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"역시 창술사 길드에 주둔소 연습장을 빌려주길 잘했군…….","우수한 창 사용자들이 한자리에 모여
서로 기술을 보완하고 단련하면
우리 귀곡부대 전력상승으로 이어질 테니까.","0"
589943,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"올해 신인은 소질이 있어.
이 길드에서 수련을 쌓으면
얼마나 발전할지 벌써 기대되는군.","0","0"
589944,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589945,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589946,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"여기는 도시 치안을 책임지는 '귀곡부대' 주둔소.
부속 시설로 창술사 길드가 있다.","귀곡부대의 분위기를 곁에서 느끼니까
창술사들 또한 긴장하지 않을 수 없겠지.","0"
589947,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"5년 전 재해 때문에 많은 상인이 가게를 접었습니다.
지금은 비어버린 상점가 절반을
울다하 상인에게 임대하고 있지요.","덕분에 활기는 되찾았지만
이번에는 상인 사이에 충돌이 끊이지 않아요…….
뭔가 대책을 세워야 할 것 같습니다.","0"
589948,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"나와 내 동생 아드르포르가 자단나무 상점가를 관리하고
교역상인 리슈슈가 흑단나무 상점가를 관리하지.
그리고 상점가를 대표하는 인물이 파르세몽트레 영감이야.","동생은 리슈슈가 괜찮은 녀석이라는데……
난 왠지 맘에 들지 않아.
……특별히 이유는 없는데, 느낌이 그래.","0"
589949,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"여기는 에테라이트 광장.
그리다니아 도시 내 이동의 중심지다.","5년 전에 일어난 재해로 인해 손상된 전송망을
재정비하면서 이곳으로 옮기게 되었지.
오랜만에 오는 모험가라면 헤맬지도 모르겠군.","0"
589950,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"여기가 왜 '아프칼루 폭포'라 불리는지 알아?","옛날 옛적에 이 주변 물가에서
아프칼루라는 마물을 사육하려고 했대.
결국 실패한 모양이지만.","0"
589951,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"총사령부 '쌍사당' 출범식도
이 야외음악당에서 열렸다고 해.
물론 새로 건축하기 전 이야기지.","0","0"
589952,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"내가 카느 에 센나 님을 처음 본 건
'쌍사당' 출범식 때야.","늠름한 자태와 맑게 울려 퍼지는 목소리,
지금도 눈을 감으면 생생하게 떠올라.","0"
589953,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"원예가는 화초를 키우는 입장이지만
그 과정에서 많은 걸 보고 느끼지…….
그렇게 보면 화초 역시 원예가를 키우는 게 아닐까 싶어.","0","0"
589954,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"여기로 나가면 도시 밖이다.
목적지가 숲언덕 공방이라면 북쪽으로,
가을박 마을이라면 서쪽으로 가라.","0","0"
589955,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589956,0,1,1,1,0,755,755,0,1,1,1,0,0,0,0,0,0,False,False,False,"올 시즌 뻣뻣꼬리 마멋 가죽 가방은
이미 예약이 끝났습니다.","밀렵을 막기 위해 내년에 사냥 금지가 해제될 때까진
가방 제작도 제한하고 있거든요.","0"
589957,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"내가 이 뻣뻣꼬리 마멋 가죽을 구하느라
얼마나 고생했는지 알아?
그깟 가방 하나 만드는 게 뭐 그리 대단한 일이라고!","0","0"
589958,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"이곳 그리다니아 가죽공예가 길드는
품질 높은 가죽 제품으로 유명하지.","그중에서도 숙련된 장인이 출품하는 가게,
공예품점 '펜이르' 상품은 예약만 해도 2년을 기다려야 해.
우리 귀곡부대가 직접 경비를 담당하는 이유를 알겠지?","저기 있는 남자도
이제 그만 포기하는 게 좋을 텐데……."
589959,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589960,0,1,0,1,0,0,755,0,0,1,1,0,0,0,0,0,0,False,False,False,"…………","…………저리 가, 더워.","0"
589961,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"지금은 작고 어린 새싹이지만
이윽고 위대한 숲의 일부가 되어
돌고 도는 은혜를 베풀지…….","이렇게 거대한 순환 속에서
인간도 마물도 동등한 하나의 생명임을
절실히 느껴.","0"
589962,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589963,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589964,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"어서 오세요, 공예품점 '펜이르'입니다!","아, 예약 손님이 아니군요?
이를 어쩌나, 우리는 주문 생산만 하는데.","0"
589965,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"이히히.
이걸 림사 로민사에서 되팔면 3배……
아니, 적어도 4배는……","……이런, 들리셨나요?
그럴 리가요, 전 음흉한 속셈 같은 건
조금도 없답니다.","0"
