key,0,1,2,3,4
98,664,"誰がための祈り","",98,345
99,665,"原初の呼応","",99,345
100,666,"森に仇なす者","",100,345
101,667,"商機を握る豆","",101,345
102,668,"盗まれし魂","",102,345
103,673,"三重の幻術皇","",103,345
104,674,"扉を叩くモノ","",104,345
105,675,"眠れない冒険者たち","",105,345
106,676,"お偉い呪術士先生","",106,345
107,678,"すべてはお客様のために","",107,345
108,679,"ミリオンシード","",108,345
109,680,"汚点","",109,345
110,681,"さらわれた呪術士","",110,345
111,682,"かなしみの呪術士","",111,345
112,683,"泣きっ面に花","",112,345
113,684,"キャンプ・ホライズンからの伝令","",113,345
114,685,"背徳の名","",114,345
115,686,"わさわさコブラン","",115,345
116,689,"新商品で巻き返せ","",116,345
117,694,"つわものなる者たち","",117,345
118,705,"安らぎのゆくえ","",118,345
119,706,"生命の境界","",119,345
120,707,"最後の群民","",120,345
121,725,"黄金の加護","",121,345
122,726,"呪剣に秘められし盟約","",122,345
123,727,"海霧にひそむ闇市","",123,345
124,733,"突撃！　噂の魔物！","",124,345
125,734,"収穫奉納祭事","",125,345
126,735,"定めにあらがう乙女","",126,345
127,736,"銀波に消えた秘宝","",127,345
128,743,"海風の警告","",128,345
129,744,"荒波を撃ち抜く弾丸","",129,345
130,745,"潮騒が運ぶ幸福","",130,345
131,752,"その賢者アルドバル","",131,345
132,753,"アマルジャの血","",132,345
133,754,"隣は何を掘る人ぞ","",133,345
134,755,"アマルジャの刃","",134,345
135,761,"マルセットの「スプリガンのひみつ」","",135,345
136,762,"神々の声はかく語りき","",136,345
137,763,"良薬口に苦し","",137,345
138,764,"マルセットの「ファンガーのひみつ」","",138,345
139,770,"奇妙なファンレター","",139,345
140,771,"オライオン号のおいしい積み荷","",140,345
141,772,"海賊様のワイン","",141,345
142,773,"芳しき海の男","",142,345
143,788,"降臨？　賢者のタマゴ！　（ウルダハ）","",143,345
144,789,"賢者のタマゴ　奪還大作戦　（ウルダハ）","",144,345
145,793,"降臨？　賢者のタマゴ！　（グリダニア）","",145,345
146,794,"賢者のタマゴ　奪還大作戦　（グリダニア）","",146,345
147,798,"紅蓮祭　-大炎獣ボンバード登場！-","",147,345
148,799,"守護天節　-いたずらインプ大脱走！-","",148,345
149,800,"星芒祭/雪人の儀","",149,345
150,801,"降神祭/消えた雪人","",150,345
151,803,"降臨？　賢者のタマゴ！　（リムサ・ロミンサ）","",151,345
152,804,"賢者のタマゴ　奪還大作戦　（リムサ・ロミンサ）","",152,345
153,808,"物品調達の仕事","",153,345
154,809,"霊窟にて待つ試練","",154,345
155,810,"お客様は老ゴブリン","",155,345
156,811,"想いが生み出す力","",156,345
157,812,"想いを繋ぐ力","",157,345
158,813,"想いを伝える力","",158,345
159,815,"道化の饗宴","",159,345
160,816,"軍需品調達・補給品調達の仕事","",160,345
161,817,"流砂の迷宮「カッターズクライ」","",161,345
162,818,"黄金の谷「オーラムヴェイル」","",162,345
163,820,"トトラク威力偵察指令","",163,345
164,821,"ゼーメル要塞奪還作戦","",164,345
165,822,"オーラムヴェイル霧中行軍","",165,345
166,823,"カッターズクライ流砂迷宮","",166,345
167,827,"旅館「とまり木」の約束","",167,345
168,828,"暗中の光明","",168,345
169,837,"宿屋「ミズンマスト」のお得意様","",169,345
170,838,"対価の報い","",170,345
171,839,"小月が導く事件の行方","",171,345
172,840,"勇者と事件と灰と剣","",172,345
173,847,"宿屋「砂時計亭」で消えた指輪","",173,345
174,848,"被疑者の男","",174,345
175,857,"季節クエスト（汎用）","",175,345
176,858,"再びのエッグハント","",176,345
177,859,"紅蓮祭　-大炎獣ボンバードの逆襲！-","",177,345
178,860,"季節クエスト（3国共通）","",178,345
179,861,"ハムレット補給","",179,345
180,862,"エリック博士の講義","",180,345
181,866,"旋風の試練","",181,345
182,867,"蘇る古の武器","",182,345
183,868,"おわりの名は希望","",183,345
184,869,"紅月下の闘い","",184,345
185,1200,"アバラシアから来た戦士","",254,347
186,1201,"壁をぶち壊せ","",255,347
187,1202,"原初のマグマ","",256,347
188,1203,"英雄巡礼","",257,347
189,1204,"腕くらべ","",258,347
190,1205,"いちばんの戦士","",259,347
191,1220,"さすらいのモンク","",260,347
192,1221,"青き古戦場","",261,347
193,1222,"不和から至る旋律","",262,347
194,1223,"チャクラの波紋","",263,347
195,1224,"無明の内地","",264,347
196,1225,"廃王の帰還","",265,347
197,1240,"白魔道士が導くもの","",266,347
198,1241,"光のあとに残るもの","",267,347
199,1242,"続く明日を語るもの","",268,347
200,1243,"瞬く希望を願うもの","",269,347
201,1244,"怒りの底に眠るもの","",270,347
202,1245,"無垢より満つるもの","",271,347
203,1260,"黒魔道士と黒の石","",272,347
204,1261,"時を告げし血","",273,347
205,1262,"異郷なる友","",274,347
206,1263,"いざないの霧","",275,347
207,1264,"道を求むる旅","",276,347
208,1265,"黒魔法の導き手","",277,347
209,1280,"ナイトの誓約","",278,347
210,1281,"慕いし背中","",279,347
211,1282,"失望と怒りと責任と","",280,347
212,1283,"交わる毒心","",281,347
213,1284,"交わらぬ心慮","",282,347
214,1285,"かざすは騎士の聖剣","",283,347
215,1300,"吟遊詩人の調べ","",284,347
216,1301,"弓兵の戦歌","",285,347
217,1302,"時神の境地","",286,347
218,1303,"罪深き愚者","",287,347
219,1304,"浄罪の地を求めて","",288,347
220,1305,"命の賛歌","",289,347
221,1320,"目覚めし竜騎士","",290,347
222,1321,"戦神の槍","",291,347
223,1322,"消えぬ爪痕","",292,347
224,1323,"双竜の邂逅","",293,347
225,1324,"邪竜の声","",294,347
226,1325,"蒼の竜騎士","",295,347
227,1400,"賢者の秘密","",185,348
228,1401,"「黒渦団」仮配属","",186,348
229,1402,"「黒渦団」の軍票","",187,348
230,1403,"帝国の照準","",188,348
231,1404,"巨艦を駆りて","",189,348
232,1405,"動乱の大地","",190,348
233,1406,"「黒渦団」配属","",191,348
234,1409,"トトラクの千獄　（リムサ・ロミンサ）","",192,348
235,1410,"ゼーメル要塞　（リムサ・ロミンサ）","",193,348
236,1415,"盟主ルイゾワの秘策（リムサ・ロミンサ）","",194,348
237,1416,"アワアワ大作戦","",195,348
238,1417,"荒ぶる海賊たち","",196,348
239,1418,"スウィートビスケット騒動","",197,348
240,1419,"地底の秘境","",198,348
241,1425,"一流を支えるもの","",199,348
242,1426,"王狼へのはなむけ","",200,348
243,1427,"「コボルド軍野営」疲弊作戦","",201,348
244,1428,"開かれた血路","",202,348
245,1429,"盟主ルイゾワの導き（リムサ・ロミンサ）","",203,348
246,1430,"リムサ・ロミンサの岐路","",204,348
247,1431,"勝利への行進（リムサ・ロミンサ）","",205,348
248,1432,"月下の闘い（リムサ・ロミンサ）","",206,348
249,1433,"「グレートバッファロー」討伐作戦","",207,348
250,1600,"賢者の刻印","",208,348
251,1601,"「双蛇党」仮配属","",209,348
252,1602,"「双蛇党」の軍票","",210,348
253,1603,"覚悟の便り","",211,348
254,1604,"新たな調和を","",212,348
255,1605,"破壊の力","",213,348
256,1606,"「双蛇党」配属","",214,348
257,1609,"トトラクの千獄　（グリダニア）","",215,348
258,1610,"ゼーメル要塞　（グリダニア）","",216,348
259,1615,"盟主ルイゾワの秘策（グリダニア）","",217,348
260,1616,"遥かなる循環","",218,348
261,1617,"護国にかける決意","",219,348
262,1618,"ひらめきの種","",220,348
263,1619,"烈風の要塞","",221,348
264,1625,"骸を喰らう者","",222,348
265,1626,"凶鳥の舞","",223,348
266,1627,"「イクサル軍伐採所」急襲作戦","",224,348
267,1628,"心をひとつに","",225,348
268,1629,"盟主ルイゾワの導き（グリダニア）","",226,348
269,1630,"グリダニアの岐路","",227,348
270,1631,"勝利への行進（グリダニア）","",228,348
271,1632,"月下の闘い（グリダニア）","",229,348
272,1633,"「太っ腹のホットポックス」討伐作戦","",230,348
273,1800,"賢者の策略","",231,348
274,1801,"「不滅隊」仮配属","",232,348
275,1802,"「不滅隊」の軍票","",233,348
276,1803,"軍備の動脈","",234,348
277,1804,"真なる富","",235,348
278,1805,"内なる敵","",236,348
279,1806,"「不滅隊」配属","",237,348
280,1809,"トトラクの千獄　（ウルダハ）","",238,348
281,1810,"ゼーメル要塞　（ウルダハ）","",239,348
282,1815,"盟主ルイゾワの秘策（ウルダハ）","",240,348
283,1816,"エシュテムの新製品","",241,348
284,1817,"確執の果て","",242,348
285,1818,"すべては隊士様のために","",243,348
286,1819,"灼熱の聖域","",244,348
287,1825,"裏の裏","",245,348
288,1826,"ふたりの機工師","",246,348
289,1827,"「アマルジャ軍祭場」補給断絶作戦","",247,348
290,1828,"決断の狼煙","",248,348
291,1829,"盟主ルイゾワの導き（ウルダハ）","",249,348
292,1830,"ウルダハの岐路","",250,348
293,1831,"勝利への行進（ウルダハ）","",251,348
294,1832,"月下の闘い（ウルダハ）","",252,348
295,1833,"「エルダーモスホーン」討伐作戦","",253,348
