#,Name,WKSMissionText,ClassJobCategory[0],ClassJobCategory[1],MissionTime,MissionReward,SilverStarRequirement,GoldStarRequirement,MissionToDo[0],MissionToDo[1],MissionToDo[2],LockedBehind,WKSMissionSupplyItem,WKSMissionRecipe,PlaceName,SortKey,WKSFunction,LevelGroup,Unknown0,WKSMissionLotterySpecialCond,IsSynced,IsSpecialQuest
95, 범용 금속 부품 제작,3,11,0,0,95,1200,2400,237,0,0,0,144,96,0,0,0,1,0,0,1,False
96, 필수품 대량 생산,3,11,0,0,96,1200,2400,238,0,0,0,145,97,0,0,0,1,0,0,1,False
97, 두꺼운 규격 장갑판 제작,1,11,0,0,97,1200,2400,239,0,0,0,146,98,0,0,0,2,0,0,1,False
98, 우주선용 전동축 제작,14,11,0,0,98,1200,2400,240,0,0,0,147,99,0,0,0,2,0,0,1,False
99, 작업원용 요리도구 조달,4,11,0,0,99,1300,3000,241,0,0,0,148,100,0,0,3,2,0,0,1,False
100, 규격 사슬판 제작,3,11,0,0,100,700,1500,242,0,0,0,149,101,0,0,3,2,0,0,1,False
101, 방진 장비 조달,4,11,0,0,101,1100,2500,243,0,0,0,150,102,0,0,3,2,0,0,1,False
102, 중급 맞춤형 부품 제작,15,11,0,0,102,1200,2250,244,0,0,0,151,103,0,0,3,2,0,0,1,False
103, 단열 설비 제작,9,11,0,0,103,700,1500,245,0,0,0,152,104,0,0,3,2,0,0,1,False
104, 탐사차용 부품 제작,3,11,0,0,104,1600,2400,246,0,0,0,153,105,0,0,0,3,0,0,1,False
105, 얇은 규격 장갑판 제작,1,11,0,0,105,1600,2400,247,0,0,0,154,106,0,0,0,3,0,0,1,False
106, 작업원용 요리도구 조달 2,4,11,0,0,106,1700,2000,248,0,0,0,155,107,0,0,3,3,0,0,1,False
107, 다과용 가구 제작,6,11,0,0,107,2700,3000,249,0,0,0,156,108,0,0,3,3,0,0,1,False
108, 야외용 모닥불 제작,9,11,0,0,108,1600,2400,250,0,0,0,157,109,0,0,0,3,0,0,1,False
109, 거주구용 수납 설비 제작,12,11,0,0,109,2700,3000,251,0,0,0,158,110,0,0,3,3,0,0,1,False
110, 월면 소재 도구 가공 의뢰,4,11,0,0,110,1000,1300,252,0,0,0,159,111,0,0,0,3,0,0,1,False
111, 월면 소재 부품 가공 의뢰,7,11,0,0,111,1000,1300,253,0,0,0,160,112,0,0,0,3,0,0,1,False
112,중요 시설용 장갑판 제작,1,11,0,1200,112,1800,2400,254,0,0,0,161,113,0,3200,0,4,0,0,0,False
113,희귀 소재 가공,2,11,0,1200,113,2300,3000,255,0,0,0,162,114,0,3200,3,4,0,0,0,False
114,설비 공사 필수품 보충,3,11,0,0,114,700,1000,256,0,0,0,163,115,0,3200,3,4,0,0,0,False
115,열전도 요리도구 조달 의뢰,4,11,0,1200,115,700,1000,257,0,0,0,164,116,0,3200,3,4,0,0,0,False
116,운철 소재 가공 검증,5,11,0,1200,116,2600,3000,258,0,0,0,165,117,0,3200,3,4,0,0,0,False
117,EX: 향로 재현 의뢰,6,11,0,1200,117,2500,3000,259,0,0,0,166,118,0,3100,3,5,0,0,0,False
118,EX: 정밀한 소재 가공,7,11,0,1200,118,840,1000,260,0,0,0,167,119,0,3100,3,5,0,0,0,False
119,EX: 달 관문 기지 비품 보충,8,11,0,1200,119,840,1000,261,0,0,0,168,120,0,3100,3,5,2,0,0,False
120,EX: 작업장 밝기 확보,9,11,0,1200,120,2800,3000,262,0,0,0,169,121,0,3100,3,5,1,13,0,False
121,EX+: 소재 내구도 향상 가공,10,11,0,420,121,560,880,263,0,0,0,170,122,0,3000,0,6,0,13,0,False
122,EX+: 소재 충격 내성 향상 가공,11,11,0,330,122,560,880,264,0,0,0,171,123,0,3000,0,6,0,14,0,False
123,기지 내 가구 비품 제작,12,11,0,1200,123,2300,3000,265,0,0,0,172,124,0,3200,3,4,0,0,0,False
124,EX: 기지 내 가구 비품 제작 2,12,11,0,1200,124,2500,3000,266,0,0,123,173,125,0,3100,3,5,0,0,0,False
125,성질 특화 소재 조달,13,11,0,1200,125,1000,1600,267,0,0,0,174,126,0,3200,0,4,0,0,0,False
126,EX: 성질 특화 소재 조달 2,13,11,0,1200,126,1000,1600,268,0,0,125,175,127,0,3100,0,5,0,0,0,False
127,EX+: 중요 견본 보관고 제작,13,11,0,300,127,1000,1600,269,0,0,126,176,128,0,3000,0,6,0,0,0,False
128,EX: 우주선 건조용 소재 제작,14,11,0,1200,128,850,1000,270,0,0,0,177,129,0,3100,3,5,0,0,0,False
129,EX+: 우주선 건조용 소재 가공,14,11,0,240,129,900,1000,271,0,0,128,178,130,0,3000,3,6,2,0,0,False
130,고성능 무인기 소재 제작,15,11,0,1200,130,2300,3000,272,0,0,0,179,131,0,3200,3,4,0,5,0,False
131,EX: 고성능 무인기 소재 제작 2,15,11,0,1200,131,2500,3000,273,0,0,130,180,132,0,3100,3,5,1,0,0,False
132,EX+: 고성능 무인기 제작,15,11,0,270,132,2700,3000,274,0,0,131,181,133,0,3000,3,6,2,0,0,False
133,EX+: 특수 장비 소재 제작,16,11,0,600,133,980,1080,275,0,0,0,182,134,0,3000,3,6,1,11,0,False
134,EX+: 특수 장비 소재 제작 2,16,11,0,600,134,980,1080,276,0,0,133,183,135,0,3000,3,6,1,0,0,False
135,EX+: 특수 장비 제작 최종 공정,16,11,0,420,135,1000,1080,277,0,0,134,184,136,0,3000,0,6,1,0,0,False
136, 범용 장갑판 제작,1,12,0,0,136,1200,2400,278,0,0,0,185,137,0,0,0,1,0,0,1,False
137, 우주선용 예비 부품 제작,14,12,0,0,137,1200,2400,279,0,0,0,186,138,0,0,0,1,0,0,1,False
138, 합금 제작 검증,2,12,0,0,138,1200,2400,280,0,0,0,187,139,0,0,0,1,0,0,1,False
139, 초급 맞춤형 부품 제작,15,12,0,0,139,1200,2400,281,0,0,0,188,140,0,0,0,1,0,0,1,False
140, 범용 금속 부품 제작,3,12,0,0,140,1200,2400,282,0,0,0,189,141,0,0,0,1,0,0,1,False
141, 필수품 대량 생산,3,12,0,0,141,1200,2400,283,0,0,0,190,142,0,0,0,1,0,0,1,False
142, 두꺼운 규격 장갑판 제작,1,12,0,0,142,1200,2400,284,0,0,0,191,143,0,0,0,2,0,0,1,False
143, 우주선용 전동축 제작,14,12,0,0,143,1200,2400,285,0,0,0,192,144,0,0,0,2,0,0,1,False
144, 작업원용 연마도구 조달,4,12,0,0,144,1300,3000,286,0,0,0,193,145,0,0,3,2,0,0,1,False
145, 규격 사슬 제작,3,12,0,0,145,700,1500,287,0,0,0,194,146,0,0,3,2,0,0,1,False
146, 안구 보호 장비 조달,4,12,0,0,146,1100,2500,288,0,0,0,195,147,0,0,3,2,0,0,1,False
147, 중급 맞춤형 부품 제작,15,12,0,0,147,1200,2250,289,0,0,0,196,148,0,0,3,2,0,0,1,False
148, 열배출 설비 제작,9,12,0,0,148,700,1500,290,0,0,0,197,149,0,0,3,2,0,0,1,False
149, 탐사차용 부품 제작,3,12,0,0,149,1600,2400,291,0,0,0,198,150,0,0,0,3,0,0,1,False
150, 얇은 규격 장갑판 제작,1,12,0,0,150,1600,2400,292,0,0,0,199,151,0,0,0,3,0,0,1,False
151, 작업원용 재봉도구 조달,4,12,0,0,151,1700,2000,293,0,0,0,200,152,0,0,3,3,0,0,1,False
152, 관측용 가구 제작,6,12,0,0,152,2700,3000,294,0,0,0,201,153,0,0,3,3,0,0,1,False
153, 실내용 난로 제작,9,12,0,0,153,1600,2400,295,0,0,0,202,154,0,0,0,3,0,0,1,False
154, 거주구용 화장거울 제작,12,12,0,0,154,2700,3000,296,0,0,0,203,155,0,0,3,3,0,0,1,False
155, 월면 소재 도구 가공 의뢰,4,12,0,0,155,1000,1300,297,0,0,0,204,156,0,0,0,3,0,0,1,False
156, 월면 소재 부품 가공 의뢰,7,12,0,0,156,1000,1300,298,0,0,0,205,157,0,0,0,3,0,0,1,False
157,중요 시설용 장갑판 제작,1,12,0,1200,157,1800,2400,299,0,0,0,206,158,0,4200,0,4,0,0,0,False
158,희귀 소재 가공,2,12,0,1200,158,2300,3000,300,0,0,0,207,159,0,4200,3,4,0,0,0,False
159,설비 공사 필수품 보충,3,12,0,0,159,700,1000,301,0,0,0,208,160,0,4200,3,4,0,0,0,False
160,정밀한 칼 조달 의뢰,4,12,0,1200,160,700,1000,302,0,0,0,209,161,0,4200,3,4,0,0,0,False
161,운철 소재 가공 검증,5,12,0,1200,161,2600,3000,303,0,0,0,210,162,0,4200,3,4,0,0,0,False
162,EX: 입욕용 가구 재현 의뢰,6,12,0,1200,162,2500,3000,304,0,0,0,211,163,0,4100,3,5,0,0,0,False
163,EX: 정밀한 소재 가공,7,12,0,1200,163,840,1000,305,0,0,0,212,164,0,4100,3,5,0,0,0,False
164,EX: 달 관문 기지 비품 보충,8,12,0,1200,164,840,1000,306,0,0,0,213,165,0,4100,3,5,2,0,0,False
165,EX: 작업 보조용 팔 제작,9,12,0,1200,165,2800,3000,307,0,0,0,214,166,0,4100,3,5,1,14,0,False
166,EX+: 소재 내구도 향상 가공,10,12,0,420,166,560,880,308,0,0,0,215,167,0,4000,0,6,0,13,0,False
167,EX+: 소재 충격 내성 향상 가공,11,12,0,330,167,560,880,309,0,0,0,216,168,0,4000,0,6,0,14,0,False
168,기지 내 가구 비품 제작,12,12,0,1200,168,2300,3000,310,0,0,0,217,169,0,4200,3,4,0,0,0,False
169,EX: 기지 내 가구 비품 제작 2,12,12,0,1200,169,2500,3000,311,0,0,168,218,170,0,4100,3,5,0,0,0,False
170,성질 특화 소재 조달,13,12,0,1200,170,1000,1600,312,0,0,0,219,171,0,4200,0,4,0,0,0,False
171,EX: 성질 특화 소재 조달 2,13,12,0,1200,171,1000,1600,313,0,0,170,220,172,0,4100,0,5,0,0,0,False
172,EX+: 자동판매기 제작,13,12,0,300,172,1000,1600,314,0,0,171,221,173,0,4000,0,6,0,0,0,False
173,EX: 우주선 건조용 소재 제작,14,12,0,1200,173,850,1000,315,0,0,0,222,174,0,4100,3,5,0,0,0,False
174,EX+: 우주선 건조용 소재 가공,14,12,0,240,174,900,1000,316,0,0,173,223,175,0,4000,3,6,2,0,0,False
175,고성능 무인기 소재 제작,15,12,0,1200,175,2300,3000,317,0,0,0,224,176,0,4200,3,4,0,7,0,False
176,EX: 고성능 무인기 소재 제작 2,15,12,0,1200,176,2500,3000,318,0,0,175,225,177,0,4100,3,5,1,0,0,False
177,EX+: 고성능 무인기 제작,15,12,0,270,177,2700,3000,319,0,0,176,226,178,0,4000,3,6,2,0,0,False
178,EX+: 특수 장비 소재 제작,16,12,0,600,178,980,1080,320,0,0,0,227,179,0,4000,3,6,1,1,0,False
179,EX+: 특수 장비 소재 제작 2,16,12,0,600,179,980,1080,321,0,0,178,228,180,0,4000,3,6,1,0,0,False
180,EX+: 특수 장비 제작 최종 공정,16,12,0,420,180,1000,1080,322,0,0,179,229,181,0,4000,0,6,1,0,0,False
181, 범용 가죽끈 제작,17,13,0,0,181,1200,2400,323,0,0,0,230,182,0,0,0,1,0,0,1,False
182, 구급용 가죽천 제작,20,13,0,0,182,1200,2400,324,0,0,0,231,183,0,0,0,1,0,0,1,False
183, 채집용 손 방어구 제작,22,13,0,0,183,1200,2400,325,0,0,0,232,184,0,0,0,1,0,0,1,False
184, 연구용 필수 소재 조달,29,13,0,0,184,1200,2400,326,0,0,0,233,185,0,0,0,1,0,0,1,False
185, 작업용 가방 제작,20,13,0,0,185,1200,2400,327,0,0,0,234,186,0,0,0,1,0,0,1,False
186, 실내용 가죽 신발 제작,19,13,0,0,186,1200,2400,328,0,0,0,235,187,0,0,0,1,0,0,1,False
187, 내열성 가죽끈 제작,17,13,0,0,187,1200,2400,329,0,0,0,236,188,0,0,0,2,0,0,1,False
188, 작업원용 대형 가방 제작,20,13,0,0,188,1200,2400,330,0,0,0,237,189,0,0,0,2,0,0,1,False
189, 작업원용 허리띠 제작,26,13,0,0,189,1300,3000,331,0,0,0,238,190,0,0,3,2,0,0,1,False
190, 고급 종이 제작,18,13,0,0,190,700,1500,332,0,0,0,239,191,0,0,3,2,0,0,1,False
191, 양 모양 깔개 제작,19,13,0,0,191,1100,2500,333,0,0,0,240,192,0,0,3,2,0,0,1,False
192, 우주 라이너용 기본 소재 조달,28,13,0,0,192,1200,2250,334,0,0,0,241,193,0,0,3,2,0,0,1,False
193, 신소재를 사용한 재킷 제작,22,13,0,0,193,700,1500,335,0,0,0,242,194,0,0,3,2,0,0,1,False
194, 구급용 가죽주머니 제작,20,13,0,0,194,1600,2400,336,0,0,0,243,195,0,0,0,3,0,0,1,False
195, 항균성 가죽끈 제작,17,13,0,0,195,1600,2400,337,0,0,0,244,196,0,0,0,3,0,0,1,False
196, 고급 깔개 제작,19,13,0,0,196,1700,2000,338,0,0,0,245,197,0,0,3,3,0,0,1,False
197, 자재 운반용 가죽 제작,31,13,0,0,197,2700,3000,339,0,0,0,246,198,0,0,3,3,0,0,1,False
198, 장기 보존용 종이 제작,18,13,0,0,198,1600,2400,340,0,0,0,247,199,0,0,0,3,0,0,1,False
199, 휴식용 고급 의자 제작,30,13,0,0,199,2700,3000,341,0,0,0,248,200,0,0,3,3,0,0,1,False
200, 시험 소재를 사용한 장갑 제작,22,13,0,0,200,1000,1300,342,0,0,0,249,201,0,0,0,3,0,0,1,False
201, 휴식용 고급 긴 의자 제작,24,13,0,0,201,1000,1300,343,0,0,0,250,202,0,0,0,3,0,0,1,False
202,고강도 가죽끈 제작,17,13,0,1200,202,1800,2400,344,0,0,0,251,203,0,5200,0,4,0,0,0,False
203,최고급 종이 제작,18,13,0,1200,203,2300,3000,345,0,0,0,252,204,0,5200,3,4,0,0,0,False
204,연구용 식물 깔개 제작,19,13,0,0,204,700,1000,346,0,0,0,253,205,0,5200,3,4,0,0,0,False
205,보온성 가죽천 제작,20,13,0,1200,205,700,1000,347,0,0,0,254,206,0,5200,3,4,0,0,0,False
206,월면 식물 가공 검증,21,13,0,1200,206,2600,3000,348,0,0,0,255,207,0,5200,3,4,0,0,0,False
207,EX: 시험용 소재 최종 가공 검증,22,13,0,1200,207,2500,3000,349,0,0,0,256,208,0,5100,3,5,0,0,0,False
208,EX: 작업용 소형 가방 제작,23,13,0,1200,208,840,1000,350,0,0,0,257,209,0,5100,3,5,0,0,0,False
209,EX: 고급 안락의자 제작,24,13,0,1200,209,840,1000,351,0,0,0,258,210,0,5100,3,5,2,0,0,False
210,EX: 향토 가구 제작,25,13,0,1200,210,2800,3000,352,0,0,0,259,211,0,5100,3,5,1,13,0,False
211,EX+: 작업용 안전화 제작,26,13,0,420,211,560,880,353,0,0,0,260,212,0,5000,0,6,0,14,0,False
212,EX+: 채집용 작업복 제작,27,13,0,330,212,560,880,354,0,0,0,261,213,0,5000,0,6,0,13,0,False
213,거점 비품 제작,28,13,0,1200,213,2300,3000,355,0,0,0,262,214,0,5200,3,4,0,0,0,False
214,EX: 거점 비품 제작 2,28,13,0,1200,214,2500,3000,356,0,0,213,263,215,0,5100,3,5,0,0,0,False
215,성질 특화 소재 조달,29,13,0,1200,215,1000,1600,357,0,0,0,264,216,0,5200,0,4,0,0,0,False
216,EX: 성질 특화 소재 조달 2,29,13,0,1200,216,1000,1600,358,0,0,215,265,217,0,5100,0,5,0,0,0,False
217,EX+: 연구용 대형 소재 제작,29,13,0,300,217,1000,1600,359,0,0,216,266,218,0,5000,0,6,0,0,0,False
218,EX: 휴식 시설용 소재 제작,30,13,0,1200,218,850,1000,360,0,0,0,267,219,0,5100,3,5,0,0,0,False
219,EX+: 휴식 시설용 가구 제작,30,13,0,240,219,900,1000,361,0,0,218,268,220,0,5000,3,6,2,0,0,False
220,화물 포장 소재 제작,31,13,0,1200,220,2300,3000,362,0,0,0,269,221,0,5200,3,4,0,9,0,False
