key,0,1,2
42,"함정을 발동시키시겠습니까?","예","아니요"
43,"레버를 당기시겠습니까?","예","아니요"
44,"선장실 문을 여시겠습니까?","예","아니요"
45,"잠수부문을 여시겠습니까?","예","아니요"
46,"징벌방 문을 여시겠습니까?","예","아니요"
47,"심판의 저울을 누르시겠습니까?","예","아니요"
48,"모래지옥에 뛰어드시겠습니까?","예","아니요"
49,"제국군 인증 열쇠를 사용하시겠습니까?","예","아니요"
50,"폐기물 투입구에 뛰어드시겠습니까?","예","아니요"
51,"다음 지역으로 이동하시겠습니까?","예","아니요"
52,"제국군 인증 열쇠를 사용하시겠습니까?","예","아니요"
53,"XXXVII식 폭약을 사용하시겠습니까?","예","아니요"
54,"경사 승강기를 작동시키시겠습니까?
※ 곁에 있는 파티원도 함께 이동합니다.","예","아니요"
55,"후방 출입구를 여시겠습니까?
※ 곁에 있는 파티원도 함께 이동합니다.","예","아니요"
56,"승강기를 부르시겠습니까?","예","아니요"
57,"승강기를 작동시키시겠습니까?","예","아니요"
58,"마도 아머에 탑승하시겠습니까?","예","아니요"
59,"초롱불용 기름을 사용하시겠습니까?","예","아니요"
60,"이동하시겠습니까?","예","아니요"
61,"다음 지역으로 이동하시겠습니까?","예","아니요"
62,"브레이플록스의 샛길로 들어가시겠습니까?","예","아니요"
63,"임시 관문을 여시겠습니까?","예","아니요"
64,"요사스러운 구슬의 빛을 온몸에 쬐시겠습니까?","예","아니요"
65,"요사스러운 구슬의 빛을 온몸에 쬐시겠습니까?","예","아니요"
66,"백합 열쇠를 사용하여 문을 여시겠습니까?","예","아니요"
67,"장미 열쇠를 사용하여 문을 여시겠습니까?","예","아니요"
68,"작은 열쇠를 사용하여 문을 여시겠습니까?","예","아니요"
69,"제2수련장으로 이동하시겠습니까?","예","아니요"
70,"제3수련장으로 이동하시겠습니까?","예","아니요"
71,"수수께끼의 석판을 받침대에 끼워넣으시겠습니까?","예","아니요"
72,"주 격납고를 여시겠습니까?","예","아니요"
73,"배수 장치의 레버를 당기시겠습니까?","예","아니요"
74,"태양석을 끼워넣으시겠습니까?","예","아니요"
75,"배수 밸브를 돌리시겠습니까?","예","아니요"
76,"문을 여시겠습니까?","예","아니요"
77,"월광석을 끼워넣으시겠습니까?","예","아니요"
78,"태양석을 끼워넣으시겠습니까?","예","아니요"
79,"월광석을 끼워넣으시겠습니까?","예","아니요"
80,"대성석을 끼워넣으시겠습니까?","예","아니요"
81,"문을 여시겠습니까?","예","아니요"
82,"문을 여시겠습니까?","예","아니요"
83,"다음 지역으로 이동하시겠습니까?","예","아니요"
84,"식장에서 나가시겠습니까?","예","아니요"
85,"","",""
86,"제국군 인증 열쇠를 사용하시겠습니까?","예","아니요"
87,"<Highlight>ObjectParameter(56)</Highlight><13>FF07022903EB3903FF04EBA5BCFF04EC9D84</13> 종료하고 퇴장하시겠습니까?","예","아니요"
88,"(仮)本棚に魔道書を挿し込みますか？","예","아니요"
89,"운란석을 바치시겠습니까?","예","아니요"
90,"강철 레버를 꽂아 조작하시겠습니까?","예","아니요"
91,"기병 막사 열쇠를 사용하여 문을 여시겠습니까?","예","아니요"
92,"작전회의실 열쇠를 사용하여 문을 여시겠습니까?","예","아니요"
93,"작동시키시겠습니까?","예","아니요"
94,"대등대 문을 여시겠습니까?","예","아니요"
95,"문을 여시겠습니까?","예","아니요"
96,"마도 통로를 통해 이동하시겠습니까?","예","아니요"
97,"백광의 크리스탈을 조사하시겠습니까?","예","아니요"
98,"암흑의 크리스탈을 조사하시겠습니까?","예","아니요"
99,"수상한 기운이 느껴집니다…….
주변을 조사하시겠습니까?","예","아니요"
100,"이동하시겠습니까?","예","아니요"
101,"임무 시작 지점으로 돌아가시겠습니까?","예","아니요"
102,"보물상자를 여시겠습니까?","예","아니요"
103,"퇴장하면 자동으로 공략 상태가 저장됩니다.
임무에서 나가시겠습니까?","예","아니요"
104,"접속을 종료한 파티원이 있습니다.
파티원 중 한 명이 퇴장하면
그 시점의 공략 상태가 저장됩니다.
임무를 종료하고 나가시겠습니까?","예","아니요"
105,"퇴장하면 자동으로 공략 상태가 저장됩니다.
또한, 소지품이 가득 찬 경우 보상 아이템을 받을 수 없습니다.
임무에서 나가시겠습니까?","예","아니요"
106,"열쇠를 사용하시겠습니까?","예","아니요"
107,"승강장치를 조작하시겠습니까?","예","아니요"
108,"이크살풍 문을 여시겠습니까?","예","아니요"
109,"순풍의 신기를 조작하시겠습니까?","예","아니요"
110,"'카드 대결장'에서 나가시겠습니까?
※ 참가 신청은 취소됩니다.","예","아니요"
111,"정말로 깜짝 상자를 여시겠습니까?","예","아니요"
112,"격벽을 여시겠습니까?","예","아니요"
113,"승강기를 작동시키시겠습니까?","예","아니요"
114,"백광의 크리스탈을 조사하시겠습니까?","예","아니요"
115,"암흑의 크리스탈을 조사하시겠습니까?","예","아니요"
116,"유인향 덫을 작동시키시겠습니까?","예","아니요"
117,"（仮）魔獣を呼び寄せかねない危険をおかしても、
魔力の奔流に身を任せますか？","はい","いいえ"
118,"'표류 유적'에서 나가시겠습니까?
나가면 다시 입장하지 못할 수도 있습니다.

※ 전투불능 상태가 되면 임무 시작 지점으로 돌아갑니다.","예","아니요"
119,"(仮)緊急任務を取りやめることになります。
本当によろしいですか？","はい","いいえ"
120,"환영고둥의 힘을 사용하시겠습니까?","예","아니요"
121,"문을 여시겠습니까?","예","아니요"
122,"욜에 타시겠습니까?","예","아니요"
123,"'제2지점'으로 이동하시겠습니까?","예","아니요"
124,"'큰 수'를 선택하시겠습니까?","예","아니요"
125,"'작은 수'를 선택하시겠습니까?","예","아니요"
126,"'제3지점'으로 이동하시겠습니까?","예","아니요"
127,"전송 크리스탈로 이동하시겠습니까?","예","아니요"
128,"레버를 당기시겠습니까?","예","아니요"
129,"이 카드를 선택하시겠습니까?","예","아니요"
130,"화물칸으로 돌아가시겠습니까?","예","아니요"
131,"용맥 결계를 해제하시겠습니까?","예","아니요"
132,"이동하시겠습니까?","예","아니요"
133,"기동시키시겠습니까?","예","아니요"
134,"'뛰어라! 점핑 운동회'에서 나가시겠습니까?","예","아니요"
135,"본부탑 입구로 탈출하시겠습니까?","예","아니요"
136,"액세스 포인트를 통해 이동하시겠습니까?","예","아니요"
137,"이 부적을 뒤집겠습니까?","예","아니요"
138,"'원숭이 석상'을 만지시겠습니까?","예","아니요"
139,"'늑대개 석상'을 만지시겠습니까?","예","아니요"
140,"'올빼미 석상'을 만지시겠습니까?","예","아니요"
141,"'고양이 석상'을 만지시겠습니까?","예","아니요"
142,"'물뱀 석상'을 만지시겠습니까?","예","아니요"
143,"'앵무새 석상'을 만지시겠습니까?","예","아니요"
144,"이동하시겠습니까?","예","아니요"
145,"'흙의 공터'로 이동하시겠습니까?","예","아니요"
146,"'물의 공터'로 이동하시겠습니까?","예","아니요"
147,"'불의 공터'로 이동하시겠습니까?","예","아니요"
148,"'마의 공터'로 이동하시겠습니까?","예","아니요"
149,"전송 크리스탈로 이동하시겠습니까?","예","아니요"
150,"액세스 포인트를 통해 이동하시겠습니까?","예","아니요"
