key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
25,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"우리는 '밀렵꾼'을 단속하고 있네.
여기 남쪽에서 밀렵꾼하고 고블린족이
거래를 한다는 걸 알아냈지.","그런데 거래 협상에 실패했는지
자기들끼리 다투기 시작한 모양이야.
……우리한테는 절호의 기회일세.","모험가, 우리를 도와주게.
양쪽이 방심한 틈에 쳐들어가서
숲의 규칙을 어지럽히는 괘씸한 놈들에게 따끔한 벌을 주는 거야!","도와주시겠습니까?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※ 이 돌발 임무의 권장 레벨은 <Value>IntegerParameter(1)</Value>입니다.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","좋아, 그럼 부탁하네!","","숲에 이바지할 기회를 놓치다니…….
모험가란 정말 알다가도 모르겠군.",""
26,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"숲을 망치는 괘씸한 놈들을 벌하는 걸세!","","","","","","",""
27,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"調子にのったキキルンの闇商人どもが偽造品を売り歩いているらしい。（仮）","これ以上被害者を増やさないためにも、やつらが持っている偽造品を回収してきてくれないか？（仮）","偽造品を回収してきますか？（仮）","","よし、頼んだぞ！（仮）","","仕方ない、残念だ。（仮）",""
28,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"やつらから偽造品を回収してきたのか？（仮）","","","","よくやった。また見つけたら持ってきてくれ。（仮）","","そうか、見つけたらすぐ持ってきてくれ。（仮）",""
29,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"闇商人どもが持っている偽造品を回収してきてくれ！（仮）","","","","","","",""
30,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"これだけ回収すれば、しばらくやつらの商売もあがったりだろう。（仮）","","","","","","",""
31,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"모험가인가!?
마침 잘 왔네, 좀 도와주게!","임프'가 우리 벌꿀에 눈독을 들이고 있어.
놈들은 벌꿀만 빼앗는 게 아니라, 꿀을 지키는 꿀벌까지
공격한다네.","으음, 이제 슬슬 나타날 시간이군…….
부탁이야, 우리 벌꿀을 지키기 위해 망할 임프 놈들을
흠씬 두들겨 패서 내쫓아 주게!","부탁을 들어주시겠습니까?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※ 이 돌발 임무의 권장 레벨은 <Value>IntegerParameter(1)</Value>입니다.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","으으음…….
이러다간 벌꿀이…….",""
32,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"휴우……
드디어 라노시아 오렌지를 다 땄군.
이제 납품할 곳으로 옮기기만 하면 되는데……","짐을 꾸려놓기만 하면
식탐 많은 쥐새끼들이
오렌지에 몰려든다니까!","그러니까 부탁 좀 할게!
몰려드는 쥐들을 싹 다 없애서
귀중한 '오렌지 상자'를 지켜줘!","상자를 지키시겠습니까?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※ 이 돌발 임무의 권장 레벨은 <Value>IntegerParameter(1)</Value>입니다.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","이럴 수가……
모험가 말고는 기댈 곳도 없는데……",""
33,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"저기, 우리 좀 도와줄래?
키키룬한테 납치당한 시민을 구하러 가고 싶어.","놈들은 납치한 시민을 아말쟈족한테 넘길 작정이야.
지금 거기에 관한 마지막 협상에 들어간 것 같아…….","지금이 그 사람들을 구할 마지막 기회야.
제발 조금이라도 힘을 보태줘, 부탁이야……!","구출을 도와주시겠습니까?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※ 이 돌발 임무의 권장 레벨은 <Value>IntegerParameter(1)</Value>입니다.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","……그래, 알았어. 우리 구리칼날단한테도 자존심이란 게 있으니까.",""
34,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"","","","","","","",""
35,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"집합!!
이제부터 제국군 습격에 대비해
흑와단 신병 대상으로 실전 훈련을 실시하겠다!","이것은 흑와단 교관의 공격을 물리치며
데네벨 관문을 사수하는 방어 훈련이다!","위험한 훈련이기는 하지만, 자네가 원한다면
본 훈련에 참가하는 것을 허락하겠다.","훈련에 참가하시겠습니까?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※ 이 돌발 임무의 권장 레벨은 <Value>IntegerParameter(1)</Value>입니다.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","그렇다면 훈련에 휘말리지 않도록
서둘러 떠나는 게 현명할 거야!",""
36,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"앗, 모험가님 아니십니까!
기다렸다는 듯이 나타나시다니 마치 운명 같군요!","요즘 이 주변에서 두더지가 대량으로 번식하더니
밭을 온통 구멍투성이로 만들어서 큰일입니다.","원수 같은 두더지를 싹 다 잡아서
내쫓아주시겠습니까?","두더지를 잡으시겠습니까?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※ 이 돌발 임무의 권장 레벨은 <Value>IntegerParameter(1)</Value>입니다.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","오오, 정말 고맙습니다!
……보세요, 금세 또 나타났어요!
그럼 잘 부탁합니다!","","예, 그러시겠죠…… 쳇.",""
37,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"원수 같은 두더지를 싹 다 잡아서
내쫓아주세요! 부탁입니다!","","","","","","",""
38,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"이봐, 솜씨에 자신 좀 있나? 일을 맡을 여유는 있고?
그렇다면 리틀 알라미고까지 호위를 부탁하고 싶군.","아말쟈족 때문에 그쪽 부대에 보고할 사항이 있어.
적군 습격에 관한 아주 중요한 정보인데
그걸 알아보다가 실수로 놈들한테 얼굴을 들켰거든.","습격에 대비하려 해도, 섣불리 대단위로 움직였다간
오히려 놈들 눈에 띄고 말 거야.
그래서 외부 사람인 자네에게 호위를 부탁하고 싶군.","호위를 맡으시겠습니까?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※ 이 돌발 임무의 권장 레벨은 <Value>IntegerParameter(1)</Value>입니다.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","그러면 지금 한 이야기는 잊어줘. 절대로 발설하지 말고. 알겠지?",""
39,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"응? 당신 모험가 맞지?
마침 잘 됐군, 부탁할 일이 있어.","이 주변에는 '큰바다 넝쿨장미'이라는
꽃 마물이 무성하게 자라서…… 아주 골칫거리야.
완전히 뿌리를 내렸는지 잘라도 잘라도 또 나타나더군.","그렇다고 자라는 대로 방치할 수도 없으니까……
우리도 이제 슬슬 힘에 겨워서 말이야.
괜찮다면 놈들 없애는 걸 도와주지 않겠나?","제거를 도와주시겠습니까?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※ 이 돌발 임무의 권장 레벨은 <Value>IntegerParameter(1)</Value>입니다.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","그래, 도와주는 건가!
고마워…… 응? 말하는 사이에 또 나타났군!
자, 모험가 양반! 어서 물리쳐줘!","","음…… 그래, 힘들 것 같다고.
뭐, 억지로 시킬 수는 없는 거지.
나중에 손이 비거든 와서 도와줘.",""
40,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"큰바다 넝쿨장미 놈들이 계속 기어나오는군!
모험가 양반, 놈들을 모조리 다 물리쳐줘!
다들 당신만 믿고 있어!","","","","","","",""
41,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"도와줘요, 모험가님!
저 혼자선 어떻게 할 수가 없어요!","풍차 오두막에서 빻은 밀가루를 시장에 내놓으려는데
굶주린 갈라고 때문에 무서워서 옮길 수가 없어요.","밀가루 맛을 알았는지 옮기려고만 하면 달려들어요.
제발 갈라고 무리를 물리쳐주세요!","부탁을 들어주시겠습니까?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※ 이 돌발 임무의 권장 레벨은 <Value>IntegerParameter(1)</Value>입니다.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","고마워요, 역시 모험가님은 믿음직스럽군요.
그럼 믿고 기다릴게요!","","음, 그렇군요…… 어쩔 수 없죠.
아쉽지만 다른 사람을 찾아볼게요.",""
42,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"이 주변에서는 개울두꺼비가 쉽게 번식해서
정기적으로 없애지 않으면 난장판이 되고 말아.
그래서 지금 한창 놈들을 없애는 중이지.","익숙해지긴 했어도 이게 편한 작업은 아니거든.
혹시 괜찮으면 당신도 좀 도와줄래?","없앨 대상은 개울두꺼비 중에서도
특히 번식력이 좋은 장대두꺼비야.
다른 평범한 놈들은 내버려 둬도 괜찮아.","그럼 부탁할게, 모험가.
난 여기서 지나다니는 사람이 휩쓸리지 않도록
망을 볼 테니까 말이야.","……따, 딱히 두꺼비가 무서워서 그런 건 아니거든?","","",""
43,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"이 주변에서는 개울두꺼비가 쉽게 번식해서
정기적으로 없애지 않으면 난장판이 되고 말아.
그래서 지금부터 제거 작업에 나서려는 중이지.","익숙해지긴 했어도 이게 썩 편한 작업은 아니거든.
혹시 괜찮으면 당신도 좀 도와줄래?","제거를 도와주시겠습니까?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※ 이 돌발 임무의 권장 레벨은 <Value>IntegerParameter(1)</Value>입니다.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","없앨 대상은 개울두꺼비 중에서도
특히 번식력이 좋은 물장구두꺼비야.
다른 평범한 놈들은 내버려 둬도 괜찮아.","","그래…… 그럼 어쩔 수 없지.
나 혼자 어떻게든 처리해볼게.",""
44,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"큰일이군…… 긴다리거미가 또 잔뜩 모였어.
저놈들, 아예 눌러앉으려고 둥지를 짓고 있는 거야.","이러면 도저히 작업할 수가 없지.
미안하지만, 긴다리거미를 없애주지 않겠나?","부탁을 들어주시겠습니까?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※ 이 돌발 임무의 권장 레벨은 <Value>IntegerParameter(1)</Value>입니다.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","정말 고맙군.
놈들은 거기 그 나무 주변에 모여들고 있어.
둥지를 틀고 눌러앉기 전에 물리쳐주게!","","그래……. 서둘러 다른 사람을 알아봐야겠군.",""
45,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"지금 이 근처에 땅 정령이 대량으로 발생했네…….
놈들의 핵을 모아주지 않겠나…….","그걸 땅 속에 끼워 넣으면 지반이 튼튼해지지…….
다날란 개척에…… 꼭 필요한 물건이야.","부탁을 들어주시겠습니까?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※ 이 돌발 임무의 권장 레벨은 <Value>IntegerParameter(1)</Value>입니다.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","핵은 땅 정령에게서 빼앗거나, 다른 데서 주워오면 되네…….
아무튼, 모아서 가져오기만 해주게…….","","자네하고는 상관없는 일이었나 보군…….",""
46,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"도, 도와주십쇼 모험가님!
저 폐가를 소굴로 삼은 도적단 놈들이
소중한 짐을 빼앗아 갔습니다……!","그 짐이 없으면 저는 굶어 죽을 겁니다.
그렇다고 소굴로 쳐들어가면 개죽음이나 당하겠죠.
제발 제 짐 좀 찾아주십쇼!","부탁을 들어주시겠습니까?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※ 이 돌발 임무의 권장 레벨은 <Value>IntegerParameter(1)</Value>입니다.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","오, 신이시여! 제 목숨은 이제 모험가님에게 달려있습니다!","","이럴 수가.
이대로 개미밥이라도 되라는 겁니까!?",""
