key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
120,0,1,3824577,5,10,0,0,0,0,0,60721,60501,0,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"숲속의 질주","굶주린 아놀도마뱀 무리가
길가에 나타나 사람을 덮치려 한다
아놀도마뱀을 쓰러뜨려라","","","","",0
121,0,1,3841494,4,9,0,0,0,0,0,60721,60501,0,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"즐거운 버섯따기","돌연변이 버섯이 번식해서
주변 지역 생태계를 어지럽히고 있다
요술 걸린 버섯을 쓰러뜨려라","","","","",0
122,0,1,3841592,30,35,0,0,0,0,0,60721,60501,0,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"스프리건 이사하는 날","스프리건들이
서식 구역을 넓히려고 대이동을 시작했다
귀곡부대 위병과 함께 스프리건을 쓰러뜨려라","","","","",0
123,0,1,3852456,8,13,0,0,0,0,0,60722,60502,0,115,0,0,33,34,35,True,False,False,0,False,False,False,0,"혼탁함의 결정체","혼탁해진 에테르가
강력한 물 정령을 만들어냈다
고인물 정령을 쓰러뜨려라","","","","",0
124,0,1,3841343,11,16,0,0,0,0,0,60721,60501,0,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"벌레 조심하세요","지역 어부나 선장들을 괴롭히는
수련암 주변 마물을 없애자
말벌 떼를 쓰러뜨려라","","","","",0
125,0,1,3854646,34,39,0,0,0,0,0,60722,60502,0,115,0,0,33,34,35,True,False,False,0,False,False,False,0,"식인 괴물새","저승파수꾼 중에서도 특히 사나운
일명 '아시파트라'의 희생자가 끊이질 않는다
괴물새 아시파트라를 쓰러뜨려라","","","","",0
126,0,1,3872317,9,14,0,0,0,0,0,60722,60502,0,115,0,0,33,34,35,True,False,False,0,False,False,False,0,"다리가 튼튼한 폭군","강력한 우두머리가 나타나서
아놀도마뱀 무리가 공격적으로 변했다
무리를 이끄는 우두머리 아놀도마뱀을 쓰러뜨려라","","","","",0
127,0,1,3872319,8,13,0,0,0,0,0,60721,60501,0,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"분노한 돼지의 질주","사냥꾼 길드가 어린멧돼지를 사냥해서
화난 부모 돼지가 나타났다
돌격하는 수퇘지를 쓰러뜨려라","","","","",0
128,0,1,3872330,9,14,0,0,0,0,0,60722,60502,0,115,0,0,33,34,35,True,False,False,0,False,False,False,0,"강력한 소악마 '아르슈'","귀곡부대를 애먹이는 악마 '아르슈'가
워렌 감옥에서 목격됐다
이 기회를 놓치지 말고 아르슈를 쓰러뜨려라","","","","",0
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
130,0,2,3689344,14,19,2000193,0,1,0,0,60723,60503,0,0,3868020,0,33,34,35,True,False,False,0,False,False,False,0,"영원그늘 수확제","장로나무가 결실의 계절을 맞이했다
무르익은 열매를 노리는 갈라고와 싸우며
'천년과'를 모아라","갈라고 무리로부터 지켜낸
'천년과'를 '수확하러 온 원예가'에게
신속하게 건네주자","건넨 천년과","","",0
131,0,1,3872331,10,15,0,0,0,0,0,60721,60501,0,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"대지신의 망각을 잊지 말기를","대지신의 망각은 중요한 승강로이므로
안전 확보를 소홀히 해선 안 된다
행인을 위협하는 독수리를 쓰러뜨려라","","","","",0
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
136,0,4,3867428,5,10,0,0,8,0,0,60724,60504,0,0,3895606,0,33,34,35,True,False,False,0,False,False,False,0,"공포의 교관","쌍사당 모의 전투에 휘말렸다
신병을 지키며 그들과 협력해서
교관 '격분한 미로돈'을 쓰러뜨려라","","쌍사당 신병","","",0
137,0,1,3852490,13,18,0,0,0,0,0,60722,60502,0,115,0,0,33,34,35,True,False,False,0,False,False,False,0,"병을 퍼뜨리는 요괴꽃","검은장막 숲에 있는 동식물에게
엽혈병을 퍼뜨리는 거대 요괴꽃을 물리치자
요괴꽃 마타가이가이를 쓰러뜨려라","","","","",0
138,0,1,3852555,10,15,0,0,0,0,0,60721,60501,0,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"초코초코초코초코보","아기 초코보들이 목장에서 탈출했다
아기 초코보들을 지키기 위해
덮쳐오는 나무 민달팽이를 쓰러뜨려라","","","","",0
139,0,1,3852559,12,17,0,0,0,0,0,60721,60501,0,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"그대의 영혼에 평안이 있기를","누군가가 탐타라 묘소에 잠들어 있던
죽은 자를 깨운 것 같다
방황하는 유령들을 쓰러뜨려라","","","","",0
140,0,1,3852575,10,15,0,0,0,0,0,60721,60501,0,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"대탈주","워렌 감옥을 점거하고 있던 임프들이
집단으로 탈주하려 한다
출구에 서서 임프를 쓰러뜨려라","","","","",0
141,0,1,3852600,11,16,0,0,0,0,0,60721,60501,0,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"갈반스 감시초소 지원","번식기를 맞아 흥분한 거미전갈이
길가에 잔뜩 몰려들었다
귀곡부대와 함께 거미전갈을 쓰러뜨려라","","","","",0
142,0,1,3852613,14,19,0,0,0,0,0,60722,60502,0,115,0,0,33,34,35,True,False,False,0,False,False,False,0,"물컹한 대식가","식물을 먹어치우는 거대 민달팽이가
장로나무 주변에 나타났다
성지를 지키기 위해 루 카르콜을 쓰러뜨려라","","","","",0
143,0,4,3867430,11,16,0,0,8,0,0,60724,60504,0,0,3895962,0,33,34,35,True,False,False,0,False,False,False,0,"벌꿀 전쟁","벌꿀을 노린 임프들이
방해하는 꿀벌들을 공격하고 있다
꿀벌을 지키며 임프를 쓰러뜨려라","","남은 꿀벌 떼","","",0
144,0,1,3877977,16,21,0,0,0,0,0,60722,60502,0,115,0,0,33,34,35,True,False,False,0,False,False,False,0,"전염병 살포기","역병을 뿌리고 다니는 요마가 나타났다
돌림병이 퍼지는 것을 막기 위해
역병의 왕자를 쓰러뜨려라","","","","",0
145,0,1,3877979,19,24,0,0,0,0,0,60721,60501,0,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"전장까지 앞으로 몇 말름?","암묵적 경계선 너머로
침범한 제국군을 내쫓아야 한다
III대대 야수투사를 쓰러뜨려라","","","","",0
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
148,0,1,3862480,10,15,0,0,0,0,0,60721,60501,0,0,3895967,0,33,34,35,True,False,False,0,False,False,False,0,"비밀의 화원","양봉에 꼭 필요한 꽃을
먹어치우는 민달팽이를 제거하자
식탐 많은 나무 민달팽이를 쓰러뜨려라","","","","",0
149,0,1,3852846,17,22,0,0,0,0,0,60721,60501,0,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"번식기의 끝","이계에서 온 벌레 요마가
검은장막 숲에서 번식하고 있다
숲의 질서를 지키기 위해 요마 각다귀를 쓰러뜨려라","","","","",0
150,0,1,3853616,19,24,0,0,0,0,0,60722,60502,0,115,0,0,33,34,35,True,False,False,0,False,False,False,0,"젊은 두목원숭이","무리를 이끄는 젊은 두목원숭이가
새로운 구역을 찾아서 어슬렁거리고 있다
장난꾸러기 잭을 쓰러뜨려라","","","","",0
151,0,1,3853682,24,29,0,0,0,0,0,60721,60501,0,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"줄다리 사투","라무의 광신도가 된 실프족이
종달새의 지저귐 쪽으로 몰려들었다
줄다리에 자리 잡고 실프를 쓰러뜨려라","","","","",0
152,0,1,3853721,20,25,0,0,0,0,0,60721,60501,0,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"광기 어린 수호자들","병에 걸려서 이성을 잃은
나무정령이 가시나무 숲에서 목격됐다
병 걸린 나무정령을 쓰러뜨려라","","","","",0
153,0,1,3877983,23,28,0,0,0,0,0,60722,60502,0,115,0,0,33,34,35,True,False,False,0,False,False,False,0,"날쌘 영양","검은장막 숲 사냥꾼이라면 누구나 잡고 싶어하는
거물급 영양 '시로코'가 나타났다
이 기회를 놓치지 말고 시로코를 쓰러뜨려라","","","","",0
154,0,1,3877986,34,39,0,0,0,0,0,60721,60501,0,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"뿌리를 건너고 늪을 지나서","다른 지역에 서식하던 큰도롱뇽이
징검뿌리 늪지대에 둥지를 틀려고 한다
몰려드는 검은 큰도롱뇽을 쓰러뜨려라","","","","",0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
158,0,1,3877994,28,33,0,0,0,0,0,60721,60501,0,0,3920873,0,33,34,35,True,False,False,0,False,False,False,0,"밀렵매매 쌍방처벌","밀렵품 매매를 둘러싸고 밀렵꾼들과
고블린족들이 뒤엉켜 싸우고 있다
괘씸한 밀렵꾼들을 쓰러뜨려라","","","","",0
159,0,1,3689061,32,37,0,0,2,0,0,60721,60501,0,68,0,0,33,34,35,True,False,False,0,False,False,False,0,"붉은둔덕 요새 전투: 공략전","도적단 '나나니단'의 소굴인
붉은둔덕 요새를 공략하자
문을 부수고 요새 안으로 돌입하라","","부서진 붉은둔덕 요새 문짝","","",0
160,0,1,3884803,32,37,0,228,0,0,0,60722,60502,0,36,0,0,37,38,35,True,False,False,0,False,False,False,0,"붉은둔덕 요새 전투: 점령전","붉은둔덕 요새 문을 돌파했다
가장 안쪽에 있는 도적단 '나나니단' 두목
독침의 세브랭을 쓰러뜨려라","","","","",0
161,0,4,3688712,32,37,0,228,8,0,0,60724,60504,0,69,0,0,33,34,35,True,False,False,0,False,False,False,0,"붉은둔덕 요새 전투: 방어전","도적단 '나나니단'이
붉은둔덕 요새를 되찾으러 쳐들어왔다
문을 굳게 지키며 도적들을 쓰러뜨려라","","지켜낸 붉은둔덕 요새 관문","","",0
162,0,4,3688712,32,37,0,228,8,2,0,60724,60504,0,69,0,0,33,34,35,True,False,False,0,False,False,False,0,"붉은둔덕 요새 전투: 요격전","도적단 '나나니단'으로부터 요새를 지키자
노련한 붉은둔덕 절도범을 쓰러뜨리고
전의를 상실케 하라","","지켜낸 붉은둔덕 요새 관문","쓰러뜨린 붉은둔덕 절도범","",0
163,0,1,3878580,22,27,0,0,0,0,0,60721,60501,0,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"마지막 잎새","높은길 일대에 퍼져있는 요괴꽃을 베고
숲의 조화를 지키자
무성한 파리지옥을 쓰러뜨려라","","","","",0
164,0,1,3878966,29,34,0,0,0,0,0,60722,60502,0,36,0,0,37,38,35,True,False,False,0,False,False,False,0,"수려한 무법자","달의 수호자족 밀렵단을
이끄는 사내를 붙잡자
검은장막 숲의 무법자 밀렵왕 커얼발톱을 쓰러뜨려라","","","","",0
