key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
11,1,243011,174,"초록 베레모",0,"",0,0,1,0,0,"초록 베레모","극대화 공격력 +35
주는 피해량 +3%
최대 HP +7%","극대화 공격력 증가, 주는 피해량 증가, 최대 HP 증가"
12,1,243012,91,"신비한 신발",0,"",0,0,1,0,0,"신비한 신발","회피율 +8%
이동 속도 +50%
특수 효과: 자신이 사용하는 기술 및 시련장 아이템의 HP 회복 효과가 15% 증가합니다.","회피율 증가, 이동 속도 증가, 회복량 증가"
13,1,243013,104,"수호의 반지",0,"",0,0,1,0,0,"수호의 반지","받는 피해량 -10%
최대 HP +7%","받는 피해량 감소, 최대 HP 증가"
14,1,243014,140,"얼음의 방패",0,"",0,0,1,0,0,"얼음의 방패","받는 피해량 -30%
둔화 +10%
특수 효과: 30% 확률로 얼음속성 피해를 무효화하고 흡수합니다.","얼음속성 피해 흡수, 받는 피해량 감소, 둔화"
15,1,243015,266,"대지의 방패",0,"",0,0,1,0,0,"대지의 방패","특수 효과: 30% 확률로 땅속성 피해를 무효화하고 흡수합니다.
특수 효과: 방패 막기 발동 시 10% 확률로 자신에게 '스톤스킨'을 부여합니다.
스톤스킨: 최대 HP의 15%만큼 피해를 막아줍니다.
스톤스킨 지속시간: 60초","땅속성 피해 흡수, 방패 막기 시 스톤스킨"
16,1,243016,214,"물의 방패",0,"",0,0,1,0,0,"물의 방패","방패 막기 성능 +50%
특수 효과: 30% 확률로 물속성 피해를 무효화하고 흡수합니다.
특수 효과: 방패 막기 발동 시 10% 확률로 자신에게 '리플렉트'를 부여합니다.
리플렉트: 일부를 제외한 모든 마법 공격을 반사합니다.
지속시간: 60초","물속성 피해 흡수, 방패 막기 성능 향상, 방패 막기 시 리플렉트"
17,1,243017,82,"힘의 방패",0,"",0,0,1,0,0,"힘의 방패","방패 막기 성능 +75%
받는 마법 피해량 -10%","방패 막기 성능 향상, 받는 마법 피해량 감소"
18,1,243018,84,"진홍 리본",0,"",0,0,1,0,0,"진홍 리본","석화 저항 +100%
실명 저항 +100%
마비 저항 +100%","석화 저항, 실명 저항, 마비 저항"
19,1,243019,238,"겐지의 완갑",0,"",0,0,1,0,0,"겐지의 완갑","주는 피해량 +12%
마비 저항 +100%
특수 효과: 자신이 무기 기술을 실행하여 수심기 연계에 성공하면, 10% 확률로 소비한 TP의 일부를 회복합니다.","주는 피해량 증가, 마비 저항, 수심기 연계 성공 시 TP 회복"
20,1,243020,94,"겐지의 방패",0,"",0,0,1,0,0,"겐지의 방패","방패 막기 성능 +30%
회피율 +10%","방패 막기 성능 향상, 회피율 증가"
21,1,243021,226,"겐지의 갑옷",0,"",0,0,1,0,0,"겐지의 갑옷","이동 속도 -20%
받는 피해량 -20%
최대 HP +30%","이동 속도 감소, 받는 피해량 감소, 최대 HP 증가"
22,1,243022,112,"은제 안경",0,"",0,0,1,0,0,"은제 안경","극대화 발동률 +15%
실명 저항 +100%","극대화 발동률 증가, 실명 저항"
23,1,243023,189,"천사의 백의",0,"",0,0,1,0,0,"천사의 백의","받는 피해량 -7%
독 저항 +100%
특수 효과: 피해를 받으면 5% 확률로 자신에게 '서서히 HP 회복' 1중첩을 부여합니다.
서서히 HP 회복: 일정 시간마다 HP를 최대 HP의 3%만큼 회복합니다.(최대 8중첩)
서서히 HP 회복 지속시간: 12초","받는 피해량 감소, 독 저항, 피격 시 HP 회복"
24,1,243024,390,"전문가 방패",0,"",0,0,1,0,0,"전문가 방패","방패 막기 성능 +125%
받는 피해량 -25%
최대 HP +35%","방패 막기 성능 향상, 받는 피해량 감소, 최대 HP 증가"
25,1,243025,220,"신비한 면사포",0,"",0,0,1,0,0,"신비한 면사포","주는 마법 피해량 +18%
받는 마법 피해량 -15%
특수 효과: 자신이 사용하는 기술 및 시련장 아이템의 HP 회복 효과가 15% 증가합니다.","주는 마법 피해량 증가, 받는 마법 피해량 감소, 회복량 증가"
26,1,243026,122,"검은 두건",0,"",0,0,1,0,0,"검은 두건","최대 HP +6%
회피율 +8%
수면 저항 +100%","최대 HP 증가, 회피율 증가, 수면 저항"
27,1,243027,420,"영웅의 왕관",0,"",0,0,1,0,0,"영웅의 왕관","최대 HP +30%
주는 피해량 +18%
특수 효과: 자신이 무기 기술을 실행하여 수심기 연계에 성공하면, 자신에게 '엑설런스'를 부여합니다.
엑설런스: 일부를 제외한 모든 공격을 무효화하고, 주는 피해량이 10% 증가합니다.
엑설런스 지속시간: 9초","최대 HP 증가, 주는 피해량 증가, 수심기 연계 성공 시 엑설런스"
28,1,243028,150,"환상의 조끼",0,"",0,0,1,0,0,"환상의 조끼","특수 효과: 피해를 받으면 20% 확률로 자신에게 '블링크' 1중첩을 부여합니다.
블링크: 일부를 제외한 모든 물리 공격을 무효화하며, 무효화할 때마다 1중첩을 소비합니다.
블링크 지속시간: 120초","피격 시 블링크"
29,1,243029,99,"사신의 갑옷",0,"",0,0,1,0,0,"사신의 갑옷","최대 HP +10%
받는 피해량 -5%
죽음의 선고 저항 +100%","최대 HP 증가, 받는 피해량 감소, 죽음의 선고 저항"
30,1,243030,168,"가시 갑옷",0,"",0,0,1,0,0,"가시 갑옷","특수 효과: 물리 공격을 받으면 상대에게 무속성 마법 반격 피해를 줍니다. 반격 피해 위력은 다른 마수 장비 같은 아이템과 능력에 의한 주는 마법 피해량 증가 효과의 영향을 받습니다.
반격 피해 위력: 360","물리 공격 피격 시 반격"
31,1,243031,90,"겁쟁이의 칼",0,"",0,0,1,0,0,"겁쟁이의 칼","주는 피해량 +1%
특수 효과: 적 이벤트 시작 직전에 35% 확률로 도망칠지 선택할 수 있습니다. 도망치면 전리품은 얻을 수 없지만 전투를 회피할 수 있습니다.
정예 적 및 우두머리 전투에서는 도망칠 수 없습니다.
추가 효과: 도망치면 자신에게 '치고 빠지기' 1중첩을 부여합니다.
치고 빠지기: 주는 피해량 +18%, 회피율 +4%
치고 빠지기 지속시간: 해제 시까지","주는 피해량 증가, 적 이벤트에서 도망"
32,1,243032,167,"그림자 극성 옷",0,"",0,0,1,0,0,"그림자 극성 옷","최대 HP +12%
특수 효과: 자신이 무기 기술을 실행하여 수심기 연계에 성공하면, 25% 확률로 소비한 TP의 일부를 회복합니다.","최대 HP 증가, 수심기 연계 발동 시 TP 회복"
33,1,243033,81,"그림자 극성 반지",0,"",0,0,1,0,0,"그림자 극성 반지","받는 물리 피해량 -9%
특수 효과: 자신이 무기 기술을 실행하여 수심기 연계에 성공하면, 10% 확률로 소비한 TP의 일부를 회복합니다.","받는 물리 피해량 감소, 수심기 연계 발동 시 TP 회복"
34,1,243034,112,"그림자 극성 팔찌",0,"",0,0,1,0,0,"그림자 극성 팔찌","받는 마법 피해량 -15%
최대 HP +5%
기절 저항 +100%","받는 마법 피해량 감소, 최대 HP 증가, 기절 저항"
35,1,243035,190,"별빛 극성 옷",0,"",0,0,1,0,0,"별빛 극성 옷","빠른 재시전 +25%
받는 피해량 -7%
최대 HP +15%","빠른 재시전, 받는 피해량 감소, 최대 HP 증가"
36,1,243036,74,"별빛 극성 반지",0,"",0,0,1,0,0,"별빛 극성 반지","빠른 재시전 +15%
받는 물리 피해량 -8%","빠른 재시전, 받는 물리 피해량 감소"
37,1,243037,86,"별빛 극성 팔찌",0,"",0,0,1,0,0,"별빛 극성 팔찌","빠른 재시전 +15%
받는 마법 피해량 -8%","빠른 재시전, 받는 마법 피해량 감소"
38,1,243038,168,"불을 두른 도끼",0,"",0,0,1,0,0,"불을 두른 도끼","특수 효과: 자동 공격 시 불속성 추가 피해가 발생합니다.
추가 피해 위력은 다른 마수 장비 같은 아이템과 능력에 의한 주는 마법 피해량 증가 효과의 영향을 받습니다.
추가 피해 위력: 240
자동 공격 추가 효과가 있는 다른 마수 장비와 동시에 소지한 경우, 효과는 1개만 발휘됩니다.","자동 공격 시 불속성 추가 피해 발생"
39,1,243039,168,"얼음을 두른 도끼",0,"",0,0,1,0,0,"얼음을 두른 도끼","특수 효과: 자동 공격 시 얼음속성 추가 피해가 발생합니다.
추가 피해 위력은 다른 마수 장비 같은 아이템과 능력에 의한 주는 마법 피해량 증가 효과의 영향을 받습니다.
추가 피해 위력: 240
자동 공격 추가 효과가 있는 다른 마수 장비와 동시에 소지한 경우, 효과는 1개만 발휘됩니다.","자동 공격 시 얼음속성 추가 피해 발생"
40,1,243040,168,"번개를 두른 도끼",0,"",0,0,1,0,0,"번개를 두른 도끼","특수 효과: 자동 공격 시 번개속성 추가 피해가 발생합니다.
추가 피해 위력은 다른 마수 장비 같은 아이템과 능력에 의한 주는 마법 피해량 증가 효과의 영향을 받습니다.
추가 피해 위력: 240
자동 공격 추가 효과가 있는 다른 마수 장비와 동시에 소지한 경우, 효과는 1개만 발휘됩니다.","자동 공격 시 번개속성 추가 피해 발생"
41,1,243041,168,"대지를 두른 도끼",0,"",0,0,1,0,0,"대지를 두른 도끼","특수 효과: 자동 공격 시 땅속성 추가 피해가 발생합니다.
추가 피해 위력은 다른 마수 장비 같은 아이템과 능력에 의한 주는 마법 피해량 증가 효과의 영향을 받습니다.
추가 피해 위력: 240
자동 공격 추가 효과가 있는 다른 마수 장비와 동시에 소지한 경우, 효과는 1개만 발휘됩니다.","자동 공격 시 땅속성 추가 피해 발생"
42,1,243042,168,"물을 두른 도끼",0,"",0,0,1,0,0,"물을 두른 도끼","특수 효과: 자동 공격 시 물속성 추가 피해가 발생합니다.
추가 피해 위력은 다른 마수 장비 같은 아이템과 능력에 의한 주는 마법 피해량 증가 효과의 영향을 받습니다.
추가 피해 위력: 240
자동 공격 추가 효과가 있는 다른 마수 장비와 동시에 소지한 경우, 효과는 1개만 발휘됩니다.","자동 공격 시 물속성 추가 피해 발생"
43,1,243043,168,"바람을 두른 도끼",0,"",0,0,1,0,0,"바람을 두른 도끼","특수 효과: 자동 공격 시 바람속성 추가 피해가 발생합니다.
추가 피해 위력은 다른 마수 장비 같은 아이템과 능력에 의한 주는 마법 피해량 증가 효과의 영향을 받습니다.
추가 피해 위력: 240
자동 공격 추가 효과가 있는 다른 마수 장비와 동시에 소지한 경우, 효과는 1개만 발휘됩니다.","자동 공격 시 바람속성 추가 피해 발생"
44,1,243044,175,"닌자의 옷",0,"",0,0,1,0,0,"닌자의 옷","최대 HP +17%
회피율 +8%
특수 효과: 공격을 회피하면 자신에게 '헤이스트' 1중첩을 부여합니다.
헤이스트: 자동 공격 주기와 무기 기술 및 마법 시전 시간과 재사용 대기 시간이 2% 단축됩니다.(최대 5중첩)
헤이스트 지속시간: 60초","최대 HP 증가, 회피율 증가, 회피 시 헤이스트"
45,1,243045,63,"닌자의 완갑",0,"",0,0,1,0,0,"닌자의 완갑","헤이스트 +2%
주는 물리 피해량 +3%","헤이스트, 주는 물리 피해량 증가"
46,1,243046,91,"닌자의 안대",0,"",0,0,1,0,0,"닌자의 안대","헤이스트 +5%
극대화 발동률 +5%","헤이스트, 극대화 발동률 증가"
47,1,243047,224,"바람의 방패",0,"",0,0,1,0,0,"바람의 방패","특수 효과: 30% 확률로 바람속성 피해를 무효화하고 흡수합니다.
특수 효과: 방패 막기 발동 시 50% 확률로 자신에게 '블링크' 1중첩을 부여합니다.
블링크: 일부를 제외한 모든 물리 공격을 무효화하며, 무효화할 때마다 1중첩을 소비합니다.
블링크 지속시간: 120초","바람속성 피해 흡수, 방패 막기 시 블링크"
48,1,243048,154,"바람의 가면",0,"",0,0,1,0,0,"바람의 가면","받는 마법 피해량 -10%
특수 효과: 자신이 사용하는 기술 및 시련장 아이템의 HP 회복 효과가 15% 증가합니다.
특수 효과: 공격을 회피하면 자신에게 '양날의 검'을 부여합니다.
양날의 검: 서서히 HP가 감소하는 대신 주는 피해량이 30% 증가합니다.
양날의 검 지속시간: 21초","받는 마법 피해량 감소, 회복량 증가, 회피 시 양날의 검"
49,1,243049,264,"바람의 갑옷",0,"",0,0,1,0,0,"바람의 갑옷","받는 피해량 -15%
주는 마법 피해량 +20%
특수 효과: 자신이 사용하는 기술 및 시련장 아이템의 HP 회복 효과가 30% 증가합니다.","받는 피해량 감소, 주는 마법 피해량 증가, 회복량 증가"
50,1,243050,268,"묵직한 도끼",0,"",0,0,1,0,0,"묵직한 도끼","주는 피해량 +25%
이동 속도 -20%","주는 피해량 증가, 이동 속도 감소"
51,1,243051,172,"미스릴 갑옷",0,"",0,0,1,0,0,"미스릴 갑옷","받는 피해량 -15%
최대 HP +15%","받는 피해량 감소, 최대 HP 증가"
52,1,243052,113,"미스릴 완갑",0,"",0,0,1,0,0,"미스릴 완갑","받는 피해량 -5%
주는 물리 피해량 +5%
최대 HP +5%","받는 피해량 감소, 주는 물리 피해량 증가, 최대 HP 증가"
53,1,243053,85,"미스릴 다리보호구",0,"",0,0,1,0,0,"미스릴 다리보호구","받는 피해량 -10%
최대 HP +5%","받는 피해량 감소, 최대 HP 증가"
54,1,243054,126,"맹수의 가면",0,"",0,0,1,0,0,"맹수의 가면","받는 물리 피해량 -10%
극대화 발동률 +15%","받는 물리 피해량 감소, 극대화 발동률 증가"
55,1,243055,87,"맹수의 단도",0,"",0,0,1,0,0,"맹수의 단도","극대화 발동률 +8%
특수 효과: 극대화 발동 시 25% 확률로 자신에게 '주는 피해량 증가' 1중첩을 부여합니다.
주는 피해량 증가: 주는 피해량이 3% 증가합니다.(최대 8중첩)
주는 피해량 증가 지속시간: 30초","극대화 발동률 증가, 극대화 발동 시 주는 피해량 증가"
56,1,243056,84,"맹수의 귀걸이",0,"",0,0,1,0,0,"맹수의 귀걸이","극대화 발동률 +15%
최대 HP +2%","극대화 발동률 증가, 최대 HP 증가"
57,1,243057,200,"도적의 단검",0,"",0,0,1,0,0,"도적의 단검","헤이스트 +1%
특수 효과: 보물 이벤트에서 아이템을 2개 선택할 수 있습니다.","헤이스트, 보물 이벤트에서 아이템 2개 선택"
58,1,243058,172,"도적의 옷",0,"",0,0,1,0,0,"도적의 옷","전리품 획득률 +80%
받는 피해량 -8%
최대 HP +18%","전리품 획득률 증가, 받는 피해량 감소, 최대 HP 증가"
59,1,243059,50,"도적의 장갑",0,"",0,0,1,0,0,"도적의 장갑","전리품 획득률 +70%
헤이스트 +2%","전리품 획득률 증가, 헤이스트"
60,1,243060,30,"도적의 신발",0,"",0,0,1,0,0,"도적의 신발","전리품 획득률 +40%
회피율 +2%","전리품 획득률 증가, 회피율 증가"
61,1,243061,315,"번개 도끼",0,"",0,0,1,0,0,"번개 도끼","주는 피해량 +30%
특수 효과: 피해를 받으면 5% 확률로 자신에게 '기절'을 부여합니다.
기절 지속시간: 3초","주는 피해량 증가, 피격 시 기절"
62,1,243062,161,"번개 갑옷",0,"",0,0,1,0,0,"번개 갑옷","특수 효과: 30% 확률로 번개속성 피해를 무효화하고 흡수합니다.
특수 효과: 극대화 발동 시 5% 확률로 자신에게 '고양감' 1중첩을 부여합니다.
고양감: 주는 피해량 +10%, 받는 피해량 -5%(최대 4중첩)
고양감 지속시간: 180초","번개속성 피해 흡수, 극대화 발동 시 고양감"
63,1,243063,84,"퇴마의 방패",0,"",0,0,1,0,0,"퇴마의 방패","특수 효과: 방패 막기 발동 시 자신에게 '받는 마법 피해량 감소' 1중첩을 부여합니다.
받는 마법 피해량 감소: 받는 마법 피해량이 5% 감소합니다.(최대 8중첩)
받는 마법 피해량 감소 지속시간: 60초","방패 막기 시 받는 마법 피해량 감소"
64,1,243064,113,"금 머리장식",0,"",0,0,1,0,0,"금 머리장식","빠른 재시전 +10%
특수 효과: 자신이 무기 기술을 실행하여 수심기 연계에 성공하면, 25% 확률로 소비한 TP의 일부를 회복합니다.","빠른 재시전, 수심기 연계 발동 시 TP 회복"
65,1,243065,262,"불꽃 단검",0,"",0,0,1,0,0,"불꽃 단검","주는 피해량 +25%
헤이스트 +5%
특수 효과: 극대화 발동 시 10% 확률로 자신에게 '화염 족쇄'를 부여합니다.
화염 족쇄: 이동하면 마법 피해를 받습니다.
화염 족쇄 지속시간: 9초","주는 피해량 증가, 헤이스트, 극대화 발동 시 화염 족쇄"
66,1,243066,116,"불꽃 방패",0,"",0,0,1,0,0,"불꽃 방패","방패 막기 성능 +50%
주는 피해량 +3%
특수 효과: 30% 확률로 불속성 피해를 무효화하고 흡수합니다.","불속성 피해 흡수, 방패 막기 성능 향상, 주는 피해량 증가"
67,1,243067,24,"상인의 모자",0,"",0,0,1,0,0,"상인의 모자","마수 동전 획득량 +25%
극대화 발동률 -10%
주는 피해량 +5%","마수 동전 획득량 증가, 극대화 발동률 감소, 주는 피해량 증가"
68,1,243068,52,"상인의 옷",0,"",0,0,1,0,0,"상인의 옷","마수 동전 획득량 +25%
받는 물리 피해량 -10%","마수 동전 획득량 증가, 받는 물리 피해량 감소"
69,1,243069,101,"상인의 신발",0,"",0,0,1,0,0,"상인의 신발","마수 동전 획득량 +25%
회피율 +4%
최대 HP +12%","마수 동전 획득량 증가, 회피율 증가, 최대 HP 증가"
70,1,243070,113,"고양의 반지",0,"",0,0,1,0,0,"고양의 반지","최대 HP +3%
특수 효과: TP 축적량이 25% 증가합니다.","TP 축적량 증가"
71,1,243071,264,"악마의 투구",0,"",0,0,1,0,0,"악마의 투구","주는 피해량 +20%
특수 효과: 피해를 받으면 1% 확률로 자신에게 '죽음의 선고'를 부여합니다.
죽음의 선고 지속시간: 2초
특수 효과: TP 축적량이 20% 증가합니다.","주는 피해량 증가, 피격 시 죽음의 선고, TP 축적량 증가"
72,1,243072,170,"악마의 갑옷",0,"",0,0,1,0,0,"악마의 갑옷","최대 HP +5%
특수 효과: TP 축적량이 5% 증가합니다.
특수 효과: 적에게 마지막 공격을 하면 자신에게 '고양감' 1중첩을 부여합니다.
고양감: 주는 피해량 +10%, 받는 피해량 -5%(최대 4중첩)
고양감 지속시간: 180초","최대 HP 증가, TP 축적량 증가, 적 처치 시 고양감"
73,1,243073,129,"여왕날벌레 머리장식",0,"",0,0,1,0,0,"여왕날벌레 머리장식","회피율 +10%
최대 HP -8%
특수 효과: 극대화 발동 시 2% 확률로 자신에게 '서서히 HP 회복' 1중첩을 부여합니다.
서서히 HP 회복: 일정 시간마다 HP를 최대 HP의 3%만큼 회복합니다.(최대 8중첩)
서서히 HP 회복 지속시간: 12초","회피율 증가, 최대 HP 감소, 극대화 발동 시 HP 회복"
74,1,243074,76,"헤이스트 허리띠",0,"",0,0,1,0,0,"헤이스트 허리띠","헤이스트 +6%","헤이스트"
75,1,243075,64,"전사의 둥근방패",0,"",0,0,1,0,0,"전사의 둥근방패","방패 막기 성능 +100%
받는 물리 피해량 -5%
최대 HP +2%","방패 막기 성능 향상, 받는 물리 피해량 감소, 최대 HP 증가"
76,2,243136,32,"1등급 마수 포션",0,"",0,0,1,0,0,"1등급 마수 포션","자신 또는 사역마수의 HP를 10% 회복합니다.",""
77,2,243137,72,"2등급 마수 포션",0,"",0,0,1,0,0,"2등급 마수 포션","자신 또는 사역마수의 HP를 23% 회복합니다.",""
78,2,243138,113,"3등급 마수 포션",0,"",0,0,1,0,0,"3등급 마수 포션","자신 또는 사역마수의 HP를 36% 회복합니다.",""
79,2,243139,158,"4등급 마수 포션",0,"",0,0,1,0,0,"4등급 마수 포션","자신 또는 사역마수의 HP를 50% 회복합니다.",""
80,2,243140,63,"1등급 마수 파우더",0,"",0,0,1,0,0,"1등급 마수 파우더","자신과 주위 아군의 HP를 10% 회복합니다.",""
81,2,243141,158,"2등급 마수 파우더",0,"",0,0,1,0,0,"2등급 마수 파우더","자신과 주위 아군의 HP를 25% 회복합니다.",""
82,2,243142,252,"3등급 마수 파우더",0,"",0,0,1,0,0,"3등급 마수 파우더","자신과 주위 아군의 HP를 40% 회복합니다.",""
83,2,243143,32,"마수 해독제",0,"",0,0,1,0,0,"마수 해독제","자신 또는 사역마수를 대상으로 일부를 제외한 모든 독을 해제합니다.
치유에 성공하면 대상의 HP를 최대 HP의 25%만큼 회복합니다.
이 아이템은 전투 구역에서만 사용할 수 있습니다.",""
84,2,243144,32,"마수 금침",0,"",0,0,1,0,0,"마수 금침","사역마수를 대상으로 일부를 제외한 모든 석화를 해제합니다.
치유에 성공하면 대상의 HP를 최대 HP의 50%만큼 회복하고 '스톤스킨'을 부여합니다.
스톤스킨: 최대 HP의 50%만큼 피해를 막아줍니다.
스톤스킨 지속시간: 60초
이 아이템은 전투 구역에서만 사용할 수 있습니다.",""
85,2,243145,32,"마수 안약",0,"",0,0,1,0,0,"마수 안약","자신 또는 사역마수를 대상으로 일부를 제외한 모든 실명을 해제합니다.
치유에 성공하면 대상의 HP를 최대 HP의 25%만큼 회복합니다.
이 아이템은 전투 구역에서만 사용할 수 있습니다.",""
86,2,243146,32,"1등급 마수 항독약",0,"",0,0,1,0,0,"1등급 마수 항독약","자신 또는 사역마수를 대상으로 사용하면, 독 저항이 100% 증가합니다.
지속시간: 180초
추가 효과: '진홍 리본'을 소지한 경우 대상의 HP를 최대 HP의 50%만큼 회복합니다.
이 아이템은 전투 구역에서만 사용할 수 있습니다.",""
87,2,243147,50,"2등급 마수 항독약",0,"",0,0,1,0,0,"2등급 마수 항독약","자신과 주위 아군의 독 저항이 100% 증가합니다.
지속시간: 300초
추가 효과: '진홍 리본'을 소지한 경우 대상의 HP를 최대 HP의 50%만큼 회복합니다.
이 아이템은 전투 구역에서만 사용할 수 있습니다.",""
88,2,243148,32,"1등급 마수 항마비약",0,"",0,0,1,0,0,"1등급 마수 항마비약","자신 또는 사역마수를 대상으로 사용하면, 마비 저항이 100% 증가합니다.
지속시간: 180초
추가 효과: '진홍 리본'을 소지한 경우 대상의 HP를 최대 HP의 50%만큼 회복합니다.
이 아이템은 전투 구역에서만 사용할 수 있습니다.",""
89,2,243149,50,"2등급 마수 항마비약",0,"",0,0,1,0,0,"2등급 마수 항마비약","자신과 주위 아군의 마비 저항이 100% 증가합니다.
지속시간: 300초
추가 효과: '진홍 리본'을 소지한 경우 대상의 HP를 최대 HP의 50%만큼 회복합니다.
이 아이템은 전투 구역에서만 사용할 수 있습니다.",""
90,2,243150,32,"1등급 마수 항실명약",0,"",0,0,1,0,0,"1등급 마수 항실명약","자신 또는 사역마수를 대상으로 사용하면, 실명 저항이 100% 증가합니다.
지속시간: 180초
추가 효과: '진홍 리본'을 소지한 경우 대상의 HP를 최대 HP의 50%만큼 회복합니다.
이 아이템은 전투 구역에서만 사용할 수 있습니다.",""
91,2,243151,50,"2등급 마수 항실명약",0,"",0,0,1,0,0,"2등급 마수 항실명약","자신과 주위 아군의 실명 저항이 100% 증가합니다.
지속시간: 300초
추가 효과: '진홍 리본'을 소지한 경우 대상의 HP를 최대 HP의 50%만큼 회복합니다.
이 아이템은 전투 구역에서만 사용할 수 있습니다.",""
92,2,243152,32,"1등급 마수 항석화약",0,"",0,0,1,0,0,"1등급 마수 항석화약","자신 또는 사역마수를 대상으로 사용하면, 석화 저항이 100% 증가합니다.
지속시간: 180초
추가 효과: '진홍 리본'을 소지한 경우 대상의 HP를 최대 HP의 50%만큼 회복합니다.
이 아이템은 전투 구역에서만 사용할 수 있습니다.",""
93,2,243153,50,"2등급 마수 항석화약",0,"",0,0,1,0,0,"2등급 마수 항석화약","자신과 주위 아군의 석화 저항이 100% 증가합니다.
지속시간: 300초
추가 효과: '진홍 리본'을 소지한 경우 대상의 HP를 최대 HP의 50%만큼 회복합니다.
이 아이템은 전투 구역에서만 사용할 수 있습니다.",""
94,2,243154,32,"1등급 마수 항수면약",0,"",0,0,1,0,0,"1등급 마수 항수면약","자신 또는 사역마수를 대상으로 사용하면, 수면 저항이 100% 증가합니다.
지속시간: 180초
추가 효과: '진홍 리본'을 소지한 경우 대상의 HP를 최대 HP의 50%만큼 회복합니다.
이 아이템은 전투 구역에서만 사용할 수 있습니다.",""
95,2,243155,50,"2등급 마수 항수면약",0,"",0,0,1,0,0,"2등급 마수 항수면약","자신과 주위 아군의 수면 저항이 100% 증가합니다.
지속시간: 300초
추가 효과: '진홍 리본'을 소지한 경우 대상의 HP를 최대 HP의 50%만큼 회복합니다.
이 아이템은 전투 구역에서만 사용할 수 있습니다.",""
96,2,243156,135,"재소환 호루라기",0,"",0,0,1,0,0,"재소환 호루라기","전투불능이 된 사역마수를 부활시킵니다.
이 아이템은 전투 구역에서만 사용할 수 있습니다.",""
97,2,243157,85,"마수 연막탄",0,"",0,0,1,0,0,"마수 연막탄","적 이벤트를 회피할 수 있습니다.
단, 정예 적과 우두머리 적에게는 효과가 없습니다.
적 이벤트 시작 직전에 사용 여부를 선택합니다.",""
98,2,243158,221,"1등급 마수 리레이저",0,"",0,0,1,0,0,"1등급 마수 리레이저","자신에게 리레이즈를 부여합니다.
리레이즈: 전투불능이 되면 70% 확률로 자동 부활합니다.
지속시간: 소비 시까지",""
99,2,243159,299,"2등급 마수 리레이저",0,"",0,0,1,0,0,"2등급 마수 리레이저","자신에게 리레이즈를 부여합니다.
리레이즈: 전투불능이 되면 95% 확률로 자동 부활합니다.
지속시간: 소비 시까지",""
100,2,243160,32,"도적의 눈",0,"",0,0,1,0,0,"도적의 눈","자신에게 '도적의 눈'을 부여합니다.
도적의 눈: 다음 적 이벤트 완료 시의 전리품 획득률이 3배로 증가합니다.
지속시간: 30분
이 아이템은 전투 구역에서만 사용할 수 있습니다.",""
101,2,243161,23,"상인의 눈",0,"",0,0,1,0,0,"상인의 눈","자신에게 '상인의 눈'을 부여합니다.
상인의 눈: 다음 적 이벤트 완료 시의 마수 동전 획득량이 2배로 증가합니다.
지속시간: 30분
이 아이템은 전투 구역에서만 사용할 수 있습니다.",""
